client_id,ds,age,gender,annual_income,credit_score,debt_to_income_ratio,loan_amount,vehicle_value,down_payment,vehicle_type,vehicle_year,annual_mileage,driving_history_accidents,location_risk,loan_term_months,interest_rate,payment_history_late,insurance_coverage_level,is_high_risk
Client_119,2023-05-04,54.3,female,102063.9,808,0.13,57110.48,68406.01,14833.36,truck,2023,22369.0,5,urban_high,84,6.68,0,comprehensive,1
Client_119,2023-05-05,33.3,male,74118.48,673,0.23,40096.99,52690.59,14942.86,luxury,2018,12106.0,4,urban_low,72,14.87,0,basic,1
Client_119,2023-05-06,32.3,male,37322.0,434,0.54,79040.9,111900.89,18860.98,sedan,2012,6368.0,0,urban_high,72,12.08,0,basic,0
Client_119,2023-05-07,21.3,female,182949.14,850,0.11,62740.89,91609.32,12387.95,sports,2020,14914.0,3,rural,48,12.7,0,comprehensive,0
Client_119,2023-05-08,20.3,female,28094.61,423,0.45,60427.1,87189.21,10245.56,luxury,2018,13732.0,5,urban_low,60,8.68,1,basic,1
Client_119,2023-05-09,25.4,female,87889.63,702,0.19,75238.23,83666.46,5784.07,luxury,2017,16005.0,5,urban_high,48,10.29,0,basic,1
Client_119,2023-05-10,66.4,male,67937.54,785,0.27,46248.08,53271.15,11032.3,SUV,2022,8624.0,1,urban_low,84,8.21,1,basic,0
Client_119,2023-05-11,56.4,female,122877.53,850,0.19,32664.26,39255.79,7707.3,truck,2015,15619.0,5,urban_high,48,9.25,0,basic,0
Client_119,2023-05-12,69.4,male,31957.22,600,0.47,23861.12,34083.55,3374.87,sports,2022,24667.0,2,urban_low,84,10.98,1,comprehensive,0
Client_119,2023-05-13,58.4,male,53804.85,669,0.37,88098.51,130485.93,18183.27,sports,2011,22570.0,3,urban_low,72,6.16,1,basic,1
Client_119,2023-05-14,42.4,male,24150.14,577,0.34,28467.55,40530.2,4245.74,truck,2024,29002.0,2,rural,72,5.9,0,basic,0
Client_119,2023-05-15,53.4,male,57314.01,663,0.44,96991.1,129811.37,9618.81,truck,2014,29352.0,0,urban_high,72,11.01,1,basic,1
Client_119,2023-05-16,49.4,female,157270.13,850,0.31,48856.97,68586.37,14616.63,sedan,2018,8046.0,4,urban_low,60,12.89,0,comprehensive,0
Client_119,2023-05-17,28.4,female,28305.77,456,0.43,21612.41,31944.3,3089.84,sedan,2021,17307.0,5,urban_high,72,11.01,1,basic,1
Client_119,2023-05-18,53.4,male,86798.62,787,0.13,66929.4,74507.25,13960.1,SUV,2016,23697.0,5,urban_low,48,13.14,0,comprehensive,1
Client_119,2023-05-19,50.4,male,34086.95,569,0.55,98072.74,139047.65,13917.54,SUV,2011,6040.0,1,urban_high,36,10.87,1,basic,1
Client_119,2023-05-20,58.4,female,103225.09,850,0.33,13394.35,19787.78,2542.29,luxury,2010,5886.0,4,urban_high,36,10.23,0,comprehensive,0
Client_119,2023-05-21,60.4,female,15602.54,525,0.54,36214.92,52418.88,12608.44,SUV,2014,6873.0,5,urban_high,48,7.01,1,basic,1
Client_119,2023-05-22,22.4,female,36999.43,511,0.57,23064.03,26430.89,2099.61,sedan,2015,24313.0,1,urban_low,60,5.29,1,basic,1
Client_119,2023-05-23,19.4,male,32016.9,416,0.36,80914.13,96529.83,28095.91,luxury,2024,10746.0,2,urban_low,60,14.65,0,basic,0
Client_119,2023-05-24,45.4,male,51276.39,621,0.35,87020.8,124471.13,7207.62,sports,2018,23454.0,2,rural,36,10.81,0,basic,1
Client_119,2023-05-25,50.4,female,89711.45,765,0.27,39358.98,53941.98,4711.47,SUV,2011,20627.0,1,rural,84,8.17,1,basic,1
Client_119,2023-05-26,66.4,female,38438.38,589,0.37,97086.39,121909.87,31095.42,truck,2022,22379.0,1,rural,72,10.13,0,basic,0
Client_119,2023-05-27,58.4,male,39294.13,564,0.5,88464.79,128956.27,19390.53,truck,2017,21341.0,1,urban_low,72,11.77,0,comprehensive,1
Client_119,2023-05-28,44.4,male,26887.89,416,0.4,10020.24,14309.65,3523.17,sports,2019,9041.0,2,rural,36,11.24,1,comprehensive,0
Client_119,2023-05-29,51.4,male,43067.8,659,0.35,70515.02,87884.52,10135.62,sedan,2011,11356.0,5,rural,84,11.28,1,comprehensive,1
Client_119,2023-05-30,23.4,male,64197.58,621,0.2,46713.82,57106.28,5828.04,SUV,2020,23020.0,4,urban_high,84,8.17,1,comprehensive,0
Client_119,2023-05-31,38.4,male,30212.93,526,0.31,64276.25,87609.39,14176.22,luxury,2023,12697.0,1,urban_high,36,11.39,0,basic,0
Client_119,2023-06-01,47.4,male,92641.97,674,0.32,39483.25,44763.5,11152.37,sports,2018,13044.0,3,rural,60,7.74,0,comprehensive,0
Client_119,2023-06-02,30.4,female,45371.97,629,0.48,81767.71,114209.94,15120.14,luxury,2015,25782.0,1,rural,60,6.11,1,comprehensive,1
Client_119,2023-06-03,37.4,female,31437.33,531,0.49,67372.86,88851.51,11572.41,sports,2012,12865.0,1,rural,48,4.17,0,comprehensive,0
Client_119,2023-06-04,43.4,female,11853.47,476,0.38,37571.04,50633.68,8862.99,sedan,2021,27143.0,2,rural,72,7.35,1,basic,1
Client_119,2023-06-05,26.4,male,26010.43,488,0.54,88870.04,117559.68,9694.96,sports,2010,6109.0,3,urban_high,72,13.88,1,basic,1
Client_119,2023-06-06,57.4,male,66579.38,666,0.35,34018.6,41864.91,7218.51,luxury,2013,16401.0,4,urban_low,60,12.67,1,comprehensive,1
Client_119,2023-06-07,54.4,male,47319.53,656,0.32,81139.44,100155.33,14600.07,sports,2020,12469.0,0,urban_low,36,10.38,1,comprehensive,0
Client_119,2023-06-08,36.4,female,24201.47,536,0.33,94384.56,120257.04,17887.84,SUV,2020,26662.0,3,urban_low,84,11.81,1,basic,1
Client_119,2023-06-09,52.4,male,119303.61,850,0.16,72169.55,97147.98,7055.22,truck,2016,19488.0,3,urban_low,60,11.38,1,comprehensive,1
Client_119,2023-06-10,57.4,female,40910.42,642,0.42,47580.09,68799.96,15800.47,sports,2011,16061.0,5,urban_high,84,11.58,1,basic,1
Client_119,2023-06-11,58.4,male,60579.52,633,0.25,61761.38,89875.5,13870.36,truck,2023,15540.0,0,rural,36,5.02,0,comprehensive,0
Client_119,2023-06-12,67.4,male,31673.27,634,0.51,22916.94,27927.46,2916.04,sports,2013,10036.0,4,urban_high,60,7.61,0,basic,1
Client_119,2023-06-13,60.4,female,13899.24,584,0.53,55838.89,68263.98,5601.23,sedan,2016,15723.0,4,rural,72,6.13,0,basic,0
Client_119,2023-06-14,24.4,female,26118.96,390,0.54,33240.18,47902.38,12165.3,sedan,2024,19012.0,1,urban_high,72,14.59,0,basic,0
Client_119,2023-06-15,47.5,male,18497.04,589,0.55,20724.33,24096.67,3609.04,luxury,2023,29973.0,2,rural,72,11.07,1,basic,1
Client_119,2023-06-16,69.5,male,50343.5,745,0.42,38404.19,49806.84,10999.63,SUV,2016,8268.0,3,urban_low,84,4.35,0,basic,0
Client_119,2023-06-17,39.5,male,14955.4,450,0.5,26958.87,33641.39,8684.56,sedan,2016,16914.0,0,rural,84,8.33,1,comprehensive,1
Client_119,2023-06-18,26.5,female,41177.55,542,0.55,67378.79,84268.01,8692.71,sports,2023,29700.0,5,urban_low,72,9.63,1,comprehensive,1
Client_119,2023-06-19,30.5,male,28312.32,468,0.31,43883.68,55079.41,3960.32,truck,2021,22865.0,0,urban_low,72,4.81,1,basic,0
Client_119,2023-06-20,35.5,female,243481.54,850,0.1,21499.68,25567.35,1365.03,truck,2021,9684.0,4,urban_low,48,4.28,1,basic,0
Client_119,2023-06-21,33.5,male,57357.19,704,0.6,25446.07,34949.59,1955.02,truck,2019,6238.0,5,urban_low,48,6.98,0,comprehensive,1
Client_119,2023-06-22,39.5,male,59141.15,589,0.37,81098.21,93343.83,14217.5,sports,2014,16884.0,1,urban_low,48,4.95,0,basic,1
Client_119,2023-06-23,34.5,male,49937.88,664,0.42,10803.5,14585.55,1408.28,SUV,2018,28261.0,1,rural,60,8.99,0,comprehensive,1
Client_119,2023-06-24,68.5,male,40916.3,602,0.44,39406.63,58057.06,3757.12,SUV,2024,16261.0,5,urban_low,48,8.21,1,basic,1
Client_119,2023-06-25,46.5,male,49096.85,610,0.31,62319.63,68901.37,3599.21,sports,2018,11276.0,3,urban_low,72,14.88,1,comprehensive,1
Client_119,2023-06-26,48.5,male,34574.22,501,0.44,84504.24,96610.35,15424.01,luxury,2024,22696.0,1,urban_high,84,6.52,1,basic,1
Client_119,2023-06-27,52.5,male,83699.86,828,0.25,88040.72,112100.49,7062.03,sedan,2021,19989.0,0,urban_low,60,14.42,0,basic,0
Client_119,2023-06-28,28.5,female,38245.52,538,0.32,61294.87,90563.88,14437.0,luxury,2019,22462.0,1,urban_high,60,12.81,0,basic,1
Client_119,2023-06-29,23.5,female,45127.47,586,0.47,59913.37,73785.33,16444.02,sports,2022,8291.0,3,urban_low,48,11.17,1,comprehensive,1
Client_119,2023-06-30,55.5,female,109129.82,850,0.26,73813.67,104711.03,15608.42,sports,2015,10067.0,5,urban_low,36,4.38,0,comprehensive,1
Client_119,2023-07-01,21.5,male,68909.02,638,0.23,22020.43,28620.51,6918.79,truck,2013,20519.0,4,rural,84,14.48,1,basic,1
Client_119,2023-07-02,66.5,male,48552.15,694,0.52,82049.97,108021.73,26709.89,SUV,2017,26162.0,5,rural,84,8.06,0,comprehensive,1
Client_119,2023-07-03,67.5,male,44104.71,634,0.43,85712.43,104236.25,23472.77,luxury,2016,29446.0,0,urban_low,36,8.52,0,comprehensive,0
Client_119,2023-07-04,36.5,female,107478.35,797,0.17,22163.41,25052.97,6459.33,truck,2023,5657.0,0,rural,60,13.77,1,basic,0
Client_119,2023-07-05,47.5,female,60706.0,660,0.35,60366.06,70876.39,15659.22,SUV,2023,12309.0,3,urban_low,72,12.61,1,basic,0
Client_119,2023-07-06,21.5,male,99790.48,734,0.36,62572.31,72890.5,19038.61,truck,2023,26544.0,0,urban_low,72,10.73,1,basic,0
Client_119,2023-07-07,34.5,female,109431.63,793,0.23,53721.5,80151.31,13494.26,sedan,2013,19267.0,0,rural,36,10.86,1,basic,0
Client_119,2023-07-08,69.5,female,32946.78,615,0.57,66121.05,91404.63,10781.7,truck,2017,13551.0,4,rural,84,10.65,1,comprehensive,1
Client_119,2023-07-09,21.5,male,37865.01,459,0.4,88386.26,101526.72,26236.2,luxury,2014,26724.0,4,urban_high,36,4.64,1,comprehensive,1
Client_119,2023-07-10,54.5,female,37069.27,577,0.35,58931.94,77859.71,9859.8,truck,2015,12236.0,3,urban_high,84,8.22,0,basic,0
Client_119,2023-07-11,63.5,female,31262.58,638,0.57,40015.98,47061.83,3721.81,SUV,2020,11540.0,0,urban_low,60,11.71,0,comprehensive,0
Client_119,2023-07-12,18.5,male,36444.94,511,0.51,64575.24,71701.98,14703.97,SUV,2013,11476.0,4,urban_low,48,11.67,1,basic,1
Client_119,2023-07-13,65.5,male,20624.5,544,0.48,61251.39,82933.13,20436.33,sedan,2022,10071.0,2,rural,48,13.6,1,basic,1
Client_119,2023-07-14,58.5,male,45637.5,594,0.48,39239.01,45479.16,2515.39,luxury,2018,5975.0,0,urban_low,72,13.99,0,basic,1
Client_119,2023-07-15,55.5,female,22925.09,482,0.53,49607.92,65557.14,14700.11,sports,2024,17354.0,0,rural,60,9.33,0,basic,0
Client_119,2023-07-16,49.5,female,75084.81,748,0.37,14128.47,18868.25,2212.72,luxury,2013,14534.0,0,urban_low,84,9.55,1,comprehensive,1
Client_119,2023-07-17,23.5,female,119553.18,784,0.1,37611.17,49628.2,5355.75,sedan,2013,6577.0,1,rural,36,8.84,0,basic,0
Client_119,2023-07-18,63.5,male,58495.67,743,0.46,70779.38,95005.28,11811.78,truck,2017,7064.0,2,urban_high,84,10.39,1,comprehensive,0
Client_119,2023-07-19,67.5,male,33065.37,585,0.47,10932.23,14962.16,2545.67,SUV,2021,16679.0,2,urban_high,72,4.25,0,comprehensive,0
Client_120,2023-01-01,25.0,male,25938.68,383,0.31,93935.99,125572.14,27514.58,SUV,2024,10136.0,4,urban_high,72,6.2,1,comprehensive,1
Client_120,2023-01-02,50.0,male,164583.4,850,0.2,42526.96,59486.78,5517.1,sedan,2021,19996.0,4,urban_low,60,11.72,1,basic,1
Client_120,2023-01-03,34.0,female,62328.99,579,0.14,45164.37,67469.49,17139.34,sedan,2015,27600.0,3,urban_low,72,9.76,0,basic,0
Client_120,2023-01-04,19.0,female,55003.71,612,0.37,34510.5,47622.53,8083.07,truck,2016,21880.0,1,rural,72,7.81,0,basic,0
Client_120,2023-01-05,56.0,female,131126.09,850,0.11,14495.93,17891.44,3404.4,sedan,2021,8264.0,3,urban_high,72,11.63,1,comprehensive,1
Client_120,2023-01-06,52.0,male,125326.66,850,0.37,24639.43,27848.59,1973.13,sedan,2017,14356.0,1,rural,48,10.73,1,comprehensive,1
Client_120,2023-01-07,26.0,male,45108.8,625,0.56,93016.98,110240.48,20848.92,SUV,2014,23137.0,3,urban_high,60,14.23,1,basic,1
Client_120,2023-01-08,44.0,female,86598.94,709,0.35,48732.46,70385.76,7462.46,truck,2023,15989.0,2,rural,36,11.55,0,basic,0
Client_120,2023-01-09,29.0,female,18204.86,501,0.48,37731.33,53947.43,11997.87,sports,2018,12423.0,1,urban_high,84,10.59,0,basic,1
Client_120,2023-01-10,57.0,female,56987.3,699,0.55,71335.55,94818.65,25550.93,luxury,2017,15405.0,0,rural,72,5.18,1,comprehensive,0
Client_120,2023-01-11,67.0,female,22506.46,521,0.38,20006.42,22721.94,2748.35,SUV,2023,5768.0,2,urban_low,48,10.65,1,comprehensive,0
Client_120,2023-01-12,41.0,male,9158.9,431,0.56,68744.34,77147.38,16613.08,sports,2012,26866.0,3,rural,36,10.38,0,basic,1
Client_120,2023-01-13,47.0,female,53218.33,571,0.42,81516.99,97742.49,26657.48,truck,2019,16181.0,3,urban_low,72,4.5,0,basic,1
Client_120,2023-01-14,24.0,female,158187.87,850,0.32,24562.15,27164.61,3949.48,sedan,2020,24521.0,0,urban_low,72,11.38,0,basic,0
Client_120,2023-01-15,39.0,male,55571.9,580,0.34,55025.47,73064.16,16060.22,sports,2024,26063.0,1,urban_low,60,12.67,0,comprehensive,0
Client_120,2023-01-16,50.0,male,44290.81,530,0.59,86975.9,124251.88,8288.43,luxury,2018,9325.0,1,urban_low,36,9.85,0,comprehensive,0
Client_120,2023-01-17,34.0,female,48821.17,645,0.4,11554.4,16332.63,4314.29,SUV,2016,6949.0,3,rural,48,14.53,0,comprehensive,0
Client_120,2023-01-18,54.0,female,37970.22,601,0.5,15078.24,17886.62,3143.39,sports,2016,7285.0,2,rural,48,6.95,0,comprehensive,1
Client_120,2023-01-19,70.0,female,70377.08,842,0.36,81724.92,107111.72,32013.83,sports,2024,14384.0,5,rural,36,12.66,0,basic,0
Client_120,2023-01-20,38.1,male,41855.61,452,0.53,51832.91,67869.3,17965.14,sedan,2013,29404.0,1,rural,48,13.73,0,basic,1
Client_120,2023-01-21,56.1,female,65945.34,776,0.18,66471.15,85724.78,6618.79,sedan,2010,15961.0,5,rural,48,14.43,0,comprehensive,1
Client_120,2023-01-22,39.1,female,90783.31,685,0.1,12524.24,14102.64,2232.8,luxury,2010,20163.0,2,rural,60,13.85,0,comprehensive,1
Client_120,2023-01-23,37.1,female,23235.61,524,0.5,60311.89,66898.71,16492.72,sports,2010,14713.0,4,rural,36,14.24,0,comprehensive,1
Client_120,2023-01-24,43.1,female,37154.17,494,0.53,52945.55,59858.03,17772.57,truck,2018,28416.0,1,urban_low,60,4.95,0,basic,1
Client_120,2023-01-25,31.1,male,31031.24,530,0.41,40099.43,52605.9,7021.84,SUV,2014,15404.0,3,rural,72,11.84,0,basic,0
Client_120,2023-01-26,63.1,female,238984.25,850,0.32,72999.07,83297.45,21459.43,luxury,2020,8786.0,0,rural,48,14.76,0,basic,0
Client_120,2023-01-27,40.1,female,39018.06,530,0.31,58185.55,74640.03,5595.93,sedan,2017,9747.0,2,urban_low,72,7.91,0,comprehensive,0
Client_120,2023-01-28,55.1,male,47501.87,584,0.58,79472.78,98872.11,22567.07,sedan,2012,16972.0,0,urban_low,84,12.46,0,basic,1
Client_120,2023-01-29,69.1,female,50733.89,682,0.35,82100.93,95005.67,23732.64,sports,2020,25052.0,5,urban_low,60,13.41,1,comprehensive,1
Client_120,2023-01-30,22.1,female,60587.9,549,0.39,66232.04,97228.21,8667.94,sedan,2020,19683.0,5,urban_high,60,6.87,1,comprehensive,1
Client_120,2023-01-31,30.1,male,43783.17,501,0.57,37284.96,53843.57,13798.61,sedan,2021,11164.0,2,urban_low,48,10.36,0,comprehensive,0
Client_120,2023-02-01,27.1,male,71853.54,648,0.38,50861.48,64840.98,5864.36,SUV,2021,7010.0,1,urban_low,84,8.56,0,basic,0
Client_120,2023-02-02,26.1,male,134847.13,808,0.31,48630.85,63202.58,12196.28,luxury,2015,15844.0,5,urban_low,72,7.7,0,comprehensive,0
Client_120,2023-02-03,42.1,male,20442.66,546,0.55,81999.53,103902.92,8896.97,SUV,2022,15049.0,2,urban_high,72,14.47,1,comprehensive,1
Client_120,2023-02-04,49.1,male,40718.42,658,0.43,81613.23,93299.45,27733.96,truck,2020,15435.0,3,urban_low,84,11.38,1,basic,0
Client_120,2023-02-05,61.1,female,42342.7,532,0.42,73063.18,97513.73,16303.67,sports,2012,19889.0,1,urban_high,36,7.49,1,comprehensive,1
Client_120,2023-02-06,50.1,male,27229.68,617,0.35,12952.24,17605.26,4205.82,sedan,2020,18635.0,1,urban_high,48,13.95,1,comprehensive,0
Client_120,2023-02-07,60.1,female,42934.01,634,0.31,45387.04,50346.31,13675.12,sedan,2024,18729.0,4,urban_high,36,11.57,1,basic,1
Client_120,2023-02-08,28.1,female,43373.0,463,0.43,25186.07,35535.19,9200.11,SUV,2011,29174.0,3,urban_high,36,11.83,1,comprehensive,1
Client_120,2023-02-09,61.1,male,34673.17,623,0.53,14067.09,16256.27,3399.11,sedan,2016,22580.0,5,urban_high,72,6.64,1,comprehensive,1
Client_120,2023-02-10,52.1,male,47288.52,568,0.56,79986.55,110848.5,21665.86,truck,2013,15737.0,1,urban_high,36,11.54,1,comprehensive,1
Client_120,2023-02-11,60.1,female,65268.78,695,0.29,37980.15,53628.95,14734.13,sports,2021,22043.0,0,rural,48,11.47,0,basic,0
Client_120,2023-02-12,34.1,female,50898.61,657,0.43,53293.79,64105.86,15155.51,sedan,2021,16390.0,2,rural,36,7.22,0,basic,0
Client_120,2023-02-13,27.1,male,156896.07,850,0.4,71966.7,95208.0,22949.29,sports,2018,19806.0,0,urban_high,36,8.35,0,comprehensive,0
Client_120,2023-02-14,53.1,female,52488.39,641,0.39,73911.73,107568.36,15095.1,sedan,2016,28492.0,1,urban_high,72,13.04,0,basic,0
Client_120,2023-02-15,52.1,female,28860.43,540,0.47,23208.3,27309.03,3037.9,SUV,2015,25922.0,3,urban_high,72,14.82,0,basic,1
Client_120,2023-02-16,30.1,female,46375.8,510,0.47,37891.06,43232.28,7889.09,luxury,2010,19030.0,0,urban_low,72,10.33,1,comprehensive,1
Client_120,2023-02-17,33.1,female,75535.84,623,0.3,56909.25,72917.0,15934.84,truck,2024,8359.0,1,urban_low,48,13.26,0,comprehensive,0
Client_120,2023-02-18,29.1,male,37487.75,516,0.41,23060.33,33709.97,1689.69,truck,2024,29004.0,2,rural,72,14.17,1,comprehensive,1
Client_120,2023-02-19,29.1,female,51946.96,560,0.49,97333.54,145774.18,26270.31,SUV,2017,16308.0,2,urban_low,72,7.77,1,comprehensive,1
Client_120,2023-02-20,51.1,female,17153.48,432,0.41,52664.51,72348.89,13677.51,SUV,2022,7887.0,3,urban_high,72,14.77,1,basic,1
Client_120,2023-02-21,26.1,male,126838.94,850,0.29,15279.58,21615.85,1228.56,sports,2012,10515.0,0,urban_low,48,4.45,0,basic,0
Client_120,2023-02-22,26.1,female,79383.12,602,0.14,39091.56,43129.74,9568.28,SUV,2018,15156.0,2,urban_low,36,7.19,0,comprehensive,0
Client_120,2023-02-23,20.1,male,48238.93,550,0.33,14103.75,20126.74,4284.86,truck,2020,9520.0,2,urban_low,48,13.45,0,comprehensive,0
Client_120,2023-02-24,49.1,male,140210.41,850,0.11,19900.2,26646.01,6010.04,SUV,2013,15498.0,4,urban_high,36,8.87,1,comprehensive,1
Client_120,2023-02-25,47.2,male,21037.05,477,0.46,41468.06,52124.71,3446.18,luxury,2017,26119.0,4,urban_low,36,10.35,1,comprehensive,1
Client_120,2023-02-26,26.2,female,54034.91,553,0.37,49571.68,64669.94,10815.17,sedan,2014,25888.0,0,urban_high,84,8.94,1,comprehensive,1
Client_120,2023-02-27,64.2,female,19461.31,552,0.46,29722.17,40929.93,8507.54,truck,2022,5542.0,2,rural,36,11.89,1,basic,0
Client_120,2023-02-28,41.2,female,10743.02,466,0.43,96732.38,130607.95,30861.17,truck,2021,29959.0,3,urban_high,36,14.41,1,basic,1
Client_120,2023-03-01,38.2,male,88206.23,739,0.2,40296.47,56302.37,3961.99,luxury,2018,25272.0,3,urban_high,36,9.54,1,comprehensive,0
Client_120,2023-03-02,48.2,female,98477.27,787,0.15,18449.13,22497.21,2913.44,truck,2010,19134.0,2,urban_low,84,7.2,0,basic,0
Client_120,2023-03-03,20.2,female,21584.25,359,0.36,19396.33,23234.3,2611.22,SUV,2023,19886.0,2,urban_high,84,5.82,1,basic,1
Client_120,2023-03-04,47.2,male,69770.61,600,0.1,11246.78,14360.85,3061.3,sports,2010,22091.0,1,urban_high,48,13.0,1,basic,0
Client_120,2023-03-05,52.2,female,71964.07,675,0.28,37924.1,54044.12,5117.85,sedan,2018,12674.0,4,rural,84,13.86,1,comprehensive,0
Client_120,2023-03-06,62.2,male,134044.03,850,0.12,33116.7,49075.76,10215.29,luxury,2024,21292.0,4,urban_high,36,13.9,0,basic,1
Client_120,2023-03-07,57.2,male,69610.65,727,0.18,85573.12,111147.27,23295.15,sedan,2016,17930.0,3,urban_high,36,7.64,1,basic,1
Client_120,2023-03-08,70.2,male,33837.26,603,0.56,14151.51,18041.0,2818.32,sports,2016,12960.0,5,urban_high,60,6.09,1,basic,0
Client_120,2023-03-09,20.2,female,40485.92,564,0.41,73969.41,100606.79,25187.58,truck,2023,14559.0,5,urban_high,72,5.94,0,basic,1
Client_120,2023-03-10,65.2,male,16320.74,459,0.43,38038.68,50686.95,10352.03,luxury,2019,6479.0,5,urban_high,72,4.65,0,basic,1
Client_120,2023-03-11,34.2,female,31856.7,569,0.45,63323.12,89360.32,4477.85,luxury,2013,8916.0,1,rural,60,6.55,1,comprehensive,1
Client_120,2023-03-12,30.2,female,28003.79,408,0.32,24707.83,27323.0,5912.08,luxury,2016,20266.0,4,urban_high,48,11.05,1,basic,1
Client_120,2023-03-13,64.2,female,33667.38,491,0.55,94688.36,132457.38,38606.23,truck,2019,5307.0,4,urban_low,60,5.88,0,basic,1
Client_120,2023-03-14,37.2,male,34057.4,512,0.53,98166.24,125466.03,8338.47,sedan,2014,15325.0,3,rural,84,12.1,1,basic,1
Client_120,2023-03-15,30.2,male,75659.44,640,0.39,70953.17,84625.59,4930.18,sports,2017,17828.0,5,urban_high,60,4.01,0,comprehensive,0
Client_120,2023-03-16,59.2,male,40088.78,632,0.38,44693.02,50855.22,7437.96,sedan,2015,22188.0,2,rural,84,13.12,0,basic,0
Client_120,2023-03-17,58.2,female,41979.37,683,0.39,27161.59,40302.7,3644.59,luxury,2010,11977.0,0,urban_high,72,14.77,0,basic,0
Client_120,2023-03-18,18.2,male,71853.17,518,0.37,12633.12,15533.89,3318.18,truck,2023,11103.0,2,rural,72,9.24,1,comprehensive,1
Client_120,2023-03-19,24.2,male,119176.9,850,0.32,74911.21,89563.16,25670.66,SUV,2011,11726.0,0,urban_high,84,9.87,0,basic,1
Client_120,2023-03-20,28.2,male,58432.14,594,0.35,39241.24,55917.72,11984.63,luxury,2017,29433.0,1,rural,48,11.24,1,comprehensive,0
Client_120,2023-03-21,55.2,female,51474.89,547,0.38,95158.05,136214.32,30545.89,sedan,2020,18038.0,3,rural,60,13.07,1,basic,0
Client_120,2023-03-22,44.2,male,63858.99,655,0.37,48691.76,63680.88,4169.65,SUV,2015,9966.0,0,urban_low,84,8.15,1,basic,0
Client_120,2023-03-23,69.2,female,92910.84,850,0.4,52870.9,62935.26,5092.15,luxury,2014,15236.0,1,rural,60,7.75,1,basic,0
Client_120,2023-03-24,49.2,female,22108.81,521,0.6,83087.91,116240.85,33748.15,luxury,2021,13203.0,0,urban_low,72,14.65,1,comprehensive,1
Client_120,2023-03-25,62.2,male,34103.48,584,0.52,17806.74,19973.0,3822.98,sedan,2020,27877.0,0,urban_low,60,12.92,1,basic,0
Client_120,2023-03-26,68.2,female,13691.78,491,0.49,19860.0,22960.03,4046.3,SUV,2018,8425.0,0,urban_high,36,7.21,1,comprehensive,1
Client_120,2023-03-27,46.2,female,52688.43,602,0.45,99093.04,132523.3,26640.58,SUV,2020,15176.0,4,rural,84,8.7,0,basic,1
Client_120,2023-03-28,26.2,female,86353.35,676,0.35,29493.64,35655.4,5231.85,SUV,2020,8850.0,3,rural,60,8.44,0,basic,0
Client_120,2023-03-29,69.2,female,216232.69,850,0.34,74720.26,99797.83,16607.17,luxury,2023,26221.0,2,rural,60,8.21,1,comprehensive,0
Client_120,2023-03-30,27.2,female,138688.78,818,0.26,74195.49,88879.93,15069.43,sports,2018,27180.0,1,urban_low,36,5.46,0,comprehensive,0
Client_120,2023-03-31,18.2,male,60560.6,564,0.11,24847.47,35976.74,9311.63,truck,2020,22624.0,2,rural,72,11.14,1,basic,1
Client_120,2023-04-01,44.2,female,75069.49,682,0.38,72175.43,98928.98,19863.29,truck,2013,17686.0,0,urban_low,60,14.6,0,basic,0
Client_120,2023-04-02,36.2,female,68416.69,717,0.31,29884.19,35426.62,7381.57,sports,2011,8965.0,3,urban_high,48,6.61,1,comprehensive,0
Client_120,2023-04-03,22.3,female,46759.29,443,0.46,22769.7,28948.17,3391.71,sedan,2011,27257.0,2,urban_high,48,4.89,1,basic,1
Client_120,2023-04-04,63.3,male,85785.3,775,0.22,19073.13,23241.21,6103.87,sedan,2023,10421.0,0,rural,48,13.49,1,basic,0
Client_120,2023-04-05,50.3,male,20267.12,488,0.49,70204.33,96691.01,23498.91,luxury,2016,24170.0,0,urban_high,36,12.9,0,comprehensive,1
Client_120,2023-04-06,58.3,female,81778.29,757,0.23,84448.72,119457.25,18306.55,sedan,2020,13611.0,2,rural,60,12.46,1,basic,0
Client_120,2023-04-07,57.3,female,109282.08,850,0.2,75654.73,111928.34,14150.19,sedan,2014,25843.0,5,urban_high,60,6.8,0,comprehensive,1
Client_120,2023-04-08,58.3,male,41349.7,656,0.49,42616.8,61132.96,8621.18,sports,2012,18007.0,3,urban_high,48,11.1,1,basic,1
Client_120,2023-04-09,70.3,female,22921.66,674,0.36,24408.71,30593.9,3286.81,sports,2017,15662.0,1,rural,36,6.54,1,basic,0
Client_120,2023-04-10,51.3,female,17289.81,571,0.41,19724.32,29275.56,7559.67,luxury,2014,6079.0,1,urban_high,84,5.56,0,basic,1
Client_120,2023-04-11,58.3,female,166144.62,850,0.32,54362.68,75000.53,6388.2,sedan,2012,9822.0,5,urban_high,72,5.48,1,comprehensive,1
Client_120,2023-04-12,65.3,female,27001.84,571,0.54,47945.71,61092.06,8021.3,SUV,2013,20256.0,0,urban_low,36,13.12,1,comprehensive,1
Client_120,2023-04-13,32.3,female,92644.41,746,0.19,38174.62,47671.65,13267.81,truck,2013,13636.0,4,urban_low,72,12.4,0,basic,0
Client_120,2023-04-14,61.3,male,42531.66,644,0.39,42485.89,47875.74,4062.96,sports,2024,5900.0,3,urban_low,48,13.1,1,basic,0
