customer_id,age,gender,annual_income,account_balance,num_transactions,avg_transaction_amount,credit_score,num_loans,num_cards,has_savings_account,has_investment,loyalty_score,region,preferred_channel
29105,52,Female,22862,13545,22,50.0,663,0,0,1,1,80,West,App
29106,25,Female,56549,18995,43,153.72080612891455,679,0,0,0,0,71,East,Branch
29107,18,Male,37181,24596,36,62.8651289258299,640,3,5,0,0,66,West,Branch
29108,39,Male,30164,8837,30,50.0,682,2,2,0,0,75,East,Online
29109,68,Female,20000,4029,26,53.66570184509937,732,4,2,1,0,89,South,Branch
29110,18,Female,20000,2351,35,50.0,777,1,2,0,0,66,East,Branch
29111,20,Male,36748,26341,37,168.29622417401674,687,2,1,1,0,67,East,Branch
29112,51,Female,20462,20137,14,50.0,717,1,3,1,0,78,South,App
29113,30,Male,59424,47214,24,50.0,662,0,3,0,0,69,West,Branch
29114,49,Female,92612,18884,33,111.85905717216963,705,0,2,0,0,81,North,Online
29115,27,Female,29686,5619,32,50.0,663,1,3,0,0,69,North,App
29116,42,Female,65026,57921,31,277.614338555747,664,2,4,1,0,77,North,Online
29117,66,Male,36021,16087,26,50.0,637,1,2,0,0,88,North,App
29118,22,Male,20000,7262,34,50.0,648,1,1,0,0,67,North,App
29119,55,Male,42519,23539,22,50.0,696,4,2,0,0,81,West,App
29120,50,Male,26343,4336,24,107.21150171649563,712,1,3,0,0,79,North,Online
29121,18,Male,62513,28197,33,182.36572491563857,640,0,2,0,1,65,West,Online
29122,48,Female,33434,8535,34,50.0,714,2,4,0,0,80,East,App
29123,41,Female,36767,28522,33,50.0,668,1,1,1,0,77,West,Branch
29124,41,Male,31218,14242,33,61.31741628250265,733,1,4,1,0,77,South,App
29125,45,Male,30749,21142,21,50.0,685,3,3,1,0,76,East,App
29126,34,Male,55711,49072,35,98.56804407271373,592,1,3,1,0,74,South,ATM
29127,41,Male,66295,31322,26,70.04821873723151,720,2,1,0,0,75,North,Online
29128,43,Male,39166,8288,21,50.0,664,1,4,1,0,75,North,Online
29129,51,Female,38937,30562,25,125.15507309135137,559,3,0,0,0,80,South,Online
29130,18,Male,35098,10815,43,50.0,763,3,1,0,0,67,North,Online
29131,59,Male,36163,9956,20,50.0,686,0,2,0,0,83,East,Branch
29132,22,Male,33065,15556,32,144.82639977922685,679,1,3,1,0,67,North,App
29133,51,Male,20000,17057,17,132.459742174097,749,3,2,0,1,78,East,ATM
29134,41,Male,36723,13112,27,73.48352771657164,619,2,4,0,0,75,South,ATM
29135,20,Male,59388,39850,39,50.0,719,0,1,0,0,67,East,ATM
29136,47,Male,69292,45380,32,50.0,671,0,2,0,0,79,West,Online
29137,25,Male,47824,42983,32,50.0,695,1,1,1,1,68,West,Branch
29138,56,Male,65968,22070,21,50.0,686,0,1,0,0,82,West,Online
29139,29,Female,53426,21212,23,175.83544771893776,683,2,1,1,0,69,North,Online
29140,18,Female,45043,39680,42,50.0,732,2,3,0,0,67,South,App
29141,63,Male,50100,25780,27,50.0,697,3,5,0,0,86,South,ATM
29142,42,Female,20000,11231,32,105.27320732478074,658,2,5,0,0,77,West,App
29143,53,Female,30813,25099,31,50.0,658,0,1,0,0,82,North,App
29144,27,Other,22740,22112,35,85.70315242277591,590,1,1,0,0,70,East,Branch
29145,18,Female,34047,24018,33,50.0,615,2,5,1,0,65,North,App
29146,65,Female,24951,12729,24,50.0,666,1,2,0,0,87,North,App
29147,39,Other,44087,20641,35,50.0,622,0,4,1,0,76,North,App
29148,47,Female,33145,27991,29,50.0,697,1,4,0,0,79,East,App
29149,49,Female,27297,13728,29,164.90889075502548,753,3,5,0,0,80,North,App
29150,34,Female,31488,13416,28,116.98139057977619,786,1,0,1,0,72,East,App
29151,43,Female,33826,25720,21,50.0,722,3,0,1,0,75,South,App
29152,63,Female,30886,19122,23,112.06234448501569,705,2,5,1,0,86,West,App
29153,39,Female,41408,35361,17,50.0,719,3,1,1,0,72,North,App
29154,54,Female,59833,26328,25,50.0,674,1,3,1,0,82,North,Online
29155,18,Male,23036,7394,47,134.8152382904013,679,0,0,0,1,68,North,App
29156,56,Female,35986,27500,15,59.178615737869265,633,0,2,0,1,81,South,Online
29157,18,Male,63578,34328,47,50.0,609,0,4,1,1,68,East,App
29158,55,Other,73907,24467,21,73.98607993964684,681,2,1,0,1,81,East,Branch
29159,45,Male,69515,33604,30,50.0,615,0,4,1,1,78,North,Branch
29160,38,Female,29956,25815,30,50.0,698,1,4,0,0,75,West,App
29161,38,Female,45503,40289,25,151.98549644017552,729,1,2,0,0,74,East,Online
29162,36,Male,32351,7878,31,50.0,727,1,1,1,0,74,East,App
29163,27,Female,25676,3714,37,120.99705409332113,711,1,2,0,0,70,West,ATM
29164,36,Male,42230,25076,29,50.0,689,0,3,0,0,73,North,Online
29165,73,Male,26012,23438,20,178.52161380222236,524,2,3,1,0,90,East,ATM
29166,59,Female,82600,80345,24,87.02790390139538,711,1,0,1,0,84,West,Online
29167,26,Male,54738,11107,38,50.0,595,0,1,0,0,70,South,Online
29168,44,Male,24676,23940,32,50.0,672,3,2,0,1,78,South,ATM
29169,41,Male,64405,33351,29,65.53965224743972,739,0,0,0,0,76,North,Online
29170,37,Male,37828,14324,32,177.4600907635875,629,2,3,0,0,74,North,App
29171,24,Male,66472,23641,38,139.1477589210763,708,2,2,1,0,69,East,Branch
29172,46,Male,36127,21940,30,50.0,757,1,4,1,0,79,West,App
29173,52,Male,55274,33539,28,88.9605581282616,706,0,1,0,0,81,South,Branch
29174,27,Male,21615,19156,38,50.0,716,2,1,0,0,71,North,Branch
29175,69,Male,40937,27263,26,50.0,620,2,5,0,0,89,West,Online
29176,62,Female,25795,4259,23,50.0,717,3,4,0,0,85,East,Online
29177,48,Male,20402,8058,20,50.0,712,1,3,0,0,78,South,Online
29178,21,Female,36842,33813,34,50.0,749,2,4,0,0,67,North,App
29179,46,Male,53587,26396,29,50.0,610,1,2,0,1,78,East,Branch
29180,44,Female,41273,19884,32,50.0,653,2,2,1,1,78,North,Branch
29181,47,Male,20348,15819,37,131.2671689117877,645,2,2,0,0,80,East,App
29182,63,Male,34835,3735,16,50.0,666,0,5,0,1,84,South,App
29183,37,Male,64207,57684,44,191.96636330920208,618,0,2,1,0,77,West,Branch
29184,70,Female,36048,7105,22,217.93851873946267,742,0,0,0,0,89,North,App
29185,46,Male,31161,27792,28,50.0,675,3,3,0,0,78,South,App
29186,35,Female,106722,11398,19,200.07379011517554,693,1,2,1,0,71,South,Online
29187,75,Male,63308,50399,18,216.5872449213632,728,1,3,0,0,91,West,Branch
29188,52,Female,35589,32095,27,82.71349646754,686,1,2,1,0,81,North,ATM
29189,33,Female,20000,3928,27,50.0,679,2,1,1,0,71,South,App
29190,41,Male,33559,24802,40,50.0,666,1,2,0,0,78,South,Online
29191,49,Male,30573,27520,25,50.0,594,3,4,0,0,79,West,Branch
29192,37,Male,39458,16636,32,68.25380824885175,630,2,2,1,1,74,North,Online
29193,42,Male,26133,17896,35,50.0,592,0,0,0,0,78,West,Online
29194,27,Female,35843,24148,36,83.18920776073602,661,2,4,0,1,70,East,ATM
29195,18,Male,94144,78918,39,248.8160985231201,674,1,5,0,1,66,North,App
29196,41,Male,82349,75808,32,130.06304164097523,694,1,5,0,0,76,South,Branch
29197,42,Male,30136,17261,33,291.54013439975523,690,0,1,1,0,77,North,App
29198,47,Female,53199,23628,28,50.0,683,2,5,1,1,79,South,App
29199,31,Female,37549,29989,37,115.61852429131602,725,2,5,0,1,72,East,Online
29200,19,Female,20000,10995,45,50.0,718,1,2,0,0,68,South,ATM
29201,25,Male,27757,7980,48,127.82724855376617,677,2,2,0,0,72,North,Online
29202,55,Female,50450,37060,39,50.0,650,0,5,0,1,85,North,Online
29203,30,Male,20000,5744,31,50.0,679,1,1,0,0,71,West,App
29204,33,Male,77101,7939,29,50.0,719,2,2,0,0,72,North,App
29205,35,Male,75697,21129,34,218.43943184888357,662,3,5,1,0,74,South,Branch
29206,30,Female,24600,24547,23,50.0,667,1,4,0,0,69,West,App
29207,29,Male,20200,17542,44,50.0,681,2,5,1,1,73,North,App
29208,26,Male,35950,4666,38,66.71625212419674,648,0,3,0,0,70,North,App
29209,61,Female,20000,15081,21,65.17056604213481,620,1,2,1,1,84,South,App
29210,50,Female,45544,32641,42,50.0,647,2,2,0,0,83,West,App
29211,58,Female,26049,10623,29,50.0,656,2,3,1,0,84,East,Branch
29212,61,Female,27261,11594,22,50.0,652,3,4,0,0,84,East,App
29213,18,Male,28530,27430,40,213.72845756009042,681,2,2,0,0,67,East,Online
29214,45,Female,26948,9281,26,94.55115744350974,579,1,4,0,0,77,North,App
29215,31,Male,20000,2945,34,65.32516533550967,636,0,1,0,0,72,East,Branch
29216,56,Male,20000,15086,25,50.0,595,1,3,0,0,83,South,Branch
29217,28,Male,56950,48959,34,77.9409473556601,769,0,5,1,0,70,West,ATM
29218,24,Female,32517,25134,51,50.0,665,1,2,1,0,72,North,App
29219,18,Female,47289,44014,32,50.0,709,1,0,1,0,65,East,App
29220,35,Male,47321,12290,44,50.0,761,2,1,1,1,76,South,App
29221,53,Male,26985,9862,30,101.11376249617996,674,0,5,1,0,82,North,App
29222,43,Male,20000,18310,30,50.0,679,1,4,1,1,77,North,App
29223,21,Male,53603,34720,46,171.06143808588303,622,0,2,0,1,69,West,Branch
29224,72,Male,22691,8314,18,170.39694904379988,619,2,1,0,0,89,South,Online
29225,49,Female,38429,29364,27,50.0,677,1,3,0,0,79,South,App
29226,51,Female,61464,8293,26,102.26297561291096,642,0,2,0,0,80,North,App
29227,59,Female,22697,3574,21,50.0,725,2,3,0,1,83,West,App
29228,18,Male,84753,17664,43,94.35995908960776,635,1,3,0,0,67,North,ATM
29229,26,Female,53969,49315,42,60.14987715342617,675,2,1,1,1,71,North,Branch
29230,52,Male,28083,25676,28,50.0,617,3,2,0,0,81,West,App
29231,27,Female,20000,6391,41,50.0,706,0,4,0,1,71,North,Branch
29232,35,Female,30864,18026,25,50.0,694,0,1,0,0,72,South,Online
29233,38,Male,22670,21944,35,50.0,720,3,1,0,0,76,East,Online
29234,20,Female,32056,23050,33,50.0,700,1,4,0,0,66,West,App
29235,34,Female,33983,14521,23,50.0,658,1,2,1,0,71,East,App
29236,53,Female,20000,11790,22,50.0,707,1,3,0,0,80,West,Online
29237,50,Female,135091,127063,25,164.46295679685917,624,0,5,0,0,80,South,App
29238,56,Female,20000,10958,22,50.0,700,1,4,1,1,82,East,Branch
29239,55,Female,20000,16412,26,84.3707749555784,698,1,2,1,0,82,West,App
29240,46,Female,24653,16057,30,50.0,635,0,4,1,0,79,East,ATM
29241,44,Male,27842,18583,31,50.0,743,0,1,1,0,78,North,App
29242,43,Male,22494,18163,27,113.98252052481402,651,1,2,1,1,76,North,App
29243,30,Male,20000,15322,41,50.0,756,3,2,1,0,73,North,App
29244,24,Male,34434,12489,49,50.0,712,2,1,0,1,71,North,Online
29245,29,Female,43635,12139,36,50.0,600,2,5,0,0,71,South,App
29246,35,Male,66646,54141,35,50.0,723,2,5,1,1,74,South,App
29247,30,Male,88301,24265,33,50.0,661,1,5,0,0,71,North,App
29248,46,Female,28402,28068,36,50.0,777,1,5,0,1,80,North,ATM
29249,43,Female,21096,10196,34,242.06624656979523,689,2,2,0,0,78,West,Branch
29250,44,Male,41775,23939,28,50.0,745,0,1,0,0,77,South,Online
29251,45,Male,56225,24793,30,50.0,665,5,2,0,0,78,East,App
29252,57,Female,20000,18605,15,50.0,717,1,5,1,0,81,East,Branch
29253,39,Female,65626,29370,36,154.47852796514232,672,1,4,0,0,76,South,Online
29254,55,Male,72844,10198,32,50.0,603,0,3,1,1,83,East,ATM
29255,47,Female,27842,2830,28,180.13586206703513,619,2,1,1,0,79,South,App
29256,56,Male,32199,3883,26,153.35318305542762,734,1,4,0,1,83,South,App
29257,64,Female,32049,19901,21,72.61108401382789,634,2,0,0,0,86,North,Online
29258,48,Female,30083,25145,39,138.91947301209441,755,1,4,0,1,81,East,ATM
29259,41,Male,20000,18178,39,87.09872576793964,651,3,2,0,0,78,South,App
29260,41,Male,77174,59278,23,121.48979832327211,691,1,4,1,0,75,East,Branch
29261,32,Female,53404,35700,34,50.0,643,1,2,0,1,72,North,App
29262,32,Male,60036,26902,43,50.0,580,0,5,0,0,74,South,ATM
29263,53,Other,33742,15967,24,138.51483320243455,605,2,2,0,0,81,East,Branch
29264,25,Male,43231,36726,40,117.7090818675254,690,1,1,0,0,70,East,Online
29265,64,Female,36734,8560,17,50.0,682,0,2,0,1,85,North,Online
29266,37,Other,49050,41008,32,122.92398584191164,663,2,1,0,0,74,North,App
29267,80,Male,37901,14849,22,50.0,699,1,4,1,0,94,West,App
29268,29,Female,30465,11600,27,50.0,599,1,2,1,0,69,East,App
29269,43,Female,92378,12881,28,50.0,667,2,2,0,0,77,East,App
29270,34,Female,20000,17181,32,50.0,743,3,2,0,1,73,South,App
29271,28,Male,27096,5965,33,50.0,668,2,2,1,0,70,East,Branch
29272,55,Male,56154,34954,20,50.0,645,1,5,0,0,81,West,App
29273,23,Male,20180,14907,34,99.68979668084059,676,2,4,1,0,68,West,Branch
29274,29,Female,57298,43418,40,50.0,777,1,1,0,0,72,West,App
29275,48,Other,44003,25187,24,50.0,631,2,3,1,0,78,West,ATM
29276,51,Female,26291,23857,34,50.0,742,2,3,0,0,82,South,Online
29277,19,Female,36315,10299,32,50.0,631,3,1,1,0,65,West,App
29278,48,Male,66887,14772,34,123.71320853005263,735,0,3,0,1,80,North,Online
29279,41,Male,30281,28074,27,50.0,586,1,2,0,0,75,West,Online
29280,26,Male,44034,5738,29,50.0,737,0,5,0,1,68,East,App
29281,28,Male,23921,6851,38,50.0,600,1,2,1,1,71,North,Online
29282,18,Male,20000,17519,28,50.0,607,4,4,0,1,64,North,Branch
29283,65,Male,37761,7006,20,50.0,630,1,5,1,1,86,West,Branch
29284,55,Female,34810,27609,22,50.0,768,2,2,0,0,81,West,App
29285,20,Female,42503,14819,45,190.6740787320984,691,3,3,0,1,69,South,App
29286,51,Female,35655,19481,28,67.8440603234697,683,2,1,0,0,81,South,Branch
29287,31,Female,34614,8287,36,50.0,598,0,2,1,0,72,North,App
29288,53,Male,43528,20888,31,50.0,659,0,2,1,0,82,West,App
29289,32,Female,87540,69097,26,50.0,703,0,5,0,0,71,North,Online
29290,34,Female,27678,20489,32,50.0,639,3,5,1,1,73,East,Online
29291,35,Female,49179,24585,27,50.0,691,3,2,1,0,72,East,Online
29292,30,Female,64993,10116,38,103.22986104253614,826,0,1,1,0,72,South,App
29293,60,Female,46252,32425,30,50.0,674,1,3,0,0,86,West,Branch
29294,53,Male,22234,22042,27,50.0,786,4,3,0,0,81,West,Branch
29295,41,Female,20672,7791,27,50.0,687,3,2,0,0,75,West,Online
29296,55,Female,28873,27700,25,50.0,720,1,1,0,0,82,East,App
29297,18,Male,29160,24808,35,50.0,709,1,2,0,0,66,East,ATM
29298,21,Male,26027,25657,39,50.0,702,3,1,1,1,68,West,App
29299,47,Female,31186,24537,26,50.0,683,1,1,0,0,78,West,App
29300,51,Female,29479,9569,28,60.93667332984346,674,0,2,0,0,81,East,Branch
29301,44,Male,27781,9490,33,120.60381401282963,591,1,3,0,0,78,West,Branch
29302,18,Female,20000,7467,34,71.61528629544925,651,1,4,0,0,65,East,Branch
29303,24,Female,58657,45753,35,93.32770271117259,683,1,3,0,0,69,North,App
29304,46,Male,20168,15137,31,100.58703224520153,703,4,2,1,0,79,East,Online
29305,76,Male,29505,22768,15,50.0,667,0,3,0,0,91,East,App
29306,58,Male,20053,15670,22,50.0,682,2,1,1,0,83,South,App
29307,63,Female,34159,20640,25,67.70044699609828,575,3,5,0,0,86,East,Online
29308,45,Male,37262,20639,20,50.0,627,3,4,0,0,76,South,Online
29309,44,Male,48834,4934,32,132.90137257042346,682,2,4,1,0,78,South,ATM
29310,24,Female,39890,25729,33,50.0,685,1,1,1,0,68,South,Online
29311,54,Male,20000,12204,24,50.0,715,2,1,0,0,81,South,App
29312,38,Female,45546,7850,33,50.0,705,1,4,1,0,75,West,ATM
29313,50,Female,48294,41189,23,50.0,715,0,2,1,1,79,East,Online
29314,40,Female,47644,22809,27,50.0,643,2,4,0,0,75,West,Branch
29315,44,Female,39427,22134,25,50.0,598,1,2,1,0,77,South,Online
29316,38,Male,26527,2961,44,116.23861781482807,676,2,3,0,0,77,East,Online
29317,43,Female,72210,41492,27,88.71108569199788,712,2,0,0,0,76,North,App
29318,55,Female,71548,14688,19,133.65343683070495,712,1,0,0,0,81,South,Online
29319,21,Male,30635,28757,34,50.0,710,0,5,0,1,67,West,App
29320,18,Female,47862,6415,30,50.0,659,4,1,0,0,65,West,Online
29321,46,Male,29098,11224,20,71.26545053206995,735,3,0,0,0,77,South,Online
29322,61,Male,29124,13745,16,50.0,554,1,4,1,1,83,West,ATM
29323,65,Female,42061,35697,25,50.0,644,1,2,0,1,87,East,Branch
29324,21,Female,33738,19391,43,257.3745352683402,618,3,2,0,0,69,North,Online
29325,33,Female,20000,18087,39,50.0,658,1,1,0,1,74,West,Branch
29326,18,Female,39721,19134,51,157.28754668678133,632,0,1,1,0,69,East,App
29327,31,Male,32987,21544,46,53.66802795125253,701,2,2,1,1,74,North,ATM
29328,56,Other,104069,90025,27,87.03369363831683,752,0,3,1,0,83,West,Branch
29329,39,Male,53962,23765,33,102.79195903042869,761,0,2,1,0,76,South,Branch
29330,34,Female,36326,25220,35,50.0,781,0,2,1,0,74,North,App
29331,48,Female,37402,4589,26,87.33030535721483,629,0,4,1,0,79,North,Branch
29332,28,Female,77620,21901,41,68.20976459017902,640,1,3,1,0,72,East,ATM
29333,63,Female,35226,17135,35,107.49677777693894,716,2,2,1,1,88,South,Branch
29334,40,Female,55652,10003,25,108.15057822647624,728,2,4,1,1,75,East,Online
29335,33,Female,22151,4418,38,50.0,709,3,3,0,0,74,South,App
29336,48,Male,52479,8996,34,224.82062192360434,693,1,5,0,1,80,East,App
29337,54,Female,36747,10208,20,96.68552196463595,691,0,0,1,0,81,South,Online
29338,63,Female,30774,28536,25,50.0,690,1,5,1,0,86,East,Branch
29339,36,Male,20000,14588,30,214.68083240642548,640,0,0,0,0,74,South,App
29340,56,Female,20000,10706,28,50.0,639,1,3,0,0,83,North,App
29341,41,Female,20000,11611,29,50.0,549,4,5,1,0,76,South,Online
29342,30,Male,24902,20964,39,50.0,682,1,3,0,0,72,North,ATM
29343,28,Female,50510,46078,30,91.38378790945356,733,1,4,0,0,70,North,Online
29344,23,Female,20000,16560,28,50.0,654,3,2,0,0,67,North,Branch
29345,28,Female,42578,5962,40,131.54494422933436,706,0,4,0,1,72,South,App
29346,56,Female,32254,4107,26,50.0,663,3,0,1,1,83,North,App
29347,50,Female,70880,10261,24,139.6707210950854,609,0,2,1,0,79,East,ATM
29348,21,Female,53306,19490,45,104.62939353000209,740,0,2,0,0,69,South,App
29349,18,Female,34228,11745,38,149.60315797102916,657,3,1,1,0,66,East,Online
29350,23,Male,41626,26599,34,50.0,667,2,2,0,0,68,East,App
29351,28,Male,80874,66617,37,143.98578878536026,709,1,4,1,0,71,East,ATM
29352,35,Female,38459,37658,37,86.05854726836526,663,1,2,0,0,74,South,Online
29353,57,Male,27466,15153,24,50.0,733,2,2,1,1,83,South,Branch
29354,31,Male,31813,15077,26,50.0,741,2,5,1,1,70,South,Online
29355,65,Other,35176,31709,27,50.0,614,1,1,0,0,87,North,ATM
29356,18,Female,27381,16632,37,50.0,710,5,2,0,0,66,North,App
29357,34,Female,59526,12661,26,50.0,654,1,5,0,0,72,North,App
29358,51,Other,20000,16239,28,183.17611064023134,701,0,4,1,0,81,North,App
29359,52,Male,61873,16448,33,50.0,668,1,5,1,0,82,South,App
29360,34,Female,48677,31664,27,233.0883119427265,726,4,2,1,0,72,North,ATM
29361,55,Female,35013,18389,26,50.0,703,0,1,0,0,82,South,Branch
29362,52,Male,21590,10596,22,50.0,708,0,2,1,0,80,South,App
29363,29,Male,20000,16602,37,50.0,661,2,2,1,0,71,West,App
29364,44,Female,58427,21450,25,103.80765323925371,672,1,4,1,0,77,West,App
29365,50,Other,50043,41807,36,50.2861648574114,675,1,5,0,0,82,East,Online
29366,30,Female,39671,13586,37,165.66926632485936,691,2,0,1,1,72,East,Online
29367,65,Female,65042,20562,25,50.0,627,1,1,1,0,87,South,App
29368,27,Male,48258,20063,33,50.0,696,1,1,1,0,70,East,Online
29369,42,Female,71728,30609,26,50.0,704,2,3,0,0,76,East,Branch
29370,21,Female,20000,3858,31,50.0,726,1,2,0,0,66,South,App
29371,41,Male,39109,24770,35,50.0,623,3,2,1,0,77,North,App
29372,23,Male,39758,17635,33,50.0,679,0,5,1,0,68,South,Online
29373,35,Other,20000,2885,27,50.0,706,3,3,1,0,72,West,App
29374,18,Female,20000,10263,42,50.0,630,1,3,1,1,67,West,App
29375,51,Female,29724,22471,23,50.0,731,0,5,0,0,80,East,App
29376,45,Male,37818,12968,29,50.0,661,1,3,1,0,78,West,Online
29377,56,Male,26013,6873,29,50.0,593,0,3,1,1,83,West,Branch
29378,34,Female,67482,55181,33,235.08410156649563,775,1,4,1,0,73,South,App
29379,57,Female,81087,29860,29,262.65458172313856,678,0,5,1,0,84,North,Online
29380,40,Female,20809,19718,28,123.57497010292377,679,2,4,0,1,75,East,Online
29381,41,Male,43624,37122,30,50.0,631,2,5,0,0,76,West,Online
29382,71,Male,92119,52003,18,214.24528328313997,632,1,5,0,1,89,South,App
29383,32,Female,34206,31516,35,115.13556283542373,696,2,3,0,0,73,West,Branch
29384,58,Female,26183,18582,26,50.0,743,4,2,1,0,84,South,Branch
29385,47,Male,61652,51078,27,50.0,683,0,4,1,0,78,West,App
29386,31,Female,27035,19598,34,50.0,692,2,4,0,0,72,North,Branch
29387,20,Male,33826,24430,41,50.0,719,0,1,1,0,68,West,ATM
29388,24,Male,29326,10233,35,117.87264560430779,782,1,3,1,0,69,East,ATM
29389,56,Male,38265,28718,24,139.4989584836512,632,4,3,1,0,82,East,Branch
29390,66,Female,20000,2128,25,50.0,642,0,0,0,0,88,West,Online
29391,41,Female,45609,42384,26,50.0,668,3,3,1,0,75,East,ATM
29392,42,Male,31362,24200,21,50.0,716,2,3,0,0,75,South,Online
29393,51,Female,37804,19193,27,50.0,698,1,5,1,1,80,East,App
29394,41,Male,20000,15400,35,50.0,711,1,1,0,0,77,East,App
29395,56,Male,32261,20226,25,147.02747995487363,566,1,2,0,0,83,North,Online
29396,44,Male,35886,22537,36,183.21188155735177,639,1,2,0,0,79,East,Branch
29397,42,Male,40373,32274,28,77.23212660461763,701,0,4,1,0,76,West,App
29398,29,Male,36304,33583,41,72.02930104523215,625,2,5,0,1,72,East,Online
29399,25,Male,35267,6707,41,50.0,728,1,1,1,0,70,West,Branch
29400,18,Male,51571,15530,41,50.0,607,0,3,1,1,67,East,App
29401,58,Male,61795,12556,27,50.0,713,1,5,0,0,84,South,Branch
29402,37,Female,99030,65103,30,50.0,698,2,5,0,0,74,West,Branch
29403,33,Female,39952,27200,27,50.0,635,2,1,1,0,71,West,ATM
29404,18,Female,26113,7947,41,50.0,705,1,2,0,0,67,East,Online
29405,30,Male,48680,27713,27,50.0,765,3,2,0,0,70,North,App
29406,28,Female,50085,24762,38,50.0,784,3,4,1,0,71,West,App
29407,28,Female,31238,4092,35,50.0,794,1,3,1,0,71,West,Online
29408,44,Male,33867,16481,33,50.0,763,1,4,0,0,78,South,App
29409,41,Female,36519,15238,28,215.01214863887998,701,5,3,1,1,76,West,App
29410,19,Male,49667,16877,38,50.0,667,2,5,0,0,67,North,Branch
29411,20,Male,45614,23881,35,118.022333290139,784,0,4,1,1,67,North,App
29412,20,Male,20000,13010,42,50.0,650,2,2,1,0,68,South,ATM
29413,67,Female,58377,17017,20,54.45682495837634,657,0,2,1,0,87,West,App
29414,62,Female,30917,10175,23,50.0,704,4,0,0,1,85,South,ATM
29415,27,Male,20000,7888,40,50.0,699,2,0,0,0,71,West,App
29416,18,Female,32320,7558,53,326.44408324103546,639,3,2,0,0,69,South,ATM
29417,41,Female,42647,22093,35,143.18898563874822,781,1,3,0,0,77,West,App
29418,40,Male,32347,3749,35,50.0,696,1,1,1,0,77,West,App
29419,44,Female,38931,23680,33,50.0,760,1,5,1,0,78,South,Branch
29420,51,Male,35583,6137,27,73.96627773752621,752,1,2,0,1,80,East,Branch
29421,46,Male,25337,24839,25,93.69633502078462,631,0,5,1,0,78,North,App
29422,23,Male,113795,99295,30,185.76130931246092,679,1,3,0,1,67,North,App
29423,44,Female,23402,3150,20,50.0,743,1,3,0,0,76,West,App
29424,52,Female,28448,9527,27,50.0,697,2,2,0,0,81,South,Online
29425,29,Male,31589,26794,25,82.80244264323933,727,2,1,1,0,69,East,Online
29426,44,Male,35959,35601,30,181.8769155205876,702,2,0,1,0,78,East,Online
29427,31,Male,53966,46282,27,263.9688191745363,699,3,1,0,0,70,West,App
29428,69,Female,29754,13307,21,98.42070881099853,681,1,1,0,0,88,South,App
29429,20,Male,20000,13181,39,50.0,737,3,5,0,0,67,East,App
29430,57,Male,23284,21110,23,50.0,704,0,1,1,0,83,South,Online
29431,18,Male,34536,22350,42,50.0,633,2,3,0,0,67,East,ATM
29432,66,Female,47601,27033,23,50.0,667,3,0,0,1,87,East,App
29433,22,Male,43303,28957,39,50.0,729,1,5,1,1,68,South,Online
29434,42,Female,42916,14120,26,50.0,741,1,5,0,1,76,North,Branch
29435,18,Female,71090,55555,52,50.0,668,0,5,0,0,69,North,App
29436,19,Other,58271,55369,30,126.58764346466346,629,1,2,0,0,65,East,App
29437,53,Female,40827,36345,24,50.0,688,2,3,1,0,81,North,Online
29438,55,Male,23155,16714,24,238.97755880180713,731,0,0,0,0,82,East,Online
29439,43,Female,43061,6610,28,50.0,655,1,2,0,1,77,South,Branch
29440,51,Female,31800,4019,23,50.0,725,2,2,0,0,80,East,Online
29441,55,Male,134591,116086,23,75.90494064573137,718,0,5,0,0,82,West,App
29442,29,Female,148054,16232,38,114.1516728216083,723,1,5,0,1,72,East,Branch
29443,19,Female,61909,54613,42,168.72613197359132,688,2,5,1,0,67,East,ATM
29444,39,Female,59312,26273,35,50.0,690,0,3,1,0,76,South,App
29445,31,Female,31733,21091,23,50.0,637,2,4,1,0,70,North,Branch
29446,45,Male,59931,30317,31,198.3906614376546,660,2,1,1,0,78,East,ATM
29447,48,Male,50811,13116,34,50.0,706,1,3,1,0,80,East,Branch
29448,29,Female,26981,16938,30,50.0,662,0,1,1,0,70,East,App
29449,50,Male,48897,9396,25,50.0,660,2,5,1,0,80,West,App
29450,49,Male,38005,7494,42,50.0,740,2,3,0,0,82,North,ATM
29451,50,Male,35743,10891,30,50.0,679,2,3,0,0,81,East,Online
29452,33,Female,50741,9724,36,50.0,726,1,5,0,0,73,West,Branch
29453,51,Female,62337,50556,29,177.6683500292296,708,2,2,0,0,81,West,App
29454,47,Female,76323,73522,31,286.2131221594242,727,3,1,1,0,79,East,App
29455,49,Male,42779,30577,29,195.92161003268603,704,0,4,0,0,80,North,Online
29456,65,Female,20000,18088,16,50.0,642,3,1,1,0,85,East,Online
29457,44,Female,21529,14495,27,55.168238800799436,726,3,5,0,0,77,East,Online
29458,30,Other,33714,32523,37,50.0,700,1,1,0,1,72,West,Branch
29459,23,Male,27858,14288,42,104.83774834742985,742,4,0,0,0,69,West,Online
29460,56,Female,36722,27205,25,190.98449446102862,635,1,3,0,0,83,East,App
29461,45,Male,123469,94824,31,157.79859072023777,621,1,4,0,0,78,West,ATM
29462,65,Male,46294,21655,25,68.63878363347833,628,0,3,0,1,87,South,Online
29463,18,Female,30676,16760,42,235.2066554221309,726,0,2,0,0,67,South,Online
29464,53,Male,24764,15000,18,50.0,667,2,5,0,1,80,West,App
