application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,loan_purpose,marital_status,num_dependents,residence_type,years_at_current_address,years_employed,has_previous_loan,previous_loan_default,bank_account_balance,is_approved
17373,Applicant_87,2023-01-31,39,81732.23,self-employed,846,0.3,2063.84,education,divorced,2,family,12,26,1,1,11061.27,0
17374,Applicant_87,2023-01-31,32,56677.42,employed,578,0.38,40627.83,education,single,1,family,19,28,1,0,8273.9,1
17375,Applicant_87,2023-02-01,22,28014.68,employed,417,0.7,3618.32,personal,married,2,family,4,5,1,1,5326.98,0
17376,Applicant_87,2023-02-04,45,25894.03,unemployed,594,0.35,982.91,personal,divorced,2,family,11,36,0,0,6370.01,1
17377,Applicant_87,2023-02-05,53,24750.72,unemployed,475,0.4,30596.8,car,divorced,0,family,2,29,0,0,2967.41,0
17378,Applicant_87,2023-02-07,19,27320.15,employed,390,0.31,3309.88,personal,married,3,rent,2,2,0,0,7016.82,0
17379,Applicant_87,2023-02-09,41,110550.71,employed,815,0.18,2618.2,personal,divorced,5,own,17,39,1,0,12606.27,1
17380,Applicant_87,2023-02-09,47,36741.92,employed,607,0.74,1687.32,home,single,4,family,16,14,1,1,5047.74,0
17381,Applicant_87,2023-02-10,47,33605.43,self-employed,554,0.38,3183.65,personal,married,3,family,5,19,1,1,4364.92,0
17382,Applicant_87,2023-02-10,59,39382.88,self-employed,584,0.48,3426.86,car,single,4,family,9,9,1,0,6903.83,1
17383,Applicant_87,2023-02-16,34,12971.48,self-employed,381,0.54,55041.9,home,divorced,5,own,18,37,0,0,1954.07,1
17384,Applicant_87,2023-02-18,42,40966.99,employed,582,0.56,5145.37,personal,married,0,own,6,15,0,0,6117.41,1
17385,Applicant_87,2023-02-19,58,17875.16,self-employed,579,0.4,2854.17,home,single,5,rent,15,33,1,0,3322.83,1
17386,Applicant_87,2023-02-19,21,22362.33,employed,442,0.77,4404.83,personal,married,3,own,19,8,0,0,3757.33,0
17387,Applicant_87,2023-02-20,63,18465.29,unemployed,506,0.41,3528.09,home,divorced,1,rent,8,0,0,0,2540.23,0
17388,Applicant_87,2023-02-20,50,30162.84,self-employed,473,0.34,88000.09,car,divorced,1,family,11,40,1,0,4477.8,1
17389,Applicant_87,2023-02-21,38,21879.51,employed,421,0.38,1831.23,car,divorced,1,rent,13,29,1,1,4995.73,0
17390,Applicant_87,2023-02-21,65,61561.62,unemployed,652,0.23,28.36,education,single,0,own,16,2,1,1,7336.22,0
17391,Applicant_87,2023-02-22,62,75829.17,unemployed,696,0.46,5682.58,personal,single,2,rent,19,27,1,1,11724.26,0
17392,Applicant_87,2023-02-25,42,17253.81,employed,343,0.54,1549.8,home,married,5,rent,18,20,0,0,3551.06,0
17393,Applicant_87,2023-02-25,65,64140.21,employed,755,0.41,7916.84,education,single,5,own,4,27,1,1,7141.73,1
17394,Applicant_87,2023-02-26,29,24074.85,unemployed,481,0.69,2694.35,personal,married,5,rent,5,40,1,1,7007.92,0
17395,Applicant_87,2023-02-26,45,35409.67,self-employed,524,0.73,3821.1,personal,married,3,family,7,19,1,1,5496.82,0
17396,Applicant_87,2023-02-27,65,48286.86,self-employed,679,0.59,1048.1,education,divorced,3,family,7,21,1,0,5262.69,1
17397,Applicant_87,2023-02-27,32,56647.97,unemployed,603,0.39,411.41,education,divorced,1,rent,17,39,0,0,6902.45,0
17398,Applicant_87,2023-02-28,19,25827.41,employed,455,0.49,6892.28,personal,married,2,own,0,2,1,1,4206.4,0
17399,Applicant_87,2023-02-28,42,24056.03,unemployed,521,0.56,1978.25,education,married,4,own,18,22,1,1,4608.23,0
17400,Applicant_87,2023-03-01,62,77737.83,self-employed,770,0.18,3426.17,home,divorced,4,own,9,19,1,0,10533.77,1
17401,Applicant_87,2023-03-03,20,17728.26,employed,483,0.69,9334.61,home,single,1,family,20,18,0,0,3952.58,0
17402,Applicant_87,2023-03-04,32,123576.02,employed,806,0.33,36249.27,education,single,2,family,16,6,0,0,14962.94,1
17403,Applicant_87,2023-03-04,36,40694.23,employed,501,0.51,118.95,car,married,2,rent,8,24,0,0,4457.33,1
17404,Applicant_87,2023-03-06,28,33615.95,self-employed,450,0.49,5723.03,personal,married,3,rent,8,8,1,1,4664.93,0
17405,Applicant_87,2023-03-06,66,46277.52,self-employed,663,0.72,5933.59,home,divorced,1,family,7,19,0,0,7126.24,0
17406,Applicant_87,2023-03-07,59,37029.1,unemployed,650,0.34,16971.3,car,divorced,0,own,8,40,0,0,5925.92,0
17407,Applicant_87,2023-03-07,18,59094.44,unemployed,626,0.45,473.07,car,divorced,1,family,2,34,0,0,8753.88,0
17408,Applicant_87,2023-03-09,70,30221.18,employed,631,0.59,793.9,personal,single,5,rent,17,24,0,0,3835.1,0
17409,Applicant_87,2023-03-09,58,47598.24,unemployed,674,0.76,1032.04,personal,divorced,0,rent,15,32,0,0,7713.0,0
17410,Applicant_87,2023-03-10,36,32666.3,unemployed,497,0.7,4059.29,car,married,0,rent,2,17,0,0,5870.87,1
17411,Applicant_87,2023-03-10,66,39404.25,employed,661,0.77,5567.28,home,married,4,rent,9,35,0,0,5873.77,0
17412,Applicant_87,2023-03-12,65,26087.34,self-employed,541,0.42,3115.84,personal,married,0,family,11,15,1,0,3329.79,0
17413,Applicant_87,2023-03-14,60,76738.34,employed,751,0.22,50012.1,home,divorced,5,family,12,5,1,1,9156.07,1
17414,Applicant_87,2023-03-14,31,28885.14,employed,399,0.42,686.41,education,divorced,4,family,8,15,1,1,4506.93,0
17415,Applicant_87,2023-03-15,59,35077.3,employed,590,0.34,319.86,personal,divorced,3,family,13,17,0,0,5818.84,1
17416,Applicant_87,2023-03-17,66,26593.81,self-employed,683,0.34,83856.92,personal,divorced,3,family,16,9,0,0,5149.09,1
17417,Applicant_87,2023-03-17,35,16211.3,employed,475,0.31,44819.57,home,single,1,family,19,2,0,0,2701.32,1
17418,Applicant_87,2023-03-18,41,19293.54,unemployed,419,0.47,4031.41,education,married,1,own,7,30,1,1,4201.97,0
17419,Applicant_87,2023-03-18,65,56426.25,employed,639,0.22,661.24,car,divorced,1,own,17,36,0,0,7295.05,1
17420,Applicant_87,2023-03-19,54,72661.17,employed,714,0.37,29131.65,education,divorced,1,family,8,11,0,0,8176.82,1
17421,Applicant_87,2023-03-20,31,50429.61,employed,673,0.21,1037.42,education,married,3,own,7,33,1,0,6437.68,1
17422,Applicant_87,2023-03-21,23,50076.11,employed,453,0.11,4267.0,education,single,0,family,6,34,0,0,7349.09,1
17423,Applicant_87,2023-03-22,48,63265.66,self-employed,662,0.32,3571.17,personal,single,0,family,6,14,1,1,7474.02,1
17424,Applicant_87,2023-03-25,38,95314.32,unemployed,732,0.24,6547.42,personal,divorced,3,own,0,2,1,0,11365.65,1
17425,Applicant_87,2023-03-25,22,77428.89,self-employed,608,0.48,2932.63,personal,single,3,family,20,0,1,0,8245.58,0
17426,Applicant_87,2023-03-28,32,37867.33,unemployed,578,0.7,35139.8,home,divorced,2,rent,7,18,0,0,5619.53,0
17427,Applicant_87,2023-03-28,69,53289.35,unemployed,655,0.42,5813.5,home,married,3,family,1,17,0,0,7000.07,0
17428,Applicant_87,2023-03-29,33,42196.72,employed,520,0.73,1357.27,personal,single,4,rent,16,23,1,0,6894.03,0
17429,Applicant_87,2023-03-30,56,36501.39,self-employed,565,0.4,7230.74,home,divorced,1,rent,11,38,0,0,5891.65,0
17430,Applicant_87,2023-03-30,18,39002.8,employed,416,0.39,348.3,car,married,2,rent,15,34,0,0,6438.34,1
17431,Applicant_87,2023-04-01,28,48980.68,self-employed,454,0.36,391.25,education,married,1,rent,9,2,0,0,5665.79,0
17432,Applicant_87,2023-04-01,34,80108.0,self-employed,770,0.26,5101.62,car,married,4,rent,17,7,0,0,10927.31,1
17433,Applicant_87,2023-04-02,49,42404.73,self-employed,655,0.49,456.14,home,married,2,rent,19,37,1,0,5727.35,0
17434,Applicant_87,2023-04-02,19,42246.66,self-employed,516,0.35,5396.44,car,single,2,own,6,7,1,0,6633.33,1
17435,Applicant_87,2023-04-03,39,75457.01,employed,706,0.47,29739.04,education,divorced,4,family,9,20,0,0,9466.17,1
17436,Applicant_87,2023-04-04,43,34277.77,unemployed,565,0.52,2893.34,personal,divorced,3,family,13,26,0,0,7595.29,1
17437,Applicant_87,2023-04-04,61,50596.03,unemployed,578,0.4,1377.06,education,married,0,own,20,27,1,0,7066.27,0
17438,Applicant_87,2023-04-05,27,22213.6,employed,365,0.37,386.76,home,single,2,family,11,32,0,0,3700.52,1
17439,Applicant_87,2023-04-06,47,103399.34,employed,730,0.37,1340.61,car,divorced,1,rent,2,5,0,0,12386.14,1
17440,Applicant_87,2023-04-07,44,61752.92,self-employed,657,0.45,967.04,education,single,0,own,2,37,1,1,7301.16,0
17441,Applicant_87,2023-04-07,24,38043.99,unemployed,463,0.66,2649.31,education,single,0,own,14,30,1,1,4808.9,0
17442,Applicant_87,2023-04-08,69,47598.76,unemployed,715,0.58,101.96,education,single,0,family,0,12,0,0,7252.69,1
17443,Applicant_87,2023-04-08,29,15201.32,self-employed,409,0.64,525.33,home,single,0,own,18,23,0,0,4077.22,0
17444,Applicant_87,2023-04-09,41,42476.31,employed,533,0.56,6110.24,home,married,2,own,16,35,1,1,7476.52,0
17445,Applicant_87,2023-04-09,39,44599.45,self-employed,486,0.42,1128.38,education,married,3,own,1,5,0,0,7188.67,1
17446,Applicant_87,2023-04-10,44,12081.13,employed,398,0.34,349.55,home,divorced,3,family,16,23,0,0,1491.38,1
17447,Applicant_87,2023-04-10,42,60757.26,unemployed,613,0.33,29812.54,education,single,5,rent,18,6,0,0,7441.83,1
17448,Applicant_87,2023-04-11,69,63017.45,self-employed,761,0.38,12917.15,personal,single,3,own,5,40,0,0,8210.69,1
17449,Applicant_87,2023-04-12,57,29126.24,unemployed,513,0.79,4394.86,personal,single,0,own,18,9,1,0,5238.89,0
17450,Applicant_87,2023-04-12,46,60503.03,unemployed,591,0.2,3626.16,personal,married,4,family,9,39,1,1,8098.21,1
17451,Applicant_87,2023-04-13,24,33364.16,self-employed,376,0.5,5817.03,home,single,2,own,3,6,1,1,5227.07,0
17452,Applicant_87,2023-04-14,32,22951.95,employed,507,0.6,343.17,personal,single,4,family,2,8,1,1,5037.36,0
17453,Applicant_87,2023-04-14,57,24873.74,unemployed,609,0.74,151.0,personal,divorced,1,own,7,8,0,0,3705.89,0
17454,Applicant_87,2023-04-15,26,69866.17,unemployed,676,0.28,1559.79,car,single,3,family,17,9,0,0,8835.29,1
17455,Applicant_87,2023-04-15,27,36579.39,employed,537,0.45,1078.65,personal,single,4,family,18,5,0,0,6012.49,0
17456,Applicant_87,2023-04-16,57,50874.85,unemployed,716,0.33,184.48,home,single,0,rent,14,22,0,0,8950.92,1
17457,Applicant_87,2023-04-17,31,32870.33,employed,553,0.46,389.14,personal,married,3,rent,20,2,1,0,5746.38,1
17458,Applicant_87,2023-04-18,62,102945.56,employed,792,0.25,10514.87,education,divorced,0,own,12,27,1,1,10590.68,1
17459,Applicant_87,2023-04-19,70,17296.81,self-employed,610,0.62,11931.86,personal,divorced,1,rent,15,10,0,0,3785.53,0
17460,Applicant_87,2023-04-20,34,55738.18,employed,539,0.12,95405.86,personal,single,1,family,4,12,1,0,7216.53,1
17461,Applicant_87,2023-04-20,35,18911.67,unemployed,474,0.31,422.75,home,single,1,own,12,30,0,0,3680.49,0
17462,Applicant_87,2023-04-21,70,61021.98,employed,693,0.32,4170.8,personal,divorced,1,family,14,16,1,1,7671.31,0
17463,Applicant_87,2023-04-21,51,27477.43,employed,538,0.66,4815.44,home,single,4,own,20,7,1,0,5247.94,0
17464,Applicant_87,2023-04-22,19,23561.89,self-employed,443,0.79,25506.78,education,divorced,0,family,16,29,0,0,4151.5,0
17465,Applicant_87,2023-04-22,45,95281.23,self-employed,790,0.28,513.2,car,divorced,3,own,20,6,0,0,11270.86,1
17466,Applicant_87,2023-04-23,18,23175.75,unemployed,458,0.39,26.76,education,single,1,own,8,22,0,0,4522.92,1
17467,Applicant_87,2023-04-23,65,42639.77,self-employed,743,0.46,3603.84,car,single,5,family,2,8,1,1,5633.99,1
17468,Applicant_87,2023-04-24,39,23872.58,employed,493,0.65,3082.54,education,single,1,rent,9,31,0,0,4111.89,0
17469,Applicant_87,2023-04-24,40,31218.68,self-employed,490,0.46,5108.91,home,married,1,family,14,4,1,1,5543.78,0
17470,Applicant_87,2023-04-25,52,36744.03,employed,603,0.31,3321.99,car,single,4,rent,8,36,1,1,6951.18,0
17471,Applicant_87,2023-04-26,28,30803.28,self-employed,488,0.6,883.98,home,single,0,own,2,20,0,0,5669.1,0
17472,Applicant_87,2023-05-01,32,35183.54,unemployed,529,0.54,542.08,home,married,1,own,12,31,0,0,4567.82,0
17473,Applicant_87,2023-05-02,48,54357.82,unemployed,599,0.3,6664.11,car,divorced,5,rent,3,0,1,0,7900.7,1
17474,Applicant_87,2023-05-04,24,42688.72,employed,580,0.39,344.96,education,married,3,rent,3,35,1,0,7231.73,1
17475,Applicant_87,2023-05-06,64,25353.92,unemployed,603,0.62,246.56,home,single,4,family,12,22,0,0,4262.05,1
17476,Applicant_87,2023-05-07,66,83476.68,unemployed,730,0.23,5270.61,home,married,4,own,15,30,1,1,8888.63,0
17477,Applicant_87,2023-05-07,39,29065.98,employed,390,0.65,951.86,home,single,3,rent,10,26,0,0,4427.87,0
17478,Applicant_87,2023-05-09,32,21875.22,self-employed,472,0.64,345.66,education,divorced,3,rent,19,9,1,1,4680.88,0
17479,Applicant_87,2023-05-10,37,24273.95,employed,461,0.75,7326.46,education,divorced,3,family,5,4,0,0,4162.26,1
17480,Applicant_87,2023-05-10,45,35172.02,self-employed,537,0.75,2028.9,car,married,0,family,2,40,0,0,5643.6,1
17481,Applicant_87,2023-05-14,58,21114.38,self-employed,538,0.37,14160.33,personal,divorced,3,rent,8,40,0,0,3955.92,0
17482,Applicant_87,2023-05-14,51,73985.52,unemployed,652,0.19,734.51,personal,divorced,5,own,2,10,1,0,9163.66,0
17483,Applicant_87,2023-05-16,43,43771.01,employed,531,0.31,8630.05,home,divorced,4,own,10,24,1,1,6792.98,1
17484,Applicant_87,2023-05-17,44,47942.37,employed,575,0.67,6358.62,car,divorced,4,rent,18,33,0,0,7364.04,1
17485,Applicant_87,2023-05-19,53,41501.58,self-employed,595,0.59,11209.86,home,divorced,5,family,11,20,1,0,5393.81,0
17486,Applicant_87,2023-05-21,56,36084.34,employed,552,0.61,2466.52,personal,married,1,own,11,22,1,1,4157.87,0
17487,Applicant_87,2023-05-22,59,15040.36,self-employed,503,0.6,1204.53,car,married,4,own,3,6,0,0,3763.35,0
17488,Applicant_87,2023-05-22,20,46743.02,self-employed,546,0.78,1791.54,education,divorced,5,rent,3,17,1,0,7112.48,0
17489,Applicant_87,2023-05-24,39,21836.29,self-employed,518,0.71,53.71,home,divorced,3,rent,14,8,1,0,5825.84,0
17490,Applicant_87,2023-05-24,35,29046.23,employed,501,0.66,2268.27,personal,married,2,own,15,21,0,0,4737.65,1
17491,Applicant_87,2023-05-25,52,34545.02,self-employed,473,0.55,1346.4,education,single,4,rent,17,11,1,1,5646.13,0
17492,Applicant_87,2023-05-25,63,19933.66,unemployed,511,0.5,17932.57,home,married,5,family,11,5,0,0,4024.65,0
17493,Applicant_87,2023-05-26,55,38357.67,employed,647,0.69,3695.49,personal,married,3,family,13,36,0,0,5807.53,1
17494,Applicant_87,2023-05-26,18,26960.42,employed,430,0.3,1846.4,home,divorced,1,family,13,11,1,0,4574.13,1
17495,Applicant_87,2023-05-28,63,65564.43,unemployed,723,0.17,348.67,car,married,2,family,15,4,0,0,9115.66,1
17496,Applicant_87,2023-05-28,30,117721.44,employed,850,0.12,439.16,education,single,0,rent,5,23,1,1,16090.0,0
17497,Applicant_87,2023-05-29,69,28467.63,employed,656,0.66,1234.88,home,divorced,0,own,17,13,0,0,5328.12,0
17498,Applicant_87,2023-05-29,27,25761.77,unemployed,561,0.78,188.42,home,married,5,family,6,24,1,1,5219.36,0
17499,Applicant_87,2023-05-30,44,33681.92,self-employed,457,0.57,22901.45,personal,single,1,family,4,36,0,0,5568.39,1
17500,Applicant_87,2023-06-01,24,29368.57,self-employed,521,0.56,6512.77,education,single,1,family,6,8,1,1,5297.5,0
17501,Applicant_87,2023-06-01,46,45556.34,employed,558,0.76,2666.99,personal,married,3,family,3,11,0,0,4888.94,1
17502,Applicant_87,2023-06-03,64,23503.39,unemployed,627,0.39,522.67,education,married,0,own,15,19,1,0,3660.46,0
17503,Applicant_87,2023-06-03,68,34808.35,self-employed,567,0.4,3426.01,home,single,1,rent,7,33,1,0,4762.28,1
17504,Applicant_87,2023-06-04,25,42615.1,employed,659,0.39,37357.17,home,divorced,1,rent,15,21,0,0,5580.46,1
17505,Applicant_87,2023-06-05,37,51822.85,unemployed,664,0.43,1238.92,home,married,2,family,12,19,0,0,7337.97,0
17506,Applicant_87,2023-06-06,66,27295.41,self-employed,651,0.41,2756.33,education,married,1,own,16,32,0,0,4591.5,1
17507,Applicant_87,2023-06-06,43,61257.97,self-employed,653,0.23,473.95,education,single,5,family,20,35,1,1,8152.54,0
17508,Applicant_87,2023-06-07,20,15071.96,self-employed,389,0.37,7779.75,car,divorced,1,own,13,18,1,1,3493.23,1
17509,Applicant_87,2023-06-09,46,77161.09,self-employed,739,0.19,13923.12,personal,single,1,family,4,8,0,0,9517.8,1
17510,Applicant_87,2023-06-10,40,14893.16,self-employed,434,0.38,1009.65,personal,divorced,0,own,1,37,0,0,3627.05,1
17511,Applicant_87,2023-06-10,44,27857.69,unemployed,495,0.32,2342.63,car,married,1,family,20,6,0,0,3928.34,0
17512,Applicant_87,2023-06-11,20,36009.28,self-employed,471,0.78,22567.38,personal,married,2,rent,5,40,1,1,5406.7,0
17513,Applicant_87,2023-06-11,40,14605.64,unemployed,447,0.3,24657.27,education,single,3,family,20,13,0,0,3904.82,1
17514,Applicant_87,2023-06-14,31,46179.99,self-employed,522,0.74,8861.1,education,divorced,0,own,3,8,0,0,7213.39,1
17515,Applicant_87,2023-06-15,40,63024.2,employed,666,0.45,20109.98,home,divorced,4,rent,4,26,1,0,8402.05,1
17516,Applicant_87,2023-06-15,67,26888.65,self-employed,614,0.44,2010.82,personal,divorced,4,own,15,25,1,0,5643.86,1
17517,Applicant_87,2023-06-17,56,34100.68,self-employed,554,0.7,371.76,home,divorced,2,family,12,24,1,0,3940.29,0
17518,Applicant_87,2023-06-17,20,18983.41,self-employed,364,0.4,6736.89,car,single,5,family,6,36,0,0,3324.33,1
17519,Applicant_87,2023-06-18,38,17460.76,employed,507,0.69,1217.96,car,married,1,family,12,9,0,0,6225.72,0
17520,Applicant_87,2023-06-18,27,17040.21,employed,482,0.67,4892.22,home,married,0,family,16,20,1,0,2168.34,0
17521,Applicant_87,2023-06-19,40,37803.86,employed,607,0.55,393.33,home,married,1,own,18,20,1,0,6853.47,1
17522,Applicant_87,2023-06-20,45,65285.55,unemployed,585,0.45,1491.59,education,single,3,own,10,9,0,0,7649.69,1
17523,Applicant_87,2023-06-22,60,39349.89,self-employed,632,0.76,10790.21,personal,single,1,rent,6,21,1,1,5066.32,0
17524,Applicant_87,2023-06-23,34,107710.55,unemployed,785,0.33,838.11,home,single,0,family,6,38,1,1,13435.51,1
17525,Applicant_87,2023-06-23,55,36491.67,employed,607,0.71,19036.97,personal,single,3,rent,8,5,0,0,4664.8,0
17526,Applicant_87,2023-06-25,61,60969.87,employed,651,0.15,177.01,home,single,0,family,11,16,0,0,7513.75,1
17527,Applicant_87,2023-06-27,67,41781.72,self-employed,612,0.74,1705.76,personal,divorced,4,own,19,35,1,1,6774.75,0
17528,Applicant_87,2023-06-27,34,46283.39,unemployed,542,0.4,2611.23,personal,married,1,family,15,30,0,0,7417.21,1
17529,Applicant_87,2023-06-28,67,18790.21,employed,613,0.68,1570.99,home,married,1,rent,2,28,0,0,4360.23,0
17530,Applicant_87,2023-06-29,44,51093.0,employed,621,0.41,1131.14,car,divorced,2,family,3,18,0,0,7810.86,0
17531,Applicant_87,2023-06-30,57,36903.32,self-employed,657,0.31,16231.82,personal,married,1,rent,4,15,0,0,6377.52,1
17532,Applicant_87,2023-07-03,44,38314.68,employed,568,0.51,3700.37,personal,married,0,rent,12,0,0,0,5676.94,1
17533,Applicant_87,2023-07-04,34,56802.77,unemployed,570,0.32,97083.38,education,single,3,rent,20,31,0,0,8515.74,1
17534,Applicant_87,2023-07-04,51,22756.8,employed,515,0.59,480.68,home,divorced,3,own,4,37,1,1,1940.73,0
17535,Applicant_87,2023-07-05,59,21500.25,employed,558,0.42,841.14,personal,divorced,3,own,1,21,1,0,2689.77,1
17536,Applicant_87,2023-07-07,62,55601.51,employed,618,0.37,47.81,personal,divorced,3,family,8,21,1,1,7524.05,1
17537,Applicant_87,2023-07-07,33,36430.37,self-employed,427,0.4,7360.7,personal,single,0,rent,3,10,0,0,6222.64,1
17538,Applicant_87,2023-07-08,42,41225.95,unemployed,596,0.49,1839.97,personal,married,5,own,9,28,1,1,5697.25,0
17539,Applicant_87,2023-07-11,20,16465.08,unemployed,395,0.46,2393.29,education,divorced,5,own,12,13,1,0,4216.51,1
17540,Applicant_87,2023-07-11,19,29349.72,unemployed,409,0.32,27185.14,car,married,2,rent,9,11,1,0,5714.45,0
17541,Applicant_87,2023-07-12,69,64727.83,employed,614,0.45,1393.07,home,married,0,family,5,11,0,0,8027.69,0
17542,Applicant_87,2023-07-13,69,23961.91,unemployed,545,0.74,2386.86,education,single,5,rent,15,19,1,0,5002.72,0
17543,Applicant_87,2023-07-14,42,140166.88,self-employed,850,0.41,814.99,home,divorced,2,rent,2,10,1,1,17454.22,0
17544,Applicant_87,2023-07-15,23,49809.92,unemployed,578,0.74,1670.39,home,married,3,rent,17,12,1,1,6744.48,0
17545,Applicant_87,2023-07-16,21,38339.73,self-employed,446,0.43,1761.67,education,single,2,family,3,11,0,0,6788.39,0
17546,Applicant_88,2023-01-01,70,23329.39,employed,604,0.36,648.01,personal,divorced,2,own,9,7,0,0,4761.02,0
17547,Applicant_88,2023-01-01,58,53409.13,unemployed,705,0.25,551.09,home,single,4,family,12,39,0,0,8813.64,1
17548,Applicant_88,2023-01-03,55,78357.95,unemployed,788,0.38,100.63,car,single,3,family,8,40,0,0,10293.98,0
17549,Applicant_88,2023-01-03,58,30072.56,employed,689,0.33,95.9,personal,single,4,family,0,30,1,1,4828.99,0
17550,Applicant_88,2023-01-04,39,68864.46,self-employed,666,0.29,7582.98,car,single,0,family,9,36,1,1,9132.81,0
17551,Applicant_88,2023-01-05,60,39190.33,employed,620,0.76,9829.76,personal,married,0,rent,13,19,1,1,5864.69,0
17552,Applicant_88,2023-01-05,48,30658.83,employed,531,0.54,9908.29,personal,single,3,family,2,6,1,1,3812.07,0
17553,Applicant_88,2023-01-06,30,27720.42,employed,512,0.33,33745.31,home,divorced,0,rent,18,23,0,0,5868.91,1
17554,Applicant_88,2023-01-06,26,86280.76,self-employed,712,0.12,3453.54,personal,divorced,3,rent,3,16,1,1,12621.13,0
17555,Applicant_88,2023-01-08,41,28476.57,unemployed,429,0.39,39.02,personal,single,2,family,4,0,0,0,5225.74,0
17556,Applicant_88,2023-01-08,29,28606.53,unemployed,407,0.78,4362.28,home,married,5,own,3,15,1,1,4807.53,0
17557,Applicant_88,2023-01-09,30,47050.35,self-employed,481,0.68,1522.44,home,single,0,own,7,22,0,0,6898.33,0
17558,Applicant_88,2023-01-10,31,32817.34,unemployed,481,0.78,6355.79,home,married,3,own,19,36,1,0,5970.77,1
17559,Applicant_88,2023-01-10,61,50102.34,self-employed,626,0.32,4574.43,car,married,3,own,16,21,0,0,8272.24,1
17560,Applicant_88,2023-01-14,62,17027.3,unemployed,528,0.38,627.44,education,divorced,5,own,18,35,1,0,3266.36,1
17561,Applicant_88,2023-01-14,25,22947.12,employed,426,0.39,4242.14,education,single,2,own,8,33,0,0,3091.63,1
17562,Applicant_88,2023-01-15,50,42035.71,unemployed,577,0.7,4069.43,personal,single,0,own,15,26,1,0,6211.55,1
17563,Applicant_88,2023-01-16,56,35548.26,employed,629,0.54,3134.02,car,divorced,1,rent,2,23,0,0,7325.32,0
17564,Applicant_88,2023-01-16,21,26599.49,unemployed,476,0.44,5891.95,home,single,4,rent,14,6,1,0,4504.1,1
17565,Applicant_88,2023-01-18,24,18076.1,self-employed,360,0.47,1530.64,personal,single,0,own,18,10,0,0,4322.16,0
17566,Applicant_88,2023-01-18,45,28112.96,self-employed,538,0.8,599.61,education,married,1,rent,18,12,0,0,4765.11,0
17567,Applicant_88,2023-01-19,26,24167.98,unemployed,454,0.64,599.47,car,divorced,0,own,4,1,0,0,4392.79,0
17568,Applicant_88,2023-01-21,27,16894.97,employed,476,0.77,621.65,education,married,3,rent,13,39,1,1,5407.79,0
17569,Applicant_88,2023-01-21,51,44912.32,self-employed,564,0.54,9274.69,education,divorced,1,own,10,5,0,0,7757.95,1
17570,Applicant_88,2023-01-23,45,73689.32,self-employed,723,0.24,1155.8,education,married,5,family,19,40,1,1,9729.91,1
17571,Applicant_88,2023-01-24,39,27420.33,self-employed,557,0.37,15989.64,home,married,3,own,1,35,0,0,5444.57,0
17572,Applicant_88,2023-01-24,19,38259.54,employed,484,0.41,456.56,car,married,1,family,19,36,0,0,6192.14,1
17573,Applicant_88,2023-01-25,22,29943.75,self-employed,440,0.41,2181.75,personal,married,3,family,18,4,0,0,4508.56,0
17574,Applicant_88,2023-01-26,59,62864.82,self-employed,654,0.43,5348.87,home,divorced,0,rent,0,32,0,0,7820.77,0
17575,Applicant_88,2023-01-26,64,36045.79,employed,521,0.34,1259.56,car,married,3,family,14,31,1,1,5473.89,0
17576,Applicant_88,2023-01-29,59,26886.51,unemployed,593,0.44,36116.66,home,divorced,3,own,3,28,0,0,6480.84,0
17577,Applicant_88,2023-01-29,26,28086.57,self-employed,476,0.64,1155.85,education,divorced,4,family,0,16,0,0,5837.66,1
17578,Applicant_88,2023-01-30,35,35648.6,unemployed,454,0.7,174.77,education,divorced,0,own,17,7,0,0,5809.86,0
17579,Applicant_88,2023-01-31,32,34399.47,unemployed,426,0.5,1580.43,education,divorced,0,family,19,4,1,0,7691.02,0
17580,Applicant_88,2023-01-31,50,26372.09,unemployed,580,0.69,2727.58,personal,divorced,0,own,18,22,0,0,5222.21,1
17581,Applicant_88,2023-02-01,49,59239.65,employed,628,0.19,6359.45,education,divorced,1,rent,17,15,0,0,9541.76,1
17582,Applicant_88,2023-02-03,66,18722.94,employed,539,0.31,1061.44,education,single,4,rent,15,23,0,0,3932.05,1
17583,Applicant_88,2023-02-03,20,40794.12,self-employed,456,0.42,853.08,education,divorced,2,family,5,30,1,0,6527.86,1
17584,Applicant_88,2023-02-04,51,37108.81,unemployed,536,0.42,726.24,car,married,4,rent,8,24,1,1,5535.21,0
17585,Applicant_88,2023-02-04,67,31370.11,unemployed,594,0.71,1738.69,personal,single,0,rent,9,2,1,1,4943.08,0
17586,Applicant_88,2023-02-06,63,44806.6,employed,681,0.73,250.34,personal,divorced,5,own,16,1,0,0,6795.52,0
17587,Applicant_88,2023-02-07,61,38318.97,self-employed,562,0.62,160.26,personal,married,5,rent,8,3,1,1,5213.59,0
17588,Applicant_88,2023-02-07,21,44315.08,unemployed,564,0.38,2984.7,car,married,1,family,20,15,1,0,6921.57,1
17589,Applicant_88,2023-02-08,63,15779.54,employed,445,0.59,3699.58,car,divorced,4,family,3,32,1,0,1345.23,1
17590,Applicant_88,2023-02-10,25,60554.75,employed,598,0.48,989.64,home,single,5,own,18,32,1,0,7661.13,1
17591,Applicant_88,2023-02-10,34,81080.36,employed,714,0.38,84274.32,car,divorced,1,family,11,15,0,0,9182.44,1
