unique_id,ds,interest_rate,economic_indicator,holiday_flag,day_of_week,month,temperature,marketing_campaign
Branch_2,2026-02-07,0.014099116481970713,2.625966086771321,0,5,2,24.40494808160399,0
Branch_2,2026-02-08,0.04885414696441929,1.5999463565402172,0,6,2,24.818743845493813,1
Branch_2,2026-02-09,0.02016448882802557,2.248775163449011,0,0,2,33.49021530991665,0
Branch_2,2026-02-10,0.014905421874553846,2.294943055509484,0,1,2,25.10302309897162,0
Branch_2,2026-02-11,0.03048325626211832,1.8106255579362038,0,2,2,31.499105409974614,0
Branch_2,2026-02-12,0.014329684174834654,2.531754802230069,0,3,2,21.39462056640577,1
Branch_2,2026-02-13,0.01602910126201484,1.9392657129664328,0,4,2,27.153377123225727,0
Branch_2,2026-02-14,0.01686030162704889,1.3534934909314629,0,5,2,28.44353798159899,0
Branch_2,2026-02-15,0.04537778251617331,3.3833110042726315,0,6,2,22.95231085861558,0
Branch_2,2026-02-16,0.03807330223158483,2.18464927615085,0,0,2,36.19345640489502,0
Branch_2,2026-02-17,0.04976657664124946,2.7230375084827756,0,1,2,28.55039023758916,0
Branch_2,2026-02-18,0.019051438405542135,2.3506557806850945,0,2,2,15.866387969235397,1
Branch_2,2026-02-19,0.04910192432687668,1.9308258383061112,0,3,2,42.85126428350462,0
Branch_2,2026-02-20,0.013700541925193868,3.1153474395997813,0,4,2,24.06379258897825,0
Branch_2,2026-02-21,0.04125218835304452,2.486188869850073,0,5,2,24.44400940148288,0
Branch_2,2026-02-22,0.035920026330082726,3.070820534722928,0,6,2,31.10233788050531,0
Branch_2,2026-02-23,0.03454472070418864,1.8360899029406395,0,0,2,31.524782216623947,0
Branch_2,2026-02-24,0.03971002143406509,2.512092906537299,0,1,2,25.588973436048303,0
Branch_2,2026-02-25,0.01888213635968959,3.0627164742391955,0,2,2,31.399491258162453,0
Branch_2,2026-02-26,0.012191142825012618,2.1631775688049273,0,3,2,29.377744254861774,0
Branch_2,2026-02-27,0.04383605818877919,1.6911207405431856,0,4,2,33.9198877678628,0
Branch_2,2026-02-28,0.03497348184733321,2.747766596601405,0,5,2,44.455905901105666,0
Branch_2,2026-03-01,0.0174365463551192,1.002952416612964,0,6,3,33.72763937604236,0
Branch_2,2026-03-02,0.02152679196205995,3.192424847840922,0,0,3,33.55666642823341,1
Branch_2,2026-03-03,0.01535094236681231,2.5320275370049976,0,1,3,28.13716100069311,0
Branch_2,2026-03-04,0.028018014851343056,2.311728223651523,0,2,3,24.485643468785554,0
Branch_2,2026-03-05,0.03852563038864298,2.8608459408960045,0,3,3,27.857723917858127,0
Branch_2,2026-03-06,0.044176593182598256,2.219353142894202,0,4,3,29.039399834887075,0
Branch_2,2026-03-07,0.023648717086743747,2.707110277448022,0,5,3,28.284380242812045,0
Branch_2,2026-03-08,0.03291818136643972,1.8010279377978664,0,6,3,26.177067825912427,1
Branch_2,2026-03-09,0.047741769851857206,2.1012646528929997,0,0,3,23.15327745000721,0
Branch_2,2026-03-10,0.047809231191867155,2.2865330173634053,0,1,3,34.949818974659905,0
Branch_2,2026-03-11,0.0384598052232085,3.0461072840526686,0,2,3,21.475332145552574,0
Branch_2,2026-03-12,0.010304605400283875,3.3842339298695228,0,3,3,35.40313676365318,0
Branch_2,2026-03-13,0.013500857141843011,1.8933398479354155,0,4,3,26.186222735046925,1
Branch_2,2026-03-14,0.017238188943021548,2.9874950584249698,0,5,3,38.40247520880853,0
Branch_2,2026-03-15,0.04909226403065145,2.311725549710429,0,6,3,37.042920195694094,1
Branch_2,2026-03-16,0.021646287915037976,1.9937513565208924,0,0,3,31.17579213819164,0
Branch_2,2026-03-17,0.03547469374511207,2.429580711731304,0,1,3,28.53285276867462,0
Branch_2,2026-03-18,0.03465130623774095,1.7662235879613553,0,2,3,22.416602486425393,0
Branch_2,2026-03-19,0.04996325080188387,1.5982619175960657,0,3,3,33.09343079892778,0
Branch_2,2026-03-20,0.03945372948900063,2.6918597853581727,0,4,3,27.869274560004705,0
Branch_2,2026-03-21,0.012575915531124755,2.4937133140817314,0,5,3,23.884708356758875,0
Branch_2,2026-03-22,0.027982420002797156,2.207486511811454,0,6,3,31.611248869464358,0
Branch_2,2026-03-23,0.020641198177953242,2.5654644577893,1,0,3,30.252388215368274,0
Branch_2,2026-03-24,0.024134432289585294,2.409494693283572,0,1,3,29.64636428019467,1
Branch_2,2026-03-25,0.014082817127111192,3.3173141413505824,0,2,3,22.843822117426942,0
Branch_2,2026-03-26,0.04472745035914053,2.632586095437068,0,3,3,27.720270630903048,0
Branch_2,2026-03-27,0.04892054060853808,2.9010689344199805,1,4,3,33.903249055268276,0
Branch_2,2026-03-28,0.028928654224047428,2.793352095048876,0,5,3,36.77740685856935,1
Branch_2,2026-03-29,0.04536737194460526,2.100426480176237,0,6,3,40.40084499489012,0
Branch_2,2026-03-30,0.017769820967147024,3.510858121767132,0,0,3,29.566848919497847,0
Branch_2,2026-03-31,0.015424667085593105,2.6834995833714133,0,1,3,24.23038535743184,1
Branch_2,2026-04-01,0.012846149548397303,1.9495558229882413,0,2,4,32.39932663908048,0
Branch_2,2026-04-02,0.028520127059106705,3.562054003011863,0,3,4,30.762376826041674,0
Branch_2,2026-04-03,0.017001047570888154,2.0919660899273995,0,4,4,31.03529145066421,1
Branch_2,2026-04-04,0.040422649515319514,2.5638649290460935,0,5,4,26.88652603762052,0
Branch_2,2026-04-05,0.03477597219540238,2.1079556449176557,0,6,4,32.220417082839724,0
Branch_2,2026-04-06,0.031199364300676918,1.8566588133488278,0,0,4,30.249217774408574,0
Branch_2,2026-04-07,0.04946950719155542,2.109606808630719,0,1,4,28.073816057310015,0
Branch_2,2026-04-08,0.03586556624472401,1.6932930914418955,0,2,4,39.62714321524076,0
Branch_2,2026-04-09,0.022780891837045947,2.590917660769239,0,3,4,31.397827937837405,0
Branch_2,2026-04-10,0.04866304330258454,2.177406937422851,0,4,4,32.39669937363563,1
Branch_2,2026-04-11,0.024306295296183823,2.5439284788103773,0,5,4,34.67441284142129,0
Branch_2,2026-04-12,0.012278804016546352,3.075119567710198,1,6,4,32.58345197803224,0
Branch_2,2026-04-13,0.02757620211599533,3.3022520329635627,0,0,4,29.410017040776477,0
Branch_2,2026-04-14,0.01106624833884398,2.2803025068607785,0,1,4,31.192105776382412,0
Branch_2,2026-04-15,0.017755549625546454,2.473873232924558,0,2,4,20.612031603943226,0
Branch_2,2026-04-16,0.01922423197327968,2.7554113969739995,0,3,4,34.839636036184416,1
Branch_2,2026-04-17,0.042069489895521804,1.9644844200371718,0,4,4,28.79991181863281,0
Branch_2,2026-04-18,0.04615173738422284,2.8668880895929947,0,5,4,29.489259592983004,0
Branch_2,2026-04-19,0.02951490597315821,2.029064283268033,0,6,4,30.06056753236158,1
Branch_2,2026-04-20,0.012534457094409163,2.969788775797687,0,0,4,23.90971898423046,1
Branch_2,2026-04-21,0.047739402226679134,3.0780938468869596,0,1,4,22.694441455815543,0
Branch_2,2026-04-22,0.018134406058732594,2.496399574820823,0,2,4,25.00399852895459,0
Branch_2,2026-04-23,0.010765192212543738,2.382314464538138,0,3,4,23.298826860316936,0
Branch_2,2026-04-24,0.014035885445488328,3.7046346680097715,0,4,4,27.690605071969607,0
Branch_2,2026-04-25,0.015225868199976702,2.590843493303837,0,5,4,34.78454928417924,1
Branch_2,2026-04-26,0.013146447225298813,2.141684323486555,0,6,4,23.18813795180975,0
Branch_2,2026-04-27,0.02787483149625842,3.115334874687412,1,0,4,29.420873793758645,0
Branch_2,2026-04-28,0.049542055560939414,2.5430758961669255,0,1,4,29.61889344733281,1
Branch_2,2026-04-29,0.044672975932636055,2.2949874208784173,1,2,4,32.994476377949155,0
Branch_2,2026-04-30,0.019957416084137,2.0936703794290428,0,3,4,28.47689166699185,0
Branch_2,2026-05-01,0.0124440203641936,3.1879209847999763,0,4,5,27.783349529895723,0
Branch_2,2026-05-02,0.018820316216390368,2.590924722167831,0,5,5,40.5929493932979,1
Branch_2,2026-05-03,0.03578438517343465,2.594215390693672,1,6,5,27.35928367969645,0
Branch_2,2026-05-04,0.020103498170376124,1.5577588987571658,0,0,5,38.19982733236521,0
Branch_2,2026-05-05,0.019294329805294722,2.8159789218560585,0,1,5,29.358678239401648,1
Branch_2,2026-05-06,0.015856159340318622,2.5772807978982573,0,2,5,36.96903468786088,0
Branch_2,2026-05-07,0.029729135569784463,2.337036482575705,0,3,5,33.493793476169856,0
Branch_2,2026-05-08,0.025830836171321342,2.1743563075221246,1,4,5,30.659857429529712,0
Branch_2,2026-05-09,0.027664088338784455,2.0898640242648434,0,5,5,30.999574838506316,0
Branch_2,2026-05-10,0.04462949987175429,2.545044981753359,0,6,5,31.25938334037199,0
Branch_2,2026-05-11,0.0316958602747611,2.187715896129108,0,0,5,25.64491643141035,1
Branch_2,2026-05-12,0.01025139412128886,3.5649002910616936,0,1,5,33.56204301445564,0
Branch_2,2026-05-13,0.035020284436232826,2.5067654371664245,0,2,5,25.206770763450752,0
Branch_2,2026-05-14,0.017103935722608307,2.341984709139026,0,3,5,28.583163698228628,0
Branch_2,2026-05-15,0.025620389213710855,2.201285135146176,1,4,5,30.969088153561664,1
Branch_2,2026-05-16,0.03572082371235263,2.348580933410999,0,5,5,23.129425512076786,1
Branch_2,2026-05-17,0.04802352957177457,2.342868862122009,1,6,5,21.927112233755835,0
Branch_2,2026-05-18,0.016628841939993075,2.4617777603421716,0,0,5,27.751133831339185,0
Branch_2,2026-05-19,0.044830171460801,2.9075716670506315,0,1,5,22.60930179942841,0
Branch_2,2026-05-20,0.03336083445912684,1.8374078796782713,1,2,5,27.853418957677032,0
Branch_2,2026-05-21,0.019935840464161126,2.6676867440221796,0,3,5,23.042319547104313,0
Branch_2,2026-05-22,0.02279723336464333,2.950968192327054,0,4,5,25.33057518816135,0
Branch_2,2026-05-23,0.039027095616152495,1.3737546430293501,0,5,5,27.4622769309002,0
Branch_2,2026-05-24,0.03406251977841148,3.5766445740604,0,6,5,18.300888822170073,1
Branch_2,2026-05-25,0.030880605157722694,1.7584357323087119,0,0,5,28.942644128886943,1
Branch_2,2026-05-26,0.020704058560315482,2.2644686703653956,0,1,5,17.41956671715666,0
Branch_2,2026-05-27,0.02044364496450084,1.5584782493478393,0,2,5,30.808770559336065,0
Branch_2,2026-05-28,0.010839400516133822,2.9514425140351572,0,3,5,25.21225398052309,0
Branch_2,2026-05-29,0.024549447575246713,2.29237750655879,0,4,5,33.451920549314856,0
Branch_2,2026-05-30,0.047409244327862594,2.4923239333240472,0,5,5,23.99844917459112,0
Branch_2,2026-05-31,0.019874631162078087,2.261602472935592,0,6,5,27.208076638172834,0
Branch_2,2026-06-01,0.02249369834200202,2.2422077047133033,0,0,6,20.401022032986027,0
Branch_2,2026-06-02,0.01652717563798558,2.47247857726085,0,1,6,25.775047363547596,0
Branch_2,2026-06-03,0.045052807473470916,2.1461192067969384,0,2,6,25.590083208809993,0
Branch_2,2026-06-04,0.04592898319656891,1.9621867296490865,0,3,6,22.834041892341833,1
Branch_2,2026-06-05,0.03703625635069845,2.4870172215634128,0,4,6,21.014577831370914,0
Branch_2,2026-06-06,0.03449212449757896,2.3994793770442966,0,5,6,25.51667146487652,0
Branch_2,2026-06-07,0.043348575242043406,3.0014323540241836,0,6,6,29.721385714255362,0
Branch_2,2026-06-08,0.02434134147298312,2.0922037816644536,0,0,6,18.06201845399378,0
Branch_2,2026-06-09,0.0232154004709284,1.9398195658362987,0,1,6,19.537465652543975,0
Branch_3,2025-10-03,0.03866254345630952,2.9833411315253655,0,4,10,9.595218641447659,0
Branch_3,2025-10-04,0.026501122621306848,2.7810948764403673,0,5,10,15.383680381404416,1
Branch_3,2025-10-05,0.02525122272464554,2.0094737179088287,0,6,10,8.7453572120003,0
Branch_3,2025-10-06,0.019006023386461134,3.0906359987060537,1,0,10,15.631129486090614,1
Branch_3,2025-10-07,0.026647153485319746,2.4677671097360587,0,1,10,8.523438322182765,0
Branch_3,2025-10-08,0.030377940019602614,3.450301662834107,0,2,10,0.7089643141834188,1
Branch_3,2025-10-09,0.021730276136077278,2.096772620273561,0,3,10,20.12543982410913,1
Branch_3,2025-10-10,0.024001439990483032,2.762912651612592,0,4,10,9.844903555377343,1
Branch_3,2025-10-11,0.047084267343434405,1.5668065333009955,0,5,10,14.811885286084408,1
Branch_3,2025-10-12,0.01456719101090756,3.024815097214868,1,6,10,9.395473516008666,0
Branch_3,2025-10-13,0.047394557129964265,2.2860065108804384,0,0,10,12.559213031678977,1
Branch_3,2025-10-14,0.025306439342963994,2.027543073798172,0,1,10,6.023673844127865,0
Branch_3,2025-10-15,0.010508633228365661,2.7390505197346133,0,2,10,3.6668367811306304,0
Branch_3,2025-10-16,0.04803863984780819,1.966671087444803,0,3,10,5.334801058296213,0
Branch_3,2025-10-17,0.020242485652935214,2.0655728889181537,0,4,10,4.32784434741118,0
Branch_3,2025-10-18,0.01024133491289767,1.8511388705246006,0,5,10,19.180148993619596,0
Branch_3,2025-10-19,0.016737847941744693,2.6047505378998124,0,6,10,6.818479959856177,0
Branch_3,2025-10-20,0.04382359722425925,2.5930781661626763,0,0,10,17.64736327458096,0
Branch_3,2025-10-21,0.025523128068161906,1.0664891407935058,0,1,10,1.8356762310140606,0
Branch_3,2025-10-22,0.04911409881846255,2.4658375546349265,0,2,10,19.98257581471735,1
Branch_3,2025-10-23,0.04960466755022591,2.1874462152505663,0,3,10,18.47324108689943,1
Branch_3,2025-10-24,0.022301617751232575,2.670618912940157,0,4,10,9.587041280340342,0
Branch_3,2025-10-25,0.02090942359742666,2.4071803868330166,0,5,10,16.200589407212334,0
Branch_3,2025-10-26,0.010252192735105635,2.3052346899426586,0,6,10,6.677026987418095,0
Branch_3,2025-10-27,0.04939647353966319,2.624920563108504,0,0,10,5.726269253735191,1
Branch_3,2025-10-28,0.04224035569433554,2.5765086153780032,0,1,10,-0.3910713360234279,1
Branch_3,2025-10-29,0.014126715628773013,2.338682985684365,0,2,10,14.949868451162853,1
Branch_3,2025-10-30,0.038455528745150985,2.7837238124612216,1,3,10,3.4981938777628763,0
Branch_3,2025-10-31,0.018420030717957885,2.6657294482693805,0,4,10,11.554926660075093,0
Branch_3,2025-11-01,0.013382324375534705,2.669167615916182,0,5,11,19.98268054110233,0
Branch_3,2025-11-02,0.01887142084387679,1.82503374317794,0,6,11,5.3252801224312885,1
Branch_3,2025-11-03,0.0256985653343889,2.893610864637506,0,0,11,15.794284993245663,0
Branch_3,2025-11-04,0.02456843567231936,1.8026414218380202,1,1,11,12.68726123198903,0
Branch_3,2025-11-05,0.02374133002409364,3.2257582746519606,0,2,11,14.347878722520244,0
Branch_3,2025-11-06,0.04239551716162481,2.7735987174153425,0,3,11,14.075399653920313,0
Branch_3,2025-11-07,0.016669490193417857,2.3216485633716277,0,4,11,8.953441726594187,0
Branch_3,2025-11-08,0.03816865685964453,2.9724099605803516,0,5,11,9.83557484855557,0
Branch_3,2025-11-09,0.032387650531105684,3.149943654509893,0,6,11,10.58056372983196,0
Branch_3,2025-11-10,0.024166513986199494,3.056358058425012,0,0,11,17.07554613309594,0
Branch_3,2025-11-11,0.04598016964120616,2.712947736459644,0,1,11,11.463188175682037,0
Branch_3,2025-11-12,0.024463038224382033,2.5351951989722945,0,2,11,2.20384164752638,0
Branch_3,2025-11-13,0.02367657654050326,2.4176232415906327,0,3,11,11.39568644028709,1
Branch_3,2025-11-14,0.04422540750067094,2.078355401858502,0,4,11,19.51867699355072,1
Branch_3,2025-11-15,0.0243414166983873,1.9750348136315288,0,5,11,9.923881326483109,0
Branch_3,2025-11-16,0.024169419430517695,2.3005459386062266,0,6,11,13.366089953058616,1
Branch_3,2025-11-17,0.04700549752416168,2.5528675697754433,0,0,11,10.146180793224035,0
Branch_3,2025-11-18,0.04010829634953733,2.6391500277016404,0,1,11,9.86898184556139,0
Branch_3,2025-11-19,0.02275419474945146,2.0379438463346666,0,2,11,18.89216821576263,0
Branch_3,2025-11-20,0.022689591377139297,2.7429039094809573,0,3,11,10.824025090920165,0
Branch_3,2025-11-21,0.045618795830623324,2.7999280839369654,0,4,11,10.826493968145822,0
Branch_3,2025-11-22,0.041918531802048006,2.845989230583515,0,5,11,16.023199831185913,0
Branch_3,2025-11-23,0.013007954429535635,3.257005890167209,0,6,11,15.859886159035147,0
Branch_3,2025-11-24,0.03248272221071852,2.5426260724848686,0,0,11,5.573515272036859,1
Branch_3,2025-11-25,0.04037058030776543,3.173750980845736,0,1,11,9.075170743374862,0
Branch_3,2025-11-26,0.04328987263884908,3.646103066878533,0,2,11,14.504686304734292,1
Branch_3,2025-11-27,0.01634992538867242,2.4973196466816665,0,3,11,16.27788929737295,0
Branch_3,2025-11-28,0.010299595192104376,2.8892836515024882,0,4,11,16.222523634604645,0
Branch_3,2025-11-29,0.0435680477600093,2.6187336340510585,0,5,11,24.409097912457536,0
Branch_3,2025-11-30,0.034286392099366195,2.9371820479297712,0,6,11,-0.39867200875964315,0
Branch_3,2025-12-01,0.01375974476894648,3.313102734478468,1,0,12,23.440385969909613,0
Branch_3,2025-12-02,0.04710405927130847,3.738541510904732,0,1,12,19.042611827003498,0
Branch_3,2025-12-03,0.034993560526420484,2.3353342413745457,0,2,12,25.435691120368986,0
Branch_3,2025-12-04,0.019857550101569043,2.0120186075920743,0,3,12,12.635475123472126,0
Branch_3,2025-12-05,0.0327369581919224,2.5566691533191035,0,4,12,18.780718465939632,0
Branch_3,2025-12-06,0.04623583379363153,3.197248359692565,0,5,12,13.39174078229792,0
Branch_3,2025-12-07,0.0497381148017032,3.5855668977820647,0,6,12,14.306551852788724,0
Branch_3,2025-12-08,0.030922707733558586,2.1437663812294603,0,0,12,17.177482407930718,0
Branch_3,2025-12-09,0.02240133999692343,2.3723974969305783,0,1,12,17.410018710580346,1
Branch_3,2025-12-10,0.011813653364155048,2.3441517345830127,0,2,12,18.48106558124719,0
Branch_3,2025-12-11,0.01604996843933617,2.719308170531987,0,3,12,22.94264759642624,0
Branch_3,2025-12-12,0.010414270845851493,2.3432842589162313,0,4,12,18.781100539228557,1
Branch_3,2025-12-13,0.03323354894448257,2.4046034233543585,0,5,12,12.049335398761677,0
Branch_3,2025-12-14,0.021484446438473453,1.8628903942955235,0,6,12,21.561737293071957,0
Branch_3,2025-12-15,0.039718530157100446,2.7394591415515452,0,0,12,13.218121474298876,0
Branch_3,2025-12-16,0.01930644782564077,1.5415611880088507,0,1,12,20.953181630994557,0
Branch_3,2025-12-17,0.03634065773396716,2.899602847058187,0,2,12,20.319309257401702,0
Branch_3,2025-12-18,0.045194544049602985,2.4547627430214587,0,3,12,22.170449495081275,0
Branch_3,2025-12-19,0.03464166153029123,2.096967926856318,0,4,12,16.769513121028947,0
Branch_3,2025-12-20,0.020732793955158507,2.085457738166349,0,5,12,19.98333482905939,0
Branch_3,2025-12-21,0.047268347171304945,2.5714975336424497,0,6,12,15.763473404198521,1
Branch_3,2025-12-22,0.01187575134712278,2.691145709070261,0,0,12,15.088595408651726,1
Branch_3,2025-12-23,0.021588194185394233,2.0194663209896495,0,1,12,25.030732956261897,0
Branch_3,2025-12-24,0.04477443570481503,1.9286162664063604,0,2,12,26.641555756814633,0
Branch_3,2025-12-25,0.03458093445263517,3.1528890255645394,1,3,12,16.64129906117448,0
Branch_3,2025-12-26,0.031040127669729193,2.1811742283466744,0,4,12,17.931065433944166,0
Branch_3,2025-12-27,0.014500673056947187,2.628611959377888,0,5,12,9.400535540066013,1
Branch_3,2025-12-28,0.020167577454857036,2.24727318148575,0,6,12,21.586864427147635,0
Branch_3,2025-12-29,0.047276382490074306,3.0797314424476863,0,0,12,27.38234789125305,1
Branch_3,2025-12-30,0.020801525909226716,1.9434006859869453,0,1,12,7.93183124329776,1
Branch_3,2025-12-31,0.036350700623754964,2.5852389371083797,0,2,12,20.13878776131319,0
Branch_3,2026-01-01,0.017360022134246665,3.3943163615426237,0,3,1,22.800632415553338,0
Branch_3,2026-01-02,0.03920693688436395,2.9030846727284283,0,4,1,19.324180653116382,0
Branch_3,2026-01-03,0.030374435142261343,2.9894385907759187,0,5,1,12.250906552053925,0
Branch_3,2026-01-04,0.012671894041981404,2.077507442963232,0,6,1,29.01932681948366,0
Branch_3,2026-01-05,0.021288316012289782,3.3988768325358802,0,0,1,23.03108898380649,1
Branch_3,2026-01-06,0.029640992627341083,2.524517437610405,0,1,1,24.42289829648287,0
Branch_3,2026-01-07,0.012152084194835964,3.612225540852741,0,2,1,14.943583182876539,0
Branch_3,2026-01-08,0.039046496238064374,1.34278539468607,0,3,1,22.528372136449796,0
Branch_3,2026-01-09,0.03810378373257735,2.595002446074549,0,4,1,26.966227811750205,0
Branch_3,2026-01-10,0.03442154714146981,2.7456239158242965,0,5,1,18.528828693809192,0
Branch_3,2026-01-11,0.028587830661719812,2.0792985370141155,0,6,1,25.001280142203843,0
Branch_3,2026-01-12,0.04613959953138352,3.1633566865854306,0,0,1,18.959914691282744,0
Branch_3,2026-01-13,0.036228093442228375,2.832489147369511,0,1,1,22.47125661299203,0
Branch_3,2026-01-14,0.019612860784614425,2.282249183055067,0,2,1,19.7613628971666,0
Branch_3,2026-01-15,0.010505855451245699,2.220426785646886,0,3,1,25.521155514892328,0
Branch_3,2026-01-16,0.013469595744222431,2.0433081826449233,0,4,1,19.631882099226445,0
Branch_3,2026-01-17,0.047697022556278834,2.2649911938644514,1,5,1,23.730395248660244,0
Branch_3,2026-01-18,0.044912803659915936,2.0377817043753788,0,6,1,24.2750665485551,0
Branch_3,2026-01-19,0.025857866233194554,2.0556684140558996,0,0,1,25.80108707298453,0
Branch_3,2026-01-20,0.029486564252111602,2.2578380044442246,0,1,1,29.113435204077,0
Branch_3,2026-01-21,0.042813514941625504,2.3565840555814024,0,2,1,26.276975377649144,0
Branch_3,2026-01-22,0.019718046103941147,2.173138778879984,0,3,1,29.879106921014646,0
Branch_3,2026-01-23,0.013678493514783816,2.2009545374845163,0,4,1,26.565140946684988,0
Branch_3,2026-01-24,0.03837527574360302,2.517410950230591,0,5,1,36.59085641169607,0
Branch_3,2026-01-25,0.026912353340444166,3.0180348727384056,0,6,1,32.0775457038559,0
Branch_3,2026-01-26,0.0395853567866713,2.4843918515990024,0,0,1,23.166696310400887,0
Branch_3,2026-01-27,0.043133210764459425,2.7157783546919143,1,1,1,23.748658032770308,0
Branch_3,2026-01-28,0.01965122298755576,3.1950749505621356,0,2,1,22.730482799941594,0
Branch_3,2026-01-29,0.04070616252271762,2.5197896027983524,0,3,1,28.436493834204985,0
Branch_3,2026-01-30,0.022664808684627346,3.7744936133848546,0,4,1,28.342281566210055,0
Branch_3,2026-01-31,0.011776388682898578,1.860089462991203,0,5,1,31.933943355593186,0
Branch_3,2026-02-01,0.016215197197275186,2.141705821022366,0,6,2,23.66357583215664,0
Branch_3,2026-02-02,0.048956017466715296,2.9948160180991654,0,0,2,30.160554170324,0
Branch_3,2026-02-03,0.034261617811165525,3.0220957224662968,0,1,2,26.40870699240225,0
Branch_3,2026-02-04,0.04764464633512719,2.0499175387149373,0,2,2,27.65347931622951,1
Branch_3,2026-02-05,0.011662025279960289,3.975395544228345,0,3,2,21.206394504997807,1
Branch_3,2026-02-06,0.01884669805080742,2.371860879143368,0,4,2,28.977874868797688,0
Branch_3,2026-02-07,0.01277585862050294,2.5562048681717897,0,5,2,27.28942040747007,0
Branch_3,2026-02-08,0.026849719805787608,2.619662455705207,0,6,2,23.25351143532631,0
Branch_3,2026-02-09,0.013893546683216403,2.9243811348887503,0,0,2,29.288509793079037,0
Branch_3,2026-02-10,0.028768621119559152,2.5927283574529545,0,1,2,19.04704038799898,0
Branch_3,2026-02-11,0.027481096616509403,1.699628511408676,0,2,2,27.906795382209864,1
Branch_3,2026-02-12,0.04219954917453641,2.111952618135275,0,3,2,26.105927560689885,0
Branch_3,2026-02-13,0.04069496460502885,2.131156005564313,0,4,2,24.15891494538193,0
Branch_3,2026-02-14,0.01763638127044052,2.663924332255772,0,5,2,28.988339030292686,0
Branch_3,2026-02-15,0.03834707499712979,2.606055002331521,0,6,2,28.763145642348587,0
Branch_3,2026-02-16,0.025907663912747157,2.4081732206229276,0,0,2,15.853875373228446,0
Branch_3,2026-02-17,0.04347011513670355,2.3963068767530147,1,1,2,26.3510361598089,0
Branch_3,2026-02-18,0.032747758716231146,2.3827410805565723,0,2,2,27.88962584053967,0
Branch_3,2026-02-19,0.03616306097906406,1.7607751262799973,0,3,2,16.849870341377795,0
Branch_3,2026-02-20,0.04904640492556579,2.9639852050972397,0,4,2,24.962732730578715,0
Branch_3,2026-02-21,0.04794054608946015,2.524571568650445,0,5,2,32.93039608223687,0
Branch_3,2026-02-22,0.019823244691237307,2.9391215642270905,0,6,2,26.70657758291961,1
Branch_3,2026-02-23,0.015766546991144787,2.8859910387749568,0,0,2,30.710256488225962,1
Branch_3,2026-02-24,0.03286281162967578,1.923245140113173,0,1,2,29.959014514410725,0
Branch_3,2026-02-25,0.0286459074907799,2.352645128922412,0,2,2,32.292938375805576,0
Branch_3,2026-02-26,0.04100717792515677,2.833052922003563,0,3,2,28.686541434412387,0
Branch_3,2026-02-27,0.02087024575428134,2.482482399738516,0,4,2,30.315777070853496,1
Branch_3,2026-02-28,0.011911127682735723,2.8925942413143297,0,5,2,26.91135406823685,0
Branch_3,2026-03-01,0.011528352093078809,2.4009264753359165,0,6,3,27.21940410322285,0
Branch_3,2026-03-02,0.012173807467234479,2.447870945124639,0,0,3,32.46920279575797,0
Branch_3,2026-03-03,0.01206944383948125,2.317707280085248,0,1,3,25.016788191220034,0
Branch_3,2026-03-04,0.02616724989563425,3.090712818600955,1,2,3,37.377992478573944,1
Branch_3,2026-03-05,0.03664313765403657,1.665246279407371,0,3,3,28.41547692798064,0
Branch_3,2026-03-06,0.022112466390825952,3.6460414429124333,0,4,3,33.30651273634404,0
Branch_3,2026-03-07,0.010348473754395737,2.3204583466812343,0,5,3,31.615960444865845,1
Branch_3,2026-03-08,0.03241758218845851,2.249644935292366,0,6,3,29.925539728410946,1
Branch_3,2026-03-09,0.014811174722199732,1.9141498571881141,0,0,3,21.992341446006453,1
Branch_3,2026-03-10,0.019023616733208334,2.9093080369366926,0,1,3,40.414856470323855,0
Branch_3,2026-03-11,0.016120343841558107,2.6671176428303434,0,2,3,27.682765383623366,0
Branch_3,2026-03-12,0.03190765035915971,2.105025486033915,0,3,3,28.464634523557354,0
Branch_3,2026-03-13,0.029199148765161304,1.9469609585840373,0,4,3,28.11079685399469,0
Branch_3,2026-03-14,0.02238205967460124,2.53475806942276,0,5,3,24.452483112410533,0
Branch_3,2026-03-15,0.03855546363557528,1.5673617494945402,0,6,3,31.647358478526403,0
Branch_3,2026-03-16,0.011474523765518004,3.38871141014864,0,0,3,26.680323593262454,0
Branch_3,2026-03-17,0.025966568962016497,3.274829288567332,0,1,3,32.92169900541216,0
Branch_3,2026-03-18,0.04329600611359797,2.336295018013651,0,2,3,24.89989800260668,0
Branch_3,2026-03-19,0.04357468295601649,3.2564501211442636,1,3,3,33.43547993278598,0
Branch_3,2026-03-20,0.032175138237641406,2.6661415561776822,0,4,3,26.148865689401678,0
Branch_3,2026-03-21,0.02624458631574738,3.091384778099088,0,5,3,25.17270552696621,0
Branch_3,2026-03-22,0.03332902194224895,2.387989260613145,0,6,3,28.46843011049344,0
Branch_3,2026-03-23,0.03155946346449385,3.1662634953647215,0,0,3,29.521110783231887,0
Branch_3,2026-03-24,0.03933569804309759,2.3869943212075118,0,1,3,27.798952334601754,0
Branch_3,2026-03-25,0.02881190363689938,2.7984408373920404,0,2,3,37.12589420957582,0
Branch_3,2026-03-26,0.0438369777868342,2.7702262043018133,0,3,3,30.09693723684314,0
Branch_3,2026-03-27,0.02732970118885278,2.815703029495434,0,4,3,26.209780825497823,1
