unique_id,ds,y,temperature,holiday_flag,day_of_week,month,is_weekend,marketing_campaign,economic_indicator,interest_rate,local_event
Branch_2,2015-01-14,111,24.9,0,2,1,0,0,61.99,4.79,0
Branch_2,2015-01-15,148,20.6,0,3,1,0,0,53.03,4.72,0
Branch_2,2015-01-16,104,25.9,1,4,1,0,0,51.11,4.45,0
Branch_2,2015-01-17,194,34.8,0,5,1,1,1,69.71,5.34,0
Branch_2,2015-01-18,130,23.4,0,6,1,1,0,33.64,5.1,0
Branch_2,2015-01-19,168,20.5,0,0,1,0,0,57.25,3.91,0
Branch_2,2015-01-20,133,26.8,0,1,1,0,0,44.75,3.47,0
Branch_2,2015-01-21,100,25.0,0,2,1,0,0,43.45,3.55,0
Branch_2,2015-01-22,71,17.6,1,3,1,0,0,63.2,3.24,0
Branch_2,2015-01-23,238,26.5,0,4,1,0,0,44.74,5.04,0
Branch_2,2015-01-24,144,28.3,0,5,1,1,0,64.37,5.85,0
Branch_2,2015-01-25,122,23.5,0,6,1,1,0,61.54,2.72,0
Branch_2,2015-01-26,167,31.2,0,0,1,0,0,44.47,5.29,0
Branch_2,2015-01-27,140,38.3,0,1,1,0,0,48.65,4.99,0
Branch_2,2015-01-28,104,23.6,0,2,1,0,0,41.89,4.38,0
Branch_2,2015-01-29,131,24.8,0,3,1,0,0,45.15,2.47,0
Branch_2,2015-01-30,274,39.8,0,4,1,0,0,35.6,5.71,0
Branch_2,2015-01-31,153,19.1,0,5,1,1,0,56.58,2.22,0
Branch_2,2015-02-01,82,32.3,1,6,2,1,0,34.0,2.6,0
Branch_2,2015-02-02,177,16.4,0,0,2,0,0,54.97,2.34,0
Branch_2,2015-02-03,61,20.2,1,1,2,0,0,62.83,4.09,0
Branch_2,2015-02-04,155,23.5,0,2,2,0,0,53.8,4.57,0
Branch_2,2015-02-05,237,30.9,0,3,2,0,0,37.14,5.47,0
Branch_2,2015-02-06,192,20.2,0,4,2,0,0,47.77,5.17,0
Branch_2,2015-02-07,191,33.1,0,5,2,1,0,43.11,4.13,0
Branch_2,2015-02-08,147,34.3,0,6,2,1,0,32.97,5.44,0
Branch_2,2015-02-09,160,26.0,0,0,2,0,0,40.18,4.5,0
Branch_2,2015-02-10,127,34.5,0,1,2,0,0,62.39,4.36,0
Branch_2,2015-02-11,89,36.2,1,2,2,0,0,43.17,2.32,0
Branch_2,2015-02-12,156,33.6,0,3,2,0,0,57.0,5.62,1
Branch_2,2015-02-13,252,43.5,0,4,2,0,1,31.66,2.42,0
Branch_2,2015-02-14,273,20.6,0,5,2,1,1,43.41,2.11,1
Branch_2,2015-02-15,178,35.4,0,6,2,1,1,50.04,2.09,0
Branch_2,2015-02-16,243,28.1,0,0,2,0,0,43.4,5.31,0
Branch_2,2015-02-17,81,28.6,1,1,2,0,0,48.53,5.8,0
Branch_2,2015-02-18,246,31.8,0,2,2,0,1,44.48,5.77,0
Branch_2,2015-02-19,201,26.6,0,3,2,0,0,39.1,4.68,0
Branch_2,2015-02-20,221,25.4,0,4,2,0,0,49.16,5.36,0
Branch_2,2015-02-21,147,31.3,0,5,2,1,0,45.93,4.63,0
Branch_2,2015-02-22,167,35.1,0,6,2,1,1,35.47,2.97,0
Branch_2,2015-02-23,167,39.5,0,0,2,0,0,61.48,4.66,0
Branch_2,2015-02-24,101,20.7,0,1,2,0,0,46.93,2.68,0
Branch_2,2015-02-25,167,37.2,0,2,2,0,0,57.71,5.61,0
Branch_2,2015-02-26,230,35.6,0,3,2,0,0,61.52,5.79,0
Branch_2,2015-02-27,270,32.9,0,4,2,0,0,45.77,3.6,0
Branch_2,2015-02-28,103,29.9,1,5,2,1,1,34.32,4.94,0
Branch_2,2015-03-01,180,35.4,0,6,3,1,1,45.41,3.39,0
Branch_2,2015-03-02,276,35.8,0,0,3,0,1,60.97,3.92,0
Branch_2,2015-03-03,116,35.4,0,1,3,0,0,44.55,5.75,0
Branch_2,2015-03-04,180,37.8,0,2,3,0,0,42.41,4.46,0
Branch_2,2015-03-05,102,31.6,1,3,3,0,0,54.28,5.81,0
Branch_2,2015-03-06,282,44.6,0,4,3,0,0,57.22,3.64,0
Branch_2,2015-03-07,191,31.1,0,5,3,1,1,48.43,4.78,0
Branch_2,2015-03-08,232,33.2,0,6,3,1,1,42.28,4.65,0
Branch_2,2015-03-09,172,44.9,0,0,3,0,0,47.53,4.15,0
Branch_2,2015-03-10,115,35.2,0,1,3,0,0,48.79,4.04,0
Branch_2,2015-03-11,183,30.3,0,2,3,0,0,51.32,2.62,0
Branch_2,2015-03-12,188,37.1,0,3,3,0,0,75.25,2.25,0
Branch_2,2015-03-13,314,39.6,0,4,3,0,1,37.96,2.31,0
Branch_2,2015-03-14,181,33.8,0,5,3,1,0,46.33,4.9,0
Branch_2,2015-03-15,157,36.7,0,6,3,1,0,59.99,5.23,0
Branch_2,2015-03-16,183,43.8,0,0,3,0,0,35.07,3.46,0
Branch_2,2015-03-17,213,32.4,0,1,3,0,1,36.46,5.61,0
Branch_2,2015-03-18,187,29.4,0,2,3,0,0,43.23,5.21,0
Branch_2,2015-03-19,94,21.6,1,3,3,0,0,60.95,4.62,0
Branch_2,2015-03-20,260,25.9,0,4,3,0,0,28.53,2.51,0
Branch_2,2015-03-21,196,33.5,0,5,3,1,0,59.59,2.14,0
Branch_2,2015-03-22,165,36.9,0,6,3,1,0,50.86,4.87,0
Branch_2,2015-03-23,163,30.5,0,0,3,0,0,47.63,2.76,0
Branch_2,2015-03-24,172,33.4,0,1,3,0,0,61.01,5.3,0
Branch_2,2015-03-25,189,28.4,0,2,3,0,0,70.91,4.68,0
Branch_2,2015-03-26,242,28.3,0,3,3,0,0,57.63,3.18,0
Branch_2,2015-03-27,232,26.3,0,4,3,0,0,33.54,2.34,0
Branch_2,2015-03-28,268,30.7,0,5,3,1,1,49.01,5.09,0
Branch_2,2015-03-29,149,29.6,0,6,3,1,0,53.13,5.73,0
Branch_2,2015-03-30,238,32.8,0,0,3,0,0,57.82,5.94,0
Branch_2,2015-03-31,153,33.5,0,1,3,0,0,40.13,2.51,0
Branch_2,2015-04-01,146,36.0,0,2,4,0,0,37.18,2.1,0
Branch_2,2015-04-02,105,32.3,1,3,4,0,0,53.91,4.41,0
Branch_2,2015-04-03,204,25.8,0,4,4,0,0,56.45,3.74,0
Branch_2,2015-04-04,150,30.8,0,5,4,1,0,42.46,5.08,0
Branch_2,2015-04-05,152,28.6,0,6,4,1,0,38.16,2.79,0
Branch_2,2015-04-06,241,33.7,0,0,4,0,1,60.8,5.78,0
Branch_2,2015-04-07,197,36.4,0,1,4,0,0,43.07,3.48,0
Branch_2,2015-04-08,281,44.4,0,2,4,0,0,39.44,2.26,0
Branch_2,2015-04-09,185,34.0,0,3,4,0,0,60.83,4.37,0
Branch_2,2015-04-10,227,39.7,0,4,4,0,0,50.5,3.11,0
Branch_2,2015-04-11,186,33.1,0,5,4,1,0,40.09,2.41,0
Branch_2,2015-04-12,227,32.9,0,6,4,1,1,73.18,2.83,0
Branch_2,2015-04-13,231,37.8,0,0,4,0,0,50.5,3.77,0
Branch_2,2015-04-14,180,34.5,0,1,4,0,0,69.63,5.18,0
Branch_2,2015-04-15,213,32.3,0,2,4,0,1,51.96,5.94,0
Branch_2,2015-04-16,264,36.1,0,3,4,0,0,43.73,5.58,0
Branch_2,2015-04-17,231,41.0,0,4,4,0,0,30.39,2.83,0
Branch_2,2015-04-18,218,49.8,0,5,4,1,1,63.49,3.11,0
Branch_2,2015-04-19,85,23.8,1,6,4,1,0,57.06,5.27,0
Branch_2,2015-04-20,228,29.7,0,0,4,0,0,34.79,5.5,0
Branch_2,2015-04-21,195,35.9,0,1,4,0,0,66.43,5.83,0
Branch_2,2015-04-22,146,22.5,0,2,4,0,0,53.91,3.79,0
Branch_2,2015-04-23,196,35.4,0,3,4,0,1,51.79,5.06,0
Branch_2,2015-04-24,271,31.9,0,4,4,0,0,45.85,2.76,0
Branch_2,2015-04-25,84,41.5,1,5,4,1,0,57.62,3.41,0
Branch_2,2015-04-26,130,33.0,0,6,4,1,1,58.8,2.32,0
Branch_2,2015-04-27,218,24.6,0,0,4,0,1,47.69,3.07,0
Branch_2,2015-04-28,192,34.6,0,1,4,0,0,36.69,4.98,0
Branch_2,2015-04-29,188,34.5,0,2,4,0,0,32.32,4.78,0
Branch_2,2015-04-30,111,37.9,1,3,4,0,0,53.36,5.87,0
Branch_2,2015-05-01,284,34.9,0,4,5,0,0,55.44,5.52,1
Branch_2,2015-05-02,179,35.8,0,5,5,1,0,48.54,2.04,0
Branch_2,2015-05-03,177,40.6,0,6,5,1,0,49.48,5.34,0
Branch_2,2015-05-04,185,28.3,0,0,5,0,0,54.48,4.95,0
Branch_2,2015-05-05,113,34.8,0,1,5,0,0,54.7,2.12,0
Branch_2,2015-05-06,252,36.2,0,2,5,0,1,38.0,4.89,1
Branch_2,2015-05-07,309,33.7,0,3,5,0,1,46.54,5.19,0
Branch_2,2015-05-08,301,33.3,0,4,5,0,0,44.59,5.8,0
Branch_2,2015-05-09,208,27.9,0,5,5,1,0,77.46,5.21,0
Branch_2,2015-05-10,139,29.2,0,6,5,1,0,41.09,6.0,0
Branch_2,2015-05-11,177,32.8,0,0,5,0,0,45.67,2.1,0
Branch_2,2015-05-12,112,33.5,0,1,5,0,0,32.29,2.62,0
Branch_2,2015-05-13,141,32.2,0,2,5,0,1,41.68,4.42,0
Branch_2,2015-05-14,252,35.6,0,3,5,0,1,54.78,3.73,0
Branch_2,2015-05-15,129,35.4,1,4,5,0,0,48.08,4.87,0
Branch_2,2015-05-16,176,30.7,0,5,5,1,0,55.14,2.5,0
Branch_2,2015-05-17,189,29.5,0,6,5,1,0,63.25,4.47,0
Branch_2,2015-05-18,203,32.7,0,0,5,0,0,63.21,3.55,0
Branch_2,2015-05-19,171,33.2,0,1,5,0,0,39.98,3.48,0
Branch_2,2015-05-20,156,26.6,0,2,5,0,0,45.49,3.77,0
Branch_2,2015-05-21,173,15.9,0,3,5,0,0,33.97,4.18,0
Branch_2,2015-05-22,125,31.5,1,4,5,0,0,66.34,2.05,0
Branch_2,2015-05-23,149,30.3,0,5,5,1,0,55.34,5.17,0
Branch_2,2015-05-24,130,35.3,0,6,5,1,0,28.36,3.66,0
Branch_2,2015-05-25,213,24.4,0,0,5,0,0,52.66,4.04,0
Branch_2,2015-05-26,72,37.0,1,1,5,0,1,47.4,4.94,0
Branch_2,2015-05-27,144,23.1,0,2,5,0,0,39.81,2.01,0
Branch_2,2015-05-28,68,26.1,1,3,5,0,0,55.27,3.72,0
Branch_2,2015-05-29,229,32.9,0,4,5,0,0,58.13,2.08,0
Branch_2,2015-05-30,69,21.0,1,5,5,1,0,53.52,4.9,0
Branch_2,2015-05-31,155,32.1,0,6,5,1,0,42.74,4.4,0
Branch_2,2015-06-01,110,26.8,1,0,6,0,1,58.41,4.67,0
Branch_2,2015-06-02,212,32.4,0,1,6,0,1,56.0,3.54,1
Branch_2,2015-06-03,170,19.0,0,2,6,0,1,54.06,5.19,0
Branch_2,2015-06-04,180,20.3,0,3,6,0,1,62.52,4.92,0
Branch_2,2015-06-05,222,34.0,0,4,6,0,0,54.58,5.05,0
Branch_2,2015-06-06,87,16.5,1,5,6,1,0,51.14,4.12,0
Branch_2,2015-06-07,118,19.5,0,6,6,1,0,51.77,5.09,0
Branch_2,2015-06-08,163,33.1,0,0,6,0,1,43.02,2.94,0
Branch_2,2015-06-09,148,29.3,0,1,6,0,1,64.04,3.43,0
Branch_2,2015-06-10,88,22.9,1,2,6,0,0,54.9,5.89,0
Branch_2,2015-06-11,149,23.6,0,3,6,0,0,46.57,4.35,0
Branch_2,2015-06-12,178,26.2,0,4,6,0,0,45.6,5.62,0
Branch_2,2015-06-13,155,21.9,0,5,6,1,0,47.3,5.19,0
Branch_2,2015-06-14,121,22.9,0,6,6,1,0,38.36,2.86,0
Branch_2,2015-06-15,188,24.8,0,0,6,0,0,50.91,3.27,0
Branch_2,2015-06-16,159,26.1,0,1,6,0,1,40.19,5.0,0
Branch_2,2015-06-17,134,26.2,0,2,6,0,0,56.3,4.19,0
Branch_2,2015-06-18,68,30.1,1,3,6,0,0,56.71,4.51,0
Branch_2,2015-06-19,202,22.2,0,4,6,0,0,41.9,3.22,0
Branch_2,2015-06-20,121,28.5,0,5,6,1,0,63.32,5.66,0
Branch_2,2015-06-21,125,21.1,0,6,6,1,0,38.34,5.28,0
Branch_2,2015-06-22,185,21.1,0,0,6,0,0,67.55,5.49,0
Branch_2,2015-06-23,99,27.8,0,1,6,0,0,47.87,5.43,0
Branch_2,2015-06-24,75,23.5,1,2,6,0,0,55.49,5.69,0
Branch_2,2015-06-25,221,17.1,0,3,6,0,0,40.52,2.03,0
Branch_2,2015-06-26,239,26.5,0,4,6,0,0,52.84,2.55,0
Branch_2,2015-06-27,158,22.9,0,5,6,1,0,49.58,4.26,0
Branch_2,2015-06-28,220,21.8,0,6,6,1,0,46.49,3.66,1
Branch_2,2015-06-29,167,20.5,0,0,6,0,0,46.04,4.31,0
Branch_2,2015-06-30,110,19.4,0,1,6,0,1,56.52,2.72,0
Branch_2,2015-07-01,147,30.1,0,2,7,0,0,58.29,2.19,0
Branch_2,2015-07-02,155,17.6,0,3,7,0,0,51.92,3.15,0
Branch_2,2015-07-03,117,11.2,0,4,7,0,0,52.65,2.59,0
Branch_2,2015-07-04,137,18.8,0,5,7,1,0,30.8,5.42,0
Branch_2,2015-07-05,43,17.1,1,6,7,1,0,50.0,5.23,0
Branch_2,2015-07-06,95,26.9,0,0,7,0,0,47.46,2.8,0
Branch_2,2015-07-07,84,11.2,0,1,7,0,1,41.77,4.91,0
Branch_2,2015-07-08,97,22.5,0,2,7,0,1,52.19,3.11,0
Branch_2,2015-07-09,113,26.4,0,3,7,0,0,53.19,5.12,0
Branch_2,2015-07-10,187,12.7,0,4,7,0,0,73.27,4.09,1
Branch_2,2015-07-11,72,15.3,0,5,7,1,0,68.23,5.33,0
Branch_2,2015-07-12,122,17.9,0,6,7,1,0,50.22,4.87,0
Branch_2,2015-07-13,167,22.5,0,0,7,0,0,51.53,5.94,0
Branch_2,2015-07-14,169,12.8,0,1,7,0,1,56.11,5.6,0
Branch_2,2015-07-15,81,10.4,0,2,7,0,0,45.27,3.82,0
Branch_2,2015-07-16,46,17.7,0,3,7,0,1,57.94,3.92,0
Branch_2,2015-07-17,176,21.3,0,4,7,0,0,37.72,5.34,0
Branch_2,2015-07-18,115,11.0,0,5,7,1,1,61.12,3.34,0
Branch_2,2015-07-19,49,4.5,1,6,7,1,0,48.09,3.34,0
Branch_2,2015-07-20,70,23.9,0,0,7,0,0,63.75,5.41,0
Branch_2,2015-07-21,149,12.1,0,1,7,0,0,52.2,4.41,0
Branch_2,2015-07-22,58,15.1,0,2,7,0,0,47.37,3.14,0
Branch_2,2015-07-23,115,25.6,0,3,7,0,0,54.55,2.39,0
Branch_2,2015-07-24,156,15.2,0,4,7,0,0,46.09,5.62,0
Branch_2,2015-07-25,102,19.4,0,5,7,1,0,49.57,3.13,0
Branch_2,2015-07-26,87,3.9,0,6,7,1,0,46.87,5.57,0
Branch_2,2015-07-27,142,5.7,0,0,7,0,1,54.04,2.63,0
Branch_2,2015-07-28,53,11.1,0,1,7,0,0,29.05,5.66,0
Branch_2,2015-07-29,24,5.9,0,2,7,0,0,35.64,4.61,0
Branch_2,2015-07-30,124,3.3,0,3,7,0,0,43.26,5.33,0
Branch_2,2015-07-31,99,10.6,0,4,7,0,0,73.23,3.8,0
Branch_2,2015-08-01,105,9.7,0,5,8,1,0,45.94,4.22,0
Branch_2,2015-08-02,65,19.2,0,6,8,1,0,66.44,5.12,0
Branch_2,2015-08-03,99,11.7,0,0,8,0,0,32.11,4.02,0
Branch_2,2015-08-04,79,13.5,0,1,8,0,0,49.65,5.49,0
Branch_2,2015-08-05,24,10.9,0,2,8,0,0,61.04,2.9,0
Branch_2,2015-08-06,145,3.6,0,3,8,0,0,47.88,2.91,0
Branch_2,2015-08-07,152,11.4,0,4,8,0,1,68.34,5.96,0
Branch_2,2015-08-08,142,13.1,0,5,8,1,1,45.42,3.26,0
Branch_2,2015-08-09,118,12.0,0,6,8,1,1,45.88,5.6,0
Branch_2,2015-08-10,132,7.6,0,0,8,0,0,61.53,2.96,0
Branch_2,2015-08-11,23,8.3,0,1,8,0,0,44.24,4.13,1
Branch_2,2015-08-12,24,9.0,0,2,8,0,1,54.96,3.9,0
Branch_2,2015-08-13,105,12.3,0,3,8,0,0,50.12,2.61,0
Branch_2,2015-08-14,107,11.5,0,4,8,0,0,50.46,3.58,0
Branch_2,2015-08-15,100,6.8,0,5,8,1,0,59.06,5.64,0
Branch_2,2015-08-16,101,10.7,0,6,8,1,1,52.04,2.47,0
Branch_2,2015-08-17,118,10.0,0,0,8,0,1,45.38,4.7,0
Branch_2,2015-08-18,56,4.6,0,1,8,0,1,69.01,5.94,0
Branch_2,2015-08-19,54,14.8,0,2,8,0,1,60.23,2.55,0
Branch_2,2015-08-20,142,13.0,0,3,8,0,0,67.79,3.12,0
Branch_2,2015-08-21,120,0.1,0,4,8,0,1,57.46,3.36,0
Branch_2,2015-08-22,93,19.2,0,5,8,1,0,58.85,2.04,0
Branch_2,2015-08-23,51,5.3,0,6,8,1,0,45.26,3.24,0
Branch_2,2015-08-24,31,9.1,0,0,8,0,0,49.84,3.47,0
Branch_2,2015-08-25,81,8.7,0,1,8,0,0,36.18,4.64,0
Branch_2,2015-08-26,20,2.5,0,2,8,0,0,28.38,2.72,0
Branch_2,2015-08-27,107,-3.4,0,3,8,0,0,65.37,5.72,0
Branch_2,2015-08-28,140,3.2,0,4,8,0,1,52.44,5.91,0
Branch_2,2015-08-29,102,13.8,0,5,8,1,0,42.21,4.37,0
Branch_2,2015-08-30,54,7.9,0,6,8,1,0,59.65,2.81,0
Branch_2,2015-08-31,67,10.7,0,0,8,0,0,59.41,4.37,0
Branch_2,2015-09-01,36,6.4,1,1,9,0,0,48.37,4.19,0
Branch_2,2015-09-02,24,-2.2,0,2,9,0,1,56.67,5.44,0
Branch_2,2015-09-03,72,7.7,0,3,9,0,1,35.15,5.01,0
Branch_2,2015-09-04,78,9.2,0,4,9,0,0,40.83,2.85,0
Branch_2,2015-09-05,93,5.5,0,5,9,1,0,50.45,3.62,0
Branch_2,2015-09-06,87,3.6,0,6,9,1,0,48.63,2.65,0
Branch_2,2015-09-07,46,4.7,0,0,9,0,0,51.72,4.43,1
Branch_2,2015-09-08,29,5.8,0,1,9,0,0,52.72,2.4,0
Branch_2,2015-09-09,20,2.9,1,2,9,0,0,53.45,4.55,0
Branch_2,2015-09-10,60,12.4,0,3,9,0,0,59.75,5.71,0
Branch_2,2015-09-11,90,4.6,0,4,9,0,0,49.03,4.35,0
Branch_2,2015-09-12,114,2.6,0,5,9,1,0,68.6,4.1,0
Branch_2,2015-09-13,107,12.3,0,6,9,1,0,39.28,3.79,0
Branch_2,2015-09-14,38,5.1,0,0,9,0,0,55.35,5.5,0
Branch_2,2015-09-15,52,11.0,0,1,9,0,0,46.49,5.1,0
Branch_2,2015-09-16,42,2.5,0,2,9,0,1,47.39,4.18,0
Branch_2,2015-09-17,73,17.6,0,3,9,0,0,61.95,5.44,0
Branch_2,2015-09-18,125,4.2,0,4,9,0,0,69.37,4.24,0
Branch_2,2015-09-19,100,7.0,0,5,9,1,0,59.86,3.26,0
Branch_2,2015-09-20,84,7.3,0,6,9,1,1,35.24,4.69,0
Branch_2,2015-09-21,54,4.6,1,0,9,0,0,53.56,4.8,0
Branch_2,2015-09-22,20,1.7,1,1,9,0,0,58.68,3.26,0
Branch_2,2015-09-23,87,14.9,0,2,9,0,0,46.77,5.43,0
Branch_2,2015-09-24,83,7.0,0,3,9,0,0,52.05,5.54,0
Branch_2,2015-09-25,128,2.1,0,4,9,0,1,43.52,3.09,0
Branch_2,2015-09-26,110,-0.5,0,5,9,1,0,49.96,5.16,0
Branch_2,2015-09-27,50,6.9,1,6,9,1,0,44.79,3.43,0
Branch_2,2015-09-28,29,8.5,1,0,9,0,0,57.16,4.16,0
Branch_2,2015-09-29,24,1.3,0,1,9,0,1,47.84,5.28,0
Branch_2,2015-09-30,43,5.6,0,2,9,0,0,33.47,5.6,0
Branch_2,2015-10-01,111,1.1,0,3,10,0,0,58.43,3.66,0
Branch_2,2015-10-02,77,6.4,0,4,10,0,0,58.5,2.68,0
Branch_2,2015-10-03,67,10.7,0,5,10,1,0,42.37,5.35,0
Branch_2,2015-10-04,71,10.0,0,6,10,1,0,50.42,2.51,0
Branch_2,2015-10-05,75,9.2,0,0,10,0,0,41.05,4.45,0
Branch_2,2015-10-06,20,4.7,0,1,10,0,0,33.8,3.14,0
Branch_2,2015-10-07,59,7.2,0,2,10,0,0,63.52,2.12,0
Branch_2,2015-10-08,29,8.8,0,3,10,0,0,46.13,2.34,0
Branch_2,2015-10-09,112,15.0,0,4,10,0,1,60.92,4.71,0
Branch_2,2015-10-10,104,9.8,0,5,10,1,1,42.04,5.09,0
Branch_2,2015-10-11,34,14.0,0,6,10,1,0,44.15,5.73,0
Branch_2,2015-10-12,100,-4.2,0,0,10,0,1,57.63,3.85,0
Branch_2,2015-10-13,25,10.7,0,1,10,0,0,49.59,3.63,0
Branch_2,2015-10-14,75,8.6,0,2,10,0,1,35.84,3.19,0
Branch_2,2015-10-15,92,13.5,0,3,10,0,0,57.04,5.01,0
Branch_2,2015-10-16,175,3.6,0,4,10,0,1,62.77,5.23,0
Branch_2,2015-10-17,100,3.1,0,5,10,1,0,60.32,5.04,0
Branch_2,2015-10-18,48,2.9,0,6,10,1,0,61.34,3.93,0
Branch_2,2015-10-19,20,1.0,0,0,10,0,0,67.39,3.58,0
Branch_2,2015-10-20,20,5.6,1,1,10,0,1,51.99,2.76,0
Branch_2,2015-10-21,48,7.9,0,2,10,0,0,41.8,3.93,0
Branch_2,2015-10-22,96,4.8,0,3,10,0,1,60.3,4.32,0
Branch_2,2015-10-23,108,21.0,0,4,10,0,0,57.63,3.01,0
Branch_2,2015-10-24,39,6.4,1,5,10,1,0,56.93,4.45,0
Branch_2,2015-10-25,112,-0.2,0,6,10,1,0,39.26,3.52,0
Branch_2,2015-10-26,44,8.5,0,0,10,0,0,43.72,4.47,1
Branch_2,2015-10-27,20,6.7,0,1,10,0,0,52.8,4.69,0
Branch_2,2015-10-28,20,12.4,0,2,10,0,0,65.17,2.56,0
Branch_2,2015-10-29,100,7.5,0,3,10,0,0,46.5,2.54,0
Branch_2,2015-10-30,75,2.3,0,4,10,0,0,61.61,5.57,0
Branch_2,2015-10-31,134,11.7,0,5,10,1,0,50.02,5.75,0
Branch_2,2015-11-01,45,4.8,0,6,11,1,0,56.58,5.57,0
Branch_2,2015-11-02,115,7.9,0,0,11,0,0,44.83,5.59,0
Branch_2,2015-11-03,23,5.1,0,1,11,0,0,60.28,2.12,0
Branch_2,2015-11-04,20,1.9,0,2,11,0,0,61.82,4.33,0
Branch_2,2015-11-05,101,-5.0,0,3,11,0,0,66.3,2.19,1
Branch_2,2015-11-06,192,7.8,0,4,11,0,0,59.46,3.72,0
Branch_2,2015-11-07,49,14.5,0,5,11,1,0,34.7,3.89,0
Branch_2,2015-11-08,62,16.4,0,6,11,1,0,56.98,3.77,0
Branch_2,2015-11-09,88,-1.5,0,0,11,0,0,61.46,4.33,0
Branch_2,2015-11-10,20,14.7,0,1,11,0,0,43.22,4.87,0
Branch_2,2015-11-11,24,-0.4,0,2,11,0,1,38.6,3.85,0
Branch_2,2015-11-12,148,15.6,0,3,11,0,1,56.44,5.06,0
Branch_2,2015-11-13,186,7.8,0,4,11,0,1,50.69,4.53,0
Branch_2,2015-11-14,55,11.9,1,5,11,1,0,61.61,2.33,0
Branch_2,2015-11-15,114,2.0,0,6,11,1,1,62.12,2.4,0
Branch_2,2015-11-16,84,21.8,0,0,11,0,0,58.46,3.69,0
Branch_2,2015-11-17,47,12.7,0,1,11,0,0,69.71,2.62,0
Branch_2,2015-11-18,39,9.0,1,2,11,0,0,52.1,4.33,0
Branch_2,2015-11-19,43,9.4,1,3,11,0,0,52.45,2.31,0
Branch_2,2015-11-20,151,4.8,0,4,11,0,0,49.72,4.66,0
Branch_2,2015-11-21,105,0.5,0,5,11,1,0,57.75,2.81,0
Branch_2,2015-11-22,86,3.2,0,6,11,1,0,38.45,5.65,0
Branch_2,2015-11-23,64,11.2,0,0,11,0,0,60.83,5.27,0
Branch_2,2015-11-24,36,11.4,0,1,11,0,0,61.71,5.21,0
Branch_2,2015-11-25,36,11.9,1,2,11,0,0,59.45,4.12,1
Branch_2,2015-11-26,43,12.4,1,3,11,0,0,54.88,4.31,0
Branch_2,2015-11-27,155,12.7,0,4,11,0,0,63.04,2.01,0
Branch_2,2015-11-28,125,23.7,0,5,11,1,0,35.01,5.82,0
Branch_2,2015-11-29,115,10.7,0,6,11,1,0,60.76,5.43,0
Branch_2,2015-11-30,121,6.2,0,0,11,0,1,40.43,2.27,0
Branch_2,2015-12-01,41,12.8,1,1,12,0,0,52.26,2.45,0
Branch_2,2015-12-02,100,12.5,0,2,12,0,0,55.59,4.15,0
Branch_2,2015-12-03,119,24.1,0,3,12,0,0,60.73,3.92,0
Branch_2,2015-12-04,181,11.0,0,4,12,0,1,43.41,3.15,0
Branch_2,2015-12-05,118,17.0,0,5,12,1,0,44.71,4.4,0
Branch_2,2015-12-06,74,11.1,0,6,12,1,0,54.1,2.14,0
Branch_2,2015-12-07,110,19.7,0,0,12,0,0,60.41,4.69,0
Branch_2,2015-12-08,105,10.5,0,1,12,0,0,48.45,4.07,0
Branch_2,2015-12-09,55,14.4,1,2,12,0,1,62.06,2.62,0
Branch_2,2015-12-10,95,19.0,0,3,12,0,0,61.19,5.13,0
Branch_2,2015-12-11,151,27.9,0,4,12,0,0,39.82,2.47,0
Branch_2,2015-12-12,168,8.1,0,5,12,1,1,53.79,3.08,0
Branch_2,2015-12-13,90,7.2,0,6,12,1,0,46.21,5.49,0
Branch_2,2015-12-14,109,23.2,0,0,12,0,0,50.91,3.3,0
Branch_2,2015-12-15,71,13.7,0,1,12,0,0,45.17,2.96,0
Branch_2,2015-12-16,57,12.9,1,2,12,0,0,49.64,4.75,1
Branch_2,2015-12-17,88,21.3,0,3,12,0,0,38.03,2.03,0
Branch_2,2015-12-18,106,18.5,1,4,12,0,0,48.05,4.62,0
Branch_2,2015-12-19,111,8.9,0,5,12,1,0,50.1,4.87,0
Branch_2,2015-12-20,144,18.5,0,6,12,1,1,49.63,2.1,0
Branch_2,2015-12-21,217,22.5,0,0,12,0,1,58.9,5.75,0
Branch_2,2015-12-22,66,17.5,0,1,12,0,0,54.84,3.1,0
Branch_2,2015-12-23,39,12.0,1,2,12,0,0,47.58,5.22,0
Branch_2,2015-12-24,77,19.9,0,3,12,0,0,45.19,2.1,0
Branch_2,2015-12-25,201,21.1,0,4,12,0,0,68.21,5.85,0
Branch_2,2015-12-26,54,17.9,1,5,12,1,0,44.03,2.58,0
Branch_2,2015-12-27,147,25.6,0,6,12,1,0,60.83,4.5,0
Branch_2,2015-12-28,169,20.1,0,0,12,0,0,44.53,2.43,0
Branch_2,2015-12-29,102,21.0,0,1,12,0,0,49.49,5.91,1
Branch_2,2015-12-30,88,13.8,0,2,12,0,0,72.69,3.61,0
Branch_2,2015-12-31,162,12.2,0,3,12,0,0,44.22,5.56,0
Branch_2,2016-01-01,205,16.5,0,4,1,0,0,50.39,2.38,0
Branch_2,2016-01-02,132,15.8,0,5,1,1,0,50.08,4.21,0
Branch_2,2016-01-03,106,20.2,0,6,1,1,0,55.95,5.77,0
Branch_2,2016-01-04,147,20.2,0,0,1,0,0,56.31,4.14,0
Branch_2,2016-01-05,137,10.2,0,1,1,0,0,46.8,2.21,0
