application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,vehicle_value,down_payment,vehicle_type,vehicle_model,vehicle_year,loan_term_months,interest_rate,marital_status,num_dependents,residence_type,years_employed,has_previous_auto_loan,previous_default,bank_account_balance,is_approved
25229,Applicant_127,2023-04-29,35,64101.68,employed,599,0.24,38951.63,45269.51,9434.41,SUV,Honda CR-V,2012,72,10.54,divorced,3,family,1,0,0,12678.79,1
25230,Applicant_127,2023-04-29,67,46057.02,unemployed,690,0.38,40216.77,48816.93,10862.19,SUV,Chevrolet Equinox,2011,36,5.41,married,4,own,13,0,0,11432.78,1
25231,Applicant_127,2023-04-30,48,43323.62,unemployed,567,0.56,75343.89,92669.8,26214.16,sedan,Ford Fusion,2010,36,11.87,married,4,rent,1,1,1,10553.02,0
25232,Applicant_127,2023-05-01,60,62887.34,employed,601,0.15,80499.7,93444.46,7206.84,sedan,Nissan Altima,2016,60,6.11,single,3,rent,3,1,1,10663.81,1
25233,Applicant_127,2023-05-04,34,43237.6,self-employed,504,0.51,27344.01,39453.17,4550.94,SUV,Chevrolet Equinox,2013,48,6.98,divorced,2,family,28,1,0,8674.2,0
25234,Applicant_127,2023-05-04,52,74141.82,unemployed,742,0.12,84014.09,111805.15,24908.59,sedan,Honda Civic,2013,60,8.54,single,0,rent,25,1,1,16918.86,1
25235,Applicant_127,2023-05-05,55,111444.5,unemployed,843,0.37,88538.92,128920.14,20879.73,SUV,Jeep Grand Cherokee,2013,48,8.71,single,0,rent,36,1,0,21776.33,1
25236,Applicant_127,2023-05-06,54,17319.97,unemployed,510,0.48,68790.1,81260.36,12092.16,truck,Ford F-150,2016,36,8.95,divorced,2,rent,4,1,1,10059.88,0
25237,Applicant_127,2023-05-06,58,62219.62,self-employed,707,0.13,12130.45,13406.08,1422.06,SUV,Ford Explorer,2024,36,6.21,divorced,3,rent,33,0,0,10767.49,1
25238,Applicant_127,2023-05-07,24,31100.33,employed,519,0.52,38082.82,44572.44,8133.52,luxury,Audi A8,2021,60,9.41,single,3,family,36,1,0,8143.23,1
25239,Applicant_127,2023-05-08,66,77191.65,unemployed,753,0.22,24236.15,33701.13,3465.88,SUV,Chevrolet Equinox,2022,36,10.38,married,3,rent,4,1,0,15792.87,1
25240,Applicant_127,2023-05-08,30,24801.81,unemployed,490,0.33,84587.46,97317.38,14300.82,sedan,Toyota Camry,2020,48,5.08,single,3,rent,4,1,0,11976.16,1
25241,Applicant_127,2023-05-10,63,49696.8,self-employed,574,0.45,86525.28,113814.25,9943.5,truck,GMC Sierra,2014,84,6.17,divorced,0,family,6,1,1,3782.42,0
25242,Applicant_127,2023-05-12,25,39844.3,self-employed,524,0.46,54738.95,62554.33,13482.2,truck,Ram 1500,2020,84,5.98,single,4,rent,12,0,0,9375.78,1
25243,Applicant_127,2023-05-12,64,62522.83,self-employed,758,0.11,49145.6,64061.64,3898.32,luxury,Audi A8,2014,84,9.58,divorced,3,own,6,0,0,15855.56,1
25244,Applicant_127,2023-05-13,18,45228.96,self-employed,517,0.3,46909.92,58596.93,4792.66,truck,Toyota Tacoma,2023,60,4.66,single,4,family,22,1,1,13248.25,0
25245,Applicant_127,2023-05-18,31,103424.95,employed,757,0.2,86986.49,125301.41,15422.86,truck,Chevrolet Silverado,2015,84,9.94,married,4,family,23,1,1,14110.9,1
25246,Applicant_127,2023-05-20,70,32650.12,employed,677,0.49,82200.44,117760.25,34754.33,SUV,Ford Explorer,2024,84,5.96,divorced,3,family,1,1,1,7532.45,0
25247,Applicant_127,2023-05-21,33,34192.44,employed,477,0.54,35050.16,44709.77,7221.98,SUV,Toyota RAV4,2018,48,10.01,single,1,family,21,0,0,5304.03,0
25248,Applicant_127,2023-05-22,39,67941.08,unemployed,683,0.27,84605.1,124422.13,18623.37,SUV,Ford Explorer,2014,72,11.97,divorced,0,rent,3,1,1,12408.74,1
25249,Applicant_127,2023-05-23,40,55938.53,unemployed,590,0.58,97064.62,114031.75,14248.53,luxury,Mercedes-Benz S-Class,2021,84,4.68,married,3,family,37,0,0,16527.25,0
25250,Applicant_127,2023-05-23,47,140998.23,self-employed,850,0.2,96554.09,133943.27,12572.61,luxury,Audi A8,2024,84,9.34,divorced,0,rent,20,0,0,20566.84,1
25251,Applicant_127,2023-05-24,41,22151.19,employed,444,0.34,96260.03,132088.12,21393.94,electric,Nissan Leaf,2017,60,5.4,divorced,2,own,6,1,1,5118.43,1
25252,Applicant_127,2023-05-24,50,191275.59,self-employed,850,0.37,10117.28,14558.06,1169.48,truck,GMC Sierra,2010,72,5.64,divorced,1,family,4,1,0,22373.68,1
25253,Applicant_127,2023-05-25,25,27540.79,self-employed,432,0.4,49513.84,68745.25,10725.59,luxury,Porsche Panamera,2012,60,4.91,divorced,0,own,21,1,0,5059.97,0
25254,Applicant_127,2023-05-25,38,60079.88,self-employed,604,0.36,76882.48,115037.5,30467.78,luxury,Mercedes-Benz S-Class,2017,60,11.73,divorced,0,own,1,0,0,10440.3,0
25255,Applicant_127,2023-05-30,55,33485.77,unemployed,630,0.55,22989.11,27026.03,4220.22,truck,Chevrolet Silverado,2012,60,10.12,single,2,rent,1,0,0,8363.49,0
25256,Applicant_127,2023-05-31,47,34552.06,self-employed,473,0.44,81472.63,105237.89,28113.0,electric,Tesla Model Y,2016,48,5.44,divorced,3,rent,37,1,1,8049.22,1
25257,Applicant_127,2023-06-02,24,45429.72,self-employed,423,0.34,22473.42,26830.1,2679.64,sedan,Hyundai Elantra,2021,36,5.84,single,0,own,19,1,1,14783.49,0
25258,Applicant_127,2023-06-02,30,37626.24,self-employed,530,0.56,90136.4,121211.95,14947.96,SUV,Toyota RAV4,2010,48,11.57,married,2,rent,24,0,0,10512.89,0
25259,Applicant_127,2023-06-03,30,55259.35,self-employed,544,0.32,85897.3,107831.0,26765.87,SUV,Jeep Grand Cherokee,2020,84,7.93,single,0,rent,7,0,0,13125.62,1
25260,Applicant_127,2023-06-03,41,41130.26,employed,654,0.38,34326.6,49669.72,4469.1,SUV,Ford Explorer,2023,72,8.7,married,1,rent,1,1,0,15438.35,1
25261,Applicant_127,2023-06-04,51,73478.07,employed,686,0.19,39995.65,49595.63,8715.74,truck,Ford F-150,2015,36,9.77,divorced,4,own,16,0,0,10427.13,1
25262,Applicant_127,2023-06-06,26,29407.83,employed,542,0.57,83166.1,117136.17,15378.75,luxury,Audi A8,2023,72,6.02,married,1,family,12,0,0,5064.82,0
25263,Applicant_127,2023-06-07,57,36984.68,self-employed,583,0.45,11538.73,15285.77,1916.07,truck,Ram 1500,2019,48,10.83,married,1,family,9,0,0,12282.06,0
25264,Applicant_127,2023-06-09,33,48539.18,unemployed,578,0.3,86629.05,116179.78,5845.73,electric,Tesla Model Y,2011,48,4.25,divorced,2,rent,38,1,0,12301.75,1
25265,Applicant_127,2023-06-14,22,26210.53,employed,411,0.5,10732.97,13822.1,1077.4,sedan,Ford Fusion,2017,48,6.34,single,2,own,29,1,0,7919.7,0
25266,Applicant_127,2023-06-14,32,61563.0,self-employed,601,0.13,56583.5,75202.92,17105.6,truck,Ram 1500,2016,36,11.29,single,4,rent,2,1,0,7281.33,1
25267,Applicant_127,2023-06-17,26,37092.05,employed,444,0.46,99741.03,143050.81,23255.8,luxury,Lexus LS,2022,36,7.77,married,1,family,31,1,1,12503.02,1
25268,Applicant_127,2023-06-17,68,51227.75,self-employed,647,0.33,92680.4,107079.92,13967.56,SUV,Jeep Grand Cherokee,2017,48,7.41,divorced,1,rent,12,0,0,14021.97,1
25269,Applicant_127,2023-06-19,65,45684.36,unemployed,717,0.39,79723.18,110577.4,9219.17,luxury,Porsche Panamera,2020,84,6.07,single,4,rent,19,0,0,17308.79,1
25270,Applicant_127,2023-06-21,49,75713.55,self-employed,750,0.1,39341.06,53634.53,13766.6,sedan,Nissan Altima,2019,48,10.51,single,4,rent,14,0,0,8070.13,1
25271,Applicant_127,2023-06-22,52,57020.26,unemployed,642,0.54,24370.2,28145.96,6111.6,SUV,Jeep Grand Cherokee,2014,36,7.79,married,0,rent,40,1,1,10802.3,0
25272,Applicant_127,2023-06-22,28,43193.96,unemployed,498,0.47,12169.14,16709.06,4691.57,luxury,Audi A8,2013,60,6.42,single,1,rent,9,0,0,11973.23,1
25273,Applicant_127,2023-06-23,22,31291.19,employed,511,0.53,92749.6,105497.24,23213.31,SUV,Toyota RAV4,2023,60,4.45,married,3,own,11,0,0,5678.46,1
25274,Applicant_127,2023-06-23,31,69227.1,employed,695,0.29,99411.09,146460.23,17336.16,sedan,Ford Fusion,2018,84,8.76,married,3,own,14,1,0,10265.09,1
25275,Applicant_127,2023-06-24,54,11326.12,unemployed,506,0.4,20938.52,28491.21,3035.04,truck,Toyota Tacoma,2010,84,9.32,married,4,family,32,1,1,0.0,0
25276,Applicant_127,2023-06-24,49,25224.81,employed,560,0.59,89441.38,109886.5,25823.89,electric,Tesla Model 3,2016,36,5.25,married,3,rent,2,0,0,5722.06,1
25277,Applicant_127,2023-06-25,57,63704.16,unemployed,685,0.21,59851.8,75871.05,14564.69,truck,Ford F-150,2012,48,8.99,single,1,rent,18,1,1,13489.92,1
25278,Applicant_127,2023-06-25,66,41448.9,self-employed,671,0.42,68824.74,103229.48,20069.98,truck,Chevrolet Silverado,2021,60,11.3,divorced,1,rent,11,0,0,10161.27,0
25279,Applicant_127,2023-06-26,70,133034.69,unemployed,850,0.25,53384.2,80004.51,5979.63,SUV,Honda CR-V,2010,48,11.98,single,4,family,25,1,1,19219.38,0
25280,Applicant_127,2023-06-30,62,53651.38,unemployed,706,0.41,37844.99,53109.21,6825.76,truck,Toyota Tacoma,2019,72,7.71,divorced,1,own,20,0,0,7828.74,1
25281,Applicant_127,2023-07-01,28,58125.1,unemployed,479,0.49,60304.47,67487.41,9814.95,electric,Chevrolet Bolt,2015,36,7.49,divorced,4,family,11,0,0,10182.85,1
25282,Applicant_127,2023-07-01,39,161646.0,employed,850,0.14,91752.98,133376.88,7964.44,electric,Chevrolet Bolt,2011,72,8.22,divorced,0,own,19,1,0,21947.63,1
25283,Applicant_127,2023-07-02,54,83841.0,self-employed,645,0.32,99000.92,117249.02,25578.82,SUV,Honda CR-V,2024,72,7.77,married,4,own,17,0,0,16336.35,1
25284,Applicant_127,2023-07-02,19,25406.81,self-employed,419,0.37,13092.78,15672.08,790.76,luxury,Porsche Panamera,2021,72,7.53,single,1,family,34,0,0,11856.81,1
25285,Applicant_127,2023-07-05,45,34559.47,employed,624,0.36,73993.99,103099.45,21023.51,electric,Tesla Model Y,2022,48,8.69,single,0,family,19,1,0,8326.27,1
25286,Applicant_127,2023-07-05,27,44233.14,unemployed,559,0.53,81854.04,108958.78,29036.36,luxury,BMW 7 Series,2011,84,10.84,married,4,family,17,0,0,6047.29,0
25287,Applicant_127,2023-07-06,26,34230.98,self-employed,445,0.42,94791.58,115560.75,19405.64,sedan,Toyota Camry,2018,84,7.95,divorced,1,own,33,0,0,10750.03,0
25288,Applicant_127,2023-07-09,51,65942.28,unemployed,636,0.37,15239.05,19931.93,4263.09,SUV,Jeep Grand Cherokee,2012,72,10.13,single,3,rent,30,1,1,11995.45,1
25289,Applicant_127,2023-07-09,49,81404.8,unemployed,660,0.35,79141.6,104612.28,23087.82,electric,Ford Mustang Mach-E,2019,48,8.84,married,1,rent,24,0,0,12382.0,1
25290,Applicant_127,2023-07-10,70,58367.72,employed,754,0.54,76435.72,89019.28,23624.63,sedan,Nissan Altima,2011,36,11.14,divorced,4,rent,25,0,0,5486.46,1
25291,Applicant_127,2023-07-14,51,43843.76,employed,566,0.37,60903.73,90263.28,9054.27,luxury,Audi A8,2016,84,10.32,married,3,rent,13,0,0,8164.96,1
25292,Applicant_127,2023-07-15,53,27765.21,self-employed,601,0.51,67728.94,78204.22,19656.39,luxury,Mercedes-Benz S-Class,2013,36,8.42,single,4,family,38,1,0,6769.39,1
25293,Applicant_127,2023-07-15,63,76833.47,unemployed,812,0.3,92673.32,127355.51,29736.09,sedan,Nissan Altima,2014,60,5.9,divorced,3,family,4,0,0,15114.92,1
25294,Applicant_127,2023-07-16,43,28420.07,self-employed,593,0.41,33136.38,41948.15,4261.9,electric,Tesla Model Y,2018,84,5.09,divorced,1,own,38,0,0,9203.88,0
25295,Applicant_127,2023-07-16,23,28164.25,self-employed,441,0.47,86771.7,106595.12,11670.25,electric,Tesla Model Y,2021,48,6.94,divorced,0,own,21,1,0,11388.25,1
25296,Applicant_127,2023-07-18,22,27552.74,unemployed,484,0.48,96134.1,128956.36,26479.86,SUV,Toyota RAV4,2022,36,7.84,divorced,1,rent,16,0,0,9455.7,1
25297,Applicant_128,2023-01-01,28,32860.52,employed,460,0.41,36715.15,51929.4,3118.98,truck,Ford F-150,2012,60,5.13,married,0,own,24,0,0,8148.2,0
25298,Applicant_128,2023-01-02,70,19861.38,employed,601,0.36,78540.15,111631.11,23514.52,electric,Nissan Leaf,2012,84,6.32,married,3,own,15,1,1,12785.74,0
25299,Applicant_128,2023-01-06,30,53133.39,employed,564,0.53,71083.82,105243.92,26123.8,SUV,Toyota RAV4,2010,84,5.45,divorced,0,own,0,0,0,10702.78,1
25300,Applicant_128,2023-01-06,68,18526.04,unemployed,619,0.44,46470.76,56931.5,5129.78,sedan,Honda Civic,2022,48,6.79,single,0,rent,18,0,0,10080.15,1
25301,Applicant_128,2023-01-07,36,12261.73,self-employed,318,0.47,48752.82,72147.43,20958.1,SUV,Toyota RAV4,2011,72,10.98,divorced,3,family,12,0,0,1993.88,1
25302,Applicant_128,2023-01-08,22,8581.25,self-employed,367,0.44,88679.13,114181.73,7438.04,luxury,Audi A8,2019,48,9.81,single,3,rent,29,1,1,7512.35,0
25303,Applicant_128,2023-01-08,20,65441.01,unemployed,680,0.19,60948.32,73874.26,17876.29,truck,Toyota Tacoma,2023,72,9.06,single,4,own,15,0,0,12416.3,1
25304,Applicant_128,2023-01-09,42,32240.31,employed,516,0.52,96297.65,123340.32,13064.84,luxury,Audi A8,2016,60,8.35,single,0,family,40,1,0,8686.15,0
25305,Applicant_128,2023-01-09,66,50242.83,self-employed,675,0.59,97304.49,120004.36,26841.72,sedan,Ford Fusion,2018,84,6.97,single,1,rent,10,0,0,15851.59,0
25306,Applicant_128,2023-01-10,58,67929.67,employed,758,0.33,84140.76,115457.47,9879.63,SUV,Toyota RAV4,2023,48,10.57,single,1,own,7,1,1,14422.45,1
25307,Applicant_128,2023-01-10,65,120417.57,self-employed,850,0.18,68150.14,79072.12,20101.47,SUV,Toyota RAV4,2015,84,7.95,married,3,rent,8,0,0,13093.27,1
25308,Applicant_128,2023-01-11,41,50999.83,self-employed,499,0.31,11242.92,16080.44,2527.52,luxury,Porsche Panamera,2015,72,6.52,single,3,family,35,1,0,6323.92,0
25309,Applicant_128,2023-01-11,66,88055.96,self-employed,744,0.24,69466.0,84504.7,25321.22,sedan,Hyundai Elantra,2018,84,11.88,married,2,own,11,0,0,13310.88,1
25310,Applicant_128,2023-01-12,36,76208.12,employed,745,0.13,49109.14,57338.47,11322.47,SUV,Chevrolet Equinox,2021,72,10.68,single,2,own,1,0,0,11953.44,1
25311,Applicant_128,2023-01-12,48,48718.12,unemployed,648,0.52,71460.63,97536.5,23426.84,sedan,Honda Civic,2017,84,8.03,divorced,4,family,17,0,0,6790.79,1
25312,Applicant_128,2023-01-13,60,94946.78,employed,835,0.16,84833.19,103086.06,21990.43,sedan,Honda Civic,2023,60,11.64,divorced,1,family,16,1,0,13600.39,1
25313,Applicant_128,2023-01-13,31,52906.13,unemployed,561,0.39,97647.42,131897.94,33963.23,luxury,Porsche Panamera,2014,36,5.16,married,4,family,28,1,0,6962.51,1
25314,Applicant_128,2023-01-14,62,13345.84,employed,582,0.4,48746.04,54342.16,7716.98,electric,Tesla Model 3,2017,48,10.19,single,0,rent,8,0,0,8983.18,1
25315,Applicant_128,2023-01-15,24,45647.26,self-employed,536,0.53,60872.01,73374.14,14166.34,electric,Tesla Model 3,2019,84,10.91,married,0,rent,29,1,1,10103.94,1
25316,Applicant_128,2023-01-18,23,142530.35,employed,850,0.36,35882.75,47828.39,3569.11,luxury,Porsche Panamera,2018,72,4.38,divorced,4,family,12,0,0,20676.11,1
25317,Applicant_128,2023-01-19,58,44849.33,unemployed,590,0.36,18008.21,23931.31,2495.04,truck,Ram 1500,2021,84,9.55,divorced,3,own,2,1,0,8818.35,1
25318,Applicant_128,2023-01-19,47,95086.54,unemployed,850,0.22,24953.94,29943.2,6225.04,sedan,Hyundai Elantra,2010,72,6.13,married,2,family,12,0,0,15537.35,1
25319,Applicant_128,2023-01-20,30,21094.91,unemployed,399,0.53,40289.21,56834.58,5742.76,truck,Toyota Tacoma,2014,72,7.3,single,3,family,28,0,0,9444.36,0
25320,Applicant_128,2023-01-21,27,60769.51,self-employed,592,0.15,87939.59,130460.36,10009.22,electric,Tesla Model Y,2018,48,7.85,single,3,own,19,1,0,11912.16,1
25321,Applicant_128,2023-01-21,24,167437.27,self-employed,850,0.24,11067.62,13496.1,3399.11,SUV,Jeep Grand Cherokee,2016,48,7.95,divorced,0,rent,27,0,0,18441.52,1
25322,Applicant_128,2023-01-22,18,24878.46,employed,415,0.4,84673.74,101475.9,8427.12,sedan,Ford Fusion,2010,72,10.46,single,3,rent,14,0,0,13171.84,0
25323,Applicant_128,2023-01-22,45,36309.62,employed,513,0.31,65442.4,95408.83,9224.42,SUV,Chevrolet Equinox,2022,72,11.97,married,2,rent,25,1,1,5580.98,1
25324,Applicant_128,2023-01-23,27,35838.67,employed,488,0.46,95136.49,115601.11,30706.43,truck,GMC Sierra,2015,84,11.66,single,1,own,34,1,0,10061.57,1
25325,Applicant_128,2023-01-25,63,77407.46,unemployed,688,0.15,97485.88,143657.95,40347.83,electric,Chevrolet Bolt,2012,72,7.67,divorced,2,rent,23,1,0,8266.73,1
25326,Applicant_128,2023-01-26,57,41491.19,employed,562,0.48,13687.82,19927.63,4020.25,SUV,Honda CR-V,2023,84,7.86,divorced,2,own,21,1,1,9456.89,0
25327,Applicant_128,2023-01-27,42,39130.97,unemployed,641,0.59,52622.64,77688.68,17051.87,truck,Ford F-150,2010,36,6.9,divorced,2,rent,38,1,0,8324.85,1
25328,Applicant_128,2023-01-30,23,45064.98,unemployed,510,0.34,11155.44,15561.39,2556.54,electric,Tesla Model Y,2017,36,4.67,divorced,0,family,37,0,0,7632.48,1
25329,Applicant_128,2023-01-30,54,36698.64,self-employed,565,0.42,73961.45,94545.18,4784.94,electric,Tesla Model Y,2011,48,8.57,divorced,3,family,1,0,0,9285.11,1
25330,Applicant_128,2023-01-31,66,19737.35,self-employed,575,0.48,33482.14,39966.78,11300.01,truck,Ram 1500,2012,60,8.71,divorced,3,own,3,1,1,6901.33,0
25331,Applicant_128,2023-02-01,67,70078.95,unemployed,745,0.15,69671.3,94506.52,13333.58,SUV,Jeep Grand Cherokee,2010,36,5.27,single,3,own,23,1,0,8828.49,1
25332,Applicant_128,2023-02-02,21,48491.5,unemployed,546,0.48,32360.92,41946.04,12079.73,sedan,Nissan Altima,2011,72,4.21,married,3,own,37,0,0,8029.16,1
25333,Applicant_128,2023-02-02,40,50643.57,unemployed,541,0.58,48315.56,61636.72,10713.47,SUV,Honda CR-V,2010,48,4.41,single,4,family,26,1,0,9552.62,1
25334,Applicant_128,2023-02-03,65,43893.61,employed,582,0.53,78136.64,87083.77,24263.98,sedan,Ford Fusion,2014,60,5.0,single,4,own,7,1,1,11495.05,0
25335,Applicant_128,2023-02-03,25,79591.7,unemployed,562,0.25,39507.4,44096.91,12269.74,luxury,Audi A8,2018,84,9.27,married,0,own,27,1,0,18609.89,1
25336,Applicant_128,2023-02-04,64,64238.59,unemployed,676,0.32,29741.16,38879.32,8214.42,luxury,Mercedes-Benz S-Class,2014,72,6.76,single,4,rent,6,1,1,14011.15,1
25337,Applicant_128,2023-02-04,46,55836.68,employed,604,0.55,16547.7,18342.74,2571.54,electric,Tesla Model 3,2017,84,4.47,married,1,rent,4,1,1,11160.68,0
25338,Applicant_128,2023-02-07,55,69551.53,employed,755,0.15,22613.8,30856.09,8331.53,luxury,Lexus LS,2018,60,11.13,married,2,family,24,1,1,8000.77,1
25339,Applicant_128,2023-02-09,58,75234.92,employed,747,0.39,31202.25,45701.86,7168.86,sedan,Honda Civic,2022,36,5.43,divorced,3,own,38,0,0,13847.94,1
25340,Applicant_128,2023-02-10,30,24158.79,self-employed,471,0.58,23455.2,32880.01,1869.24,truck,Ram 1500,2018,60,11.93,married,4,own,7,1,0,7795.8,1
25341,Applicant_128,2023-02-10,42,114325.47,employed,805,0.13,18491.41,26416.17,6333.59,SUV,Toyota RAV4,2021,48,5.46,single,1,family,1,1,1,15483.56,1
25342,Applicant_128,2023-02-11,70,42431.89,employed,644,0.56,23355.22,33383.51,6443.58,truck,Toyota Tacoma,2017,60,5.9,single,4,own,34,1,0,7253.3,1
25343,Applicant_128,2023-02-11,44,27963.46,unemployed,484,0.53,10670.06,11827.02,1880.25,luxury,Mercedes-Benz S-Class,2023,84,10.23,divorced,4,own,16,1,0,9825.1,0
25344,Applicant_128,2023-02-12,37,20338.76,self-employed,460,0.46,14684.39,20731.27,1952.6,luxury,Lexus LS,2010,72,10.36,single,1,family,14,1,0,3630.32,1
25345,Applicant_128,2023-02-12,22,75422.04,employed,729,0.11,73640.62,106677.26,11069.72,electric,Chevrolet Bolt,2020,60,7.28,married,2,family,13,0,0,9895.77,1
25346,Applicant_128,2023-02-13,68,33096.08,unemployed,533,0.57,52304.67,72873.4,11687.2,SUV,Ford Explorer,2021,84,9.46,married,1,own,23,0,0,10002.77,1
25347,Applicant_128,2023-02-13,43,37928.55,unemployed,583,0.37,95791.47,108335.12,26907.23,sedan,Nissan Altima,2017,36,8.47,married,0,family,4,1,1,7374.53,0
25348,Applicant_128,2023-02-15,31,36622.69,employed,472,0.55,89935.08,115549.43,29471.86,SUV,Chevrolet Equinox,2010,72,10.84,divorced,1,own,33,0,0,11060.62,1
25349,Applicant_128,2023-02-15,25,35604.42,unemployed,497,0.4,97883.05,110398.38,14111.82,SUV,Ford Explorer,2019,48,5.92,single,3,own,22,0,0,8020.89,1
25350,Applicant_128,2023-02-16,34,69626.95,employed,659,0.28,38230.81,51921.25,11665.38,electric,Ford Mustang Mach-E,2020,48,5.48,divorced,3,rent,29,0,0,17716.62,1
25351,Applicant_128,2023-02-16,31,56499.66,self-employed,615,0.42,76475.12,86368.57,5177.17,luxury,Mercedes-Benz S-Class,2013,72,4.04,single,0,own,4,1,1,11678.57,0
25352,Applicant_128,2023-02-17,40,46492.04,employed,531,0.34,85999.87,120244.09,35212.31,truck,Ford F-150,2017,60,4.23,divorced,4,rent,4,1,0,7893.98,1
25353,Applicant_128,2023-02-17,23,145612.6,self-employed,850,0.25,94623.68,137577.8,8481.8,truck,Chevrolet Silverado,2015,36,8.88,married,4,own,35,0,0,20361.83,1
25354,Applicant_128,2023-02-20,23,64244.84,employed,539,0.23,10171.8,12062.08,1846.2,sedan,Toyota Camry,2015,72,6.12,single,2,rent,11,1,1,12883.27,1
25355,Applicant_128,2023-02-20,70,179719.16,self-employed,850,0.39,85814.51,110856.05,12887.68,luxury,Audi A8,2019,60,7.59,divorced,1,rent,35,0,0,27119.76,1
25356,Applicant_128,2023-02-21,38,16803.49,self-employed,508,0.59,24361.64,34286.25,3446.42,sedan,Hyundai Elantra,2020,36,9.55,divorced,1,family,33,1,0,5998.94,0
25357,Applicant_128,2023-02-21,34,28914.77,self-employed,542,0.49,67037.46,96246.67,27532.07,luxury,Lexus LS,2024,72,7.15,married,0,family,14,1,1,9296.42,0
25358,Applicant_128,2023-02-22,55,19257.7,self-employed,593,0.57,83969.41,102135.34,28635.93,electric,Chevrolet Bolt,2021,72,11.2,married,1,rent,10,1,1,5195.1,1
25359,Applicant_128,2023-02-22,26,83096.4,unemployed,617,0.17,38383.22,46506.7,3943.46,truck,Ram 1500,2015,84,8.67,divorced,1,own,8,1,1,16780.32,0
25360,Applicant_128,2023-02-25,58,19073.55,unemployed,509,0.44,98451.75,138938.06,11253.38,electric,Nissan Leaf,2024,72,4.94,single,1,rent,34,0,0,5136.51,0
25361,Applicant_128,2023-02-28,41,48989.53,self-employed,604,0.53,89468.92,114575.27,31927.55,luxury,Audi A8,2019,36,4.81,divorced,4,family,15,1,0,10313.64,1
25362,Applicant_128,2023-02-28,57,55108.64,employed,585,0.5,63138.16,72674.55,20528.41,electric,Ford Mustang Mach-E,2020,48,11.26,single,4,family,39,1,0,5778.58,0
25363,Applicant_128,2023-03-03,49,107781.25,self-employed,850,0.11,35638.97,44980.32,9652.92,luxury,Audi A8,2023,72,9.41,single,2,rent,22,0,0,18664.74,1
25364,Applicant_128,2023-03-06,45,37357.74,self-employed,521,0.58,69253.48,84812.01,9826.08,luxury,Audi A8,2020,60,6.17,married,3,rent,9,1,0,7072.15,1
25365,Applicant_128,2023-03-06,28,45159.39,self-employed,460,0.4,27155.61,35431.09,9157.7,SUV,Toyota RAV4,2013,48,10.54,single,2,own,10,1,1,9206.19,1
25366,Applicant_128,2023-03-07,41,44623.7,employed,538,0.31,54309.02,71285.93,15359.41,truck,GMC Sierra,2010,72,11.29,divorced,0,family,21,1,0,10112.59,1
25367,Applicant_128,2023-03-07,67,36357.29,self-employed,578,0.51,99594.72,135390.2,18067.19,luxury,BMW 7 Series,2017,48,9.3,divorced,3,own,11,1,0,7033.49,0
25368,Applicant_128,2023-03-08,60,5066.63,unemployed,551,0.31,79213.23,114545.38,30688.09,SUV,Jeep Grand Cherokee,2015,84,6.88,married,3,own,30,0,0,3835.47,0
25369,Applicant_128,2023-03-09,68,66650.04,self-employed,732,0.27,39877.99,47926.43,10175.06,sedan,Honda Civic,2015,60,4.15,married,4,own,27,1,0,9657.92,1
25370,Applicant_128,2023-03-09,23,64308.65,employed,501,0.31,36799.47,54098.86,5035.93,luxury,Mercedes-Benz S-Class,2022,72,5.11,married,1,own,10,0,0,13584.17,0
25371,Applicant_128,2023-03-12,19,58723.48,employed,496,0.45,61142.3,81878.79,13408.07,truck,Chevrolet Silverado,2011,48,5.62,married,2,rent,14,0,0,13540.62,1
25372,Applicant_128,2023-03-13,38,101363.45,unemployed,777,0.27,66016.6,90279.89,14791.83,SUV,Chevrolet Equinox,2021,84,11.7,married,0,own,2,0,0,15611.0,1
25373,Applicant_128,2023-03-14,30,48167.13,employed,427,0.51,32147.92,48156.12,4733.39,sedan,Nissan Altima,2021,48,7.61,married,2,family,13,1,1,7715.75,0
25374,Applicant_128,2023-03-14,29,34296.05,unemployed,493,0.32,91550.76,133729.54,22745.37,sedan,Ford Fusion,2018,48,8.32,divorced,2,rent,31,0,0,6040.67,0
25375,Applicant_128,2023-03-16,59,67590.95,unemployed,711,0.21,32389.02,45883.25,10565.19,SUV,Honda CR-V,2018,60,7.17,single,1,own,13,1,0,14663.5,1
25376,Applicant_128,2023-03-16,25,39106.71,self-employed,589,0.47,86295.74,114811.4,19085.23,luxury,BMW 7 Series,2014,36,7.97,single,3,rent,31,0,0,14704.8,1
25377,Applicant_128,2023-03-17,32,68873.94,self-employed,683,0.16,88779.39,125962.3,32659.47,SUV,Chevrolet Equinox,2016,36,4.7,divorced,1,rent,9,1,1,13054.33,0
25378,Applicant_128,2023-03-17,45,147405.54,unemployed,850,0.33,50511.78,63789.2,7206.49,sedan,Toyota Camry,2018,72,5.48,married,0,own,18,1,1,17529.46,0
25379,Applicant_128,2023-03-18,39,47602.86,self-employed,616,0.51,81203.56,104390.6,28595.5,sedan,Toyota Camry,2014,36,9.22,single,0,family,22,1,1,9823.2,0
25380,Applicant_128,2023-03-21,57,33387.92,unemployed,589,0.6,43682.77,60273.59,17321.2,truck,Ford F-150,2013,36,6.56,divorced,4,rent,37,1,0,8344.74,0
