customer_id,age,gender,monthly_income,job_tenure,loan_amount,loan_term,credit_history,open_accounts,current_debt,past_delinquencies,marital_status,education_level,home_ownership,credit_approved
22186,53,Female,4451,22,23286,57,698,3,10143,1,Married,High School,Rent,0
22187,18,Male,8276,0,46642,44,850,4,30000,1,Divorced,High School,Own,0
22188,37,Female,7773,1,45985,30,546,4,30000,5,Married,High School,Rent,0
22189,19,Female,2451,0,2153,58,691,1,8624,4,Single,Bachelor,Rent,0
22190,40,Male,6284,21,43918,34,795,2,14544,4,Single,Master,Rent,0
22191,19,Female,7332,0,33947,18,663,5,29265,8,Married,High School,Own,0
22192,21,Male,4722,3,38498,24,542,7,19987,4,Married,Bachelor,Rent,0
22193,23,Male,2052,1,18808,40,511,4,8157,3,Single,High School,Rent,1
22194,35,Female,6628,4,36304,17,656,4,23589,7,Married,High School,Own,0
22195,21,Male,3541,2,22305,52,850,8,12632,1,Married,High School,Own,0
22196,36,Female,6022,6,39858,35,797,4,18457,2,Single,High School,Rent,0
22197,24,Female,3141,0,35467,13,641,4,16843,1,Single,Master,Rent,0
22198,47,Female,7585,9,50000,17,620,3,30000,1,Single,Bachelor,Own,0
22199,35,Female,4746,3,14940,19,686,6,13106,3,Single,Master,Own,0
22200,47,Male,11728,23,50000,40,568,4,30000,3,Divorced,Bachelor,Rent,1
22201,48,Male,11251,1,50000,31,756,6,30000,1,Married,High School,Rent,1
22202,26,Male,8073,2,45610,43,673,4,30000,3,Single,High School,Rent,0
22203,22,Male,5290,3,32348,47,834,6,16540,1,Single,High School,Own,0
22204,44,Male,6354,20,35368,58,699,5,20981,3,Married,PhD,Rent,0
22205,27,Male,2584,4,34586,28,674,1,5225,2,Single,Bachelor,Rent,1
22206,39,Male,12681,12,50000,58,847,4,30000,1,Married,Bachelor,Own,0
22207,41,Female,4132,16,15888,16,550,5,19483,1,Single,Bachelor,Rent,0
22208,32,Male,3477,11,21272,26,789,5,19110,1,Married,Bachelor,Own,0
22209,18,Male,3157,0,31588,51,765,6,10136,0,Single,Bachelor,Rent,1
22210,18,Female,4839,0,31289,26,773,6,17598,1,Single,High School,Rent,0
22211,26,Male,11867,4,50000,25,556,5,30000,6,Single,Bachelor,Own,0
22212,24,Male,5428,1,49949,36,703,3,25750,0,Single,High School,Own,0
22213,46,Female,5282,19,36530,42,759,4,17096,2,Married,High School,Own,1
22214,35,Male,7192,12,17888,43,730,2,25190,1,Divorced,Bachelor,Rent,0
22215,25,Female,3997,0,16006,43,689,3,10430,1,Married,Master,Rent,1
22216,47,Male,2000,3,27164,37,850,4,11009,0,Married,Bachelor,Rent,0
22217,63,Female,6461,3,50000,45,818,5,18286,0,Single,High School,Rent,0
22218,39,Female,8581,15,33260,26,759,4,26700,1,Single,Bachelor,Rent,0
22219,37,Female,7998,8,50000,54,726,3,25384,0,Married,Bachelor,Rent,1
22220,43,Female,8167,9,50000,48,691,3,19687,2,Single,Master,Rent,0
22221,45,Male,2801,11,19787,39,573,4,3927,1,Married,Bachelor,Rent,0
22222,24,Female,3762,6,21671,54,768,3,11945,2,Married,Master,Rent,0
22223,42,Male,6563,14,17292,20,615,5,13192,3,Married,Master,Rent,1
22224,31,Female,4028,0,30217,45,792,5,13080,2,Married,High School,Own,1
22225,21,Male,4111,0,26253,34,727,6,16737,2,Married,Bachelor,Own,0
22226,26,Female,12567,5,50000,39,750,3,30000,2,Married,High School,Own,0
22227,44,Female,5496,11,26818,55,695,4,17343,6,Single,High School,Rent,0
22228,30,Female,5647,7,30249,22,674,2,27700,4,Married,Bachelor,Rent,0
22229,28,Female,4224,9,33704,36,729,2,13042,4,Married,High School,Rent,0
22230,22,Female,3870,2,24926,22,735,1,16669,1,Married,Master,Rent,1
22231,18,Female,4518,0,17630,56,707,3,8300,3,Single,High School,Rent,1
22232,62,Male,5138,4,43602,46,630,2,19478,7,Single,High School,Rent,1
22233,36,Female,5699,11,22379,12,803,2,22950,1,Single,Master,Rent,1
22234,24,Female,2839,5,20260,22,796,3,14670,1,Married,High School,Rent,1
22235,29,Male,5672,5,28435,29,751,6,13952,3,Married,Master,Own,1
22236,51,Male,5973,8,50000,15,553,6,10718,4,Single,High School,Rent,0
22237,33,Female,13099,4,50000,21,818,5,30000,1,Single,Bachelor,Own,1
22238,41,Male,3299,6,28254,36,728,6,16184,3,Married,High School,Rent,1
22239,43,Female,6723,2,50000,52,638,5,24309,4,Married,High School,Own,0
22240,45,Male,2864,25,16096,20,790,4,9233,2,Divorced,Bachelor,Rent,1
22241,19,Female,6136,1,50000,51,807,4,25071,1,Divorced,Bachelor,Own,0
22242,34,Female,4668,4,14075,19,576,2,10562,4,Divorced,Bachelor,Own,0
22243,45,Male,11080,16,47847,45,590,1,30000,3,Married,High School,Rent,0
22244,34,Female,3716,6,16180,13,540,5,6781,5,Single,Bachelor,Rent,1
22245,21,Male,3685,2,27086,13,710,6,18321,2,Single,High School,Rent,0
22246,37,Female,8614,2,50000,35,810,4,30000,2,Divorced,High School,Own,0
22247,40,Male,7397,21,17856,41,698,6,20657,3,Divorced,Bachelor,Own,1
22248,36,Female,10398,16,50000,18,699,6,24981,3,Divorced,High School,Own,0
22249,19,Female,4686,1,34931,46,769,7,13260,3,Married,Master,Rent,0
22250,42,Female,5953,22,39216,30,746,6,21768,3,Single,Bachelor,Own,0
22251,34,Male,3395,15,23973,37,655,5,14547,4,Divorced,High School,Rent,0
22252,41,Male,8201,4,45817,33,584,2,28679,3,Single,Bachelor,Own,0
22253,21,Male,5805,3,42863,50,650,2,17254,1,Married,Bachelor,Own,0
22254,48,Male,7193,30,49180,19,604,2,22849,2,Single,High School,Own,1
22255,44,Male,2000,16,5311,41,749,5,4457,2,Single,PhD,Own,0
22256,47,Female,3039,6,25044,57,654,2,16214,3,Single,High School,Rent,0
22257,26,Male,9307,4,50000,30,755,4,23576,1,Single,Bachelor,Own,1
22258,40,Male,9223,3,36547,16,850,5,22140,3,Married,Bachelor,Own,1
22259,24,Female,8984,6,50000,13,850,8,30000,3,Married,Master,Own,1
22260,18,Female,4987,0,18980,36,647,4,16496,3,Married,Bachelor,Rent,0
22261,37,Female,8778,3,45272,25,711,2,26754,1,Married,High School,Rent,0
22262,28,Male,2823,9,18923,50,752,2,13289,4,Married,High School,Rent,1
22263,37,Male,4565,7,14744,41,580,3,17045,5,Single,High School,Rent,0
22264,24,Male,6260,1,50000,19,566,4,20009,3,Married,High School,Own,1
22265,18,Female,3881,0,26517,32,666,6,14190,5,Married,High School,Rent,0
22266,20,Male,3212,2,12206,37,715,3,9070,2,Divorced,Bachelor,Rent,0
22267,30,Male,5296,1,27143,33,766,3,14028,0,Single,Master,Own,0
22268,22,Male,5649,1,50000,31,504,4,24108,3,Single,High School,Rent,0
22269,52,Male,7780,21,50000,40,792,3,30000,2,Single,Master,Own,0
22270,47,Female,6242,5,33048,53,725,3,10366,1,Single,High School,Own,1
22271,31,Male,4818,13,38843,54,780,3,11101,1,Married,High School,Rent,1
22272,27,Female,6466,0,41243,34,689,8,16880,1,Married,High School,Rent,1
22273,19,Male,4773,0,19940,54,587,4,17078,3,Single,Master,Own,1
22274,52,Female,2448,29,15242,23,847,7,18873,3,Married,PhD,Rent,1
22275,28,Female,2640,7,23229,49,739,2,11858,1,Single,Bachelor,Rent,0
22276,32,Female,8862,0,45008,48,647,4,29321,3,Divorced,Bachelor,Rent,0
22277,26,Female,5417,0,20162,46,684,4,15615,3,Single,High School,Rent,0
22278,33,Female,4980,9,26893,39,665,7,24055,1,Single,High School,Rent,0
22279,28,Female,7094,0,50000,22,850,2,27497,2,Married,Bachelor,Rent,0
22280,25,Female,3562,5,30159,50,722,3,22222,3,Single,PhD,Rent,0
22281,31,Male,6595,0,40560,45,586,3,26515,4,Married,Bachelor,Own,1
22282,40,Female,5283,20,28822,37,700,2,21499,6,Married,Bachelor,Own,0
22283,28,Female,4115,5,18037,40,792,4,15504,1,Married,High School,Rent,0
22284,40,Female,6811,15,36660,14,624,4,23380,2,Single,High School,Rent,0
22285,42,Male,8457,1,33361,57,706,1,28503,3,Married,Bachelor,Own,0
22286,31,Male,3813,9,21142,41,544,3,9731,1,Single,Bachelor,Own,0
22287,23,Male,8298,4,50000,31,675,3,30000,2,Married,High School,Own,1
22288,35,Male,7748,16,42974,32,514,4,26610,4,Divorced,Master,Rent,0
22289,24,Male,6525,6,28826,47,767,2,27719,4,Single,Master,Own,0
22290,39,Female,4017,14,19653,18,850,3,7826,1,Divorced,High School,Own,1
22291,35,Male,4531,13,33556,38,781,7,13856,2,Single,Bachelor,Own,0
22292,62,Male,2000,15,10873,18,670,3,0,3,Married,Bachelor,Rent,0
22293,26,Male,4799,7,31186,52,739,4,11052,2,Married,Bachelor,Own,1
22294,19,Female,7437,0,50000,41,585,1,21657,6,Single,High School,Rent,0
22295,30,Male,8623,12,50000,41,722,1,30000,1,Married,Bachelor,Own,0
22296,19,Female,3242,0,23342,29,850,4,18163,0,Single,Bachelor,Rent,0
22297,48,Male,7047,17,50000,40,662,3,22942,5,Single,High School,Rent,0
22298,18,Male,4065,0,27692,50,694,6,15535,6,Single,Master,Own,0
22299,58,Male,5812,13,25841,46,667,5,22198,2,Single,Bachelor,Rent,1
22300,36,Male,2530,7,24620,30,645,1,14303,2,Married,High School,Own,1
22301,31,Female,2212,7,25779,28,819,3,16200,0,Married,Bachelor,Own,0
22302,55,Female,2175,11,16796,31,680,3,0,3,Single,High School,Rent,0
22303,47,Male,4213,5,23547,34,712,6,16688,2,Married,Bachelor,Own,1
22304,32,Female,3617,8,22918,33,617,3,7559,4,Married,High School,Rent,1
22305,34,Male,3561,4,11968,16,739,4,25385,2,Divorced,High School,Rent,0
22306,39,Male,3070,16,32247,55,711,2,17268,4,Married,Master,Own,0
22307,47,Male,6427,21,29801,41,653,1,22999,3,Single,High School,Rent,0
22308,36,Female,11246,17,50000,23,705,2,30000,1,Married,High School,Own,0
22309,36,Female,5625,13,20388,24,678,4,12759,2,Single,High School,Rent,0
22310,35,Male,2282,5,16828,44,693,5,8000,0,Married,Master,Rent,0
22311,27,Male,7176,2,43984,45,804,3,28736,0,Divorced,High School,Rent,0
22312,37,Female,7563,1,45554,57,752,5,30000,2,Single,Bachelor,Own,1
22313,43,Female,3418,10,10168,56,559,3,9921,4,Married,Master,Rent,0
22314,41,Female,10610,17,50000,60,727,1,30000,1,Married,PhD,Own,1
22315,33,Male,3014,6,18425,39,660,6,9144,2,Single,High School,Rent,0
22316,31,Male,2000,1,12423,38,706,6,4983,4,Single,Master,Rent,1
22317,36,Female,4962,12,45357,29,704,2,17407,2,Married,Bachelor,Rent,0
22318,40,Male,14301,20,50000,27,709,2,30000,2,Single,Bachelor,Own,0
22319,44,Female,9262,3,48590,37,739,6,30000,2,Married,Bachelor,Own,0
22320,63,Female,3920,38,15617,54,621,3,10997,0,Married,High School,Own,0
22321,34,Female,6116,3,31212,27,749,1,19948,2,Divorced,Bachelor,Rent,1
22322,29,Male,3410,4,23231,54,850,7,20658,2,Single,Master,Rent,0
22323,32,Male,7058,3,39604,15,813,7,21313,1,Married,Master,Rent,0
22324,48,Female,6511,18,32974,20,830,4,15638,3,Single,Bachelor,Own,0
22325,29,Male,4049,11,9053,58,728,2,0,1,Single,Bachelor,Rent,0
22326,43,Male,6864,20,39831,22,775,3,23205,1,Married,High School,Own,1
22327,34,Male,8807,13,50000,21,622,2,30000,3,Married,High School,Rent,0
22328,46,Male,3215,5,22921,19,671,2,19546,4,Single,High School,Rent,0
22329,29,Female,4363,6,45789,45,776,4,8231,2,Married,Master,Rent,0
22330,21,Female,8206,2,50000,58,730,2,30000,3,Divorced,Bachelor,Own,0
22331,18,Female,2000,0,1000,36,783,4,9931,2,Married,High School,Rent,1
22332,35,Male,11708,17,50000,30,541,5,30000,2,Single,Bachelor,Own,0
22333,32,Female,5128,0,20541,31,692,4,22641,3,Married,High School,Rent,0
22334,38,Male,7797,17,50000,29,850,5,29786,1,Married,Bachelor,Rent,1
22335,32,Female,10272,2,50000,56,621,2,28673,6,Married,Bachelor,Own,1
22336,48,Female,4119,0,2245,59,552,4,12574,6,Married,Bachelor,Rent,0
22337,30,Female,5848,11,39152,52,798,4,20381,3,Married,Bachelor,Rent,1
22338,51,Female,4856,25,20262,32,750,5,21927,3,Divorced,High School,Rent,1
22339,40,Male,3441,22,12957,26,744,2,5760,1,Single,Master,Rent,1
22340,18,Female,12231,0,50000,22,452,2,30000,6,Married,Bachelor,Own,1
22341,41,Female,2704,12,5726,44,829,3,10963,0,Married,Bachelor,Rent,0
22342,39,Female,5041,20,35627,21,783,2,18494,4,Single,Bachelor,Rent,0
22343,18,Male,7003,0,21686,54,658,2,18713,1,Single,Bachelor,Own,1
22344,43,Female,4826,7,27755,40,606,4,19662,2,Married,Bachelor,Rent,0
22345,26,Male,4111,6,29572,26,623,6,11739,0,Married,High School,Rent,0
22346,37,Male,4652,16,19173,51,812,6,14003,1,Single,High School,Rent,1
22347,63,Male,9960,27,49554,51,724,5,30000,0,Married,Master,Own,0
22348,41,Male,4505,15,20433,36,683,8,17043,2,Married,High School,Rent,0
22349,30,Female,5148,0,32135,20,850,2,12813,1,Divorced,Master,Own,0
22350,35,Male,2000,6,1000,55,657,2,4627,4,Married,Bachelor,Rent,0
22351,41,Male,3981,0,10285,35,787,4,20243,4,Single,Bachelor,Own,0
22352,32,Female,3891,7,13151,21,638,2,12955,2,Married,Master,Rent,0
22353,37,Male,4628,15,44455,49,850,4,13856,2,Single,Bachelor,Rent,1
22354,52,Male,5973,31,49790,59,759,2,19661,5,Divorced,Bachelor,Rent,0
22355,29,Male,2721,9,11767,53,615,4,7074,2,Married,Bachelor,Rent,0
22356,36,Female,3768,5,39004,15,796,3,11101,3,Married,Bachelor,Rent,0
22357,29,Male,2889,11,21116,42,636,4,4270,3,Single,Bachelor,Rent,0
22358,31,Female,3846,6,12922,16,792,5,18277,2,Single,High School,Rent,0
22359,25,Male,5556,3,29586,46,712,4,21161,0,Single,High School,Own,0
22360,29,Male,8440,6,50000,51,686,3,24258,2,Single,Bachelor,Own,0
22361,37,Female,10679,18,50000,22,850,4,30000,2,Married,High School,Own,0
22362,55,Male,6497,14,34649,48,518,2,21003,1,Single,High School,Rent,0
22363,39,Male,8038,5,44806,47,791,4,30000,1,Single,Bachelor,Rent,0
22364,44,Male,3170,18,3202,40,850,5,15506,3,Married,Bachelor,Rent,1
22365,34,Female,2179,3,9051,27,750,3,10267,1,Single,Bachelor,Own,0
22366,24,Female,4756,0,23116,23,743,3,16248,4,Divorced,PhD,Own,0
22367,42,Female,11109,18,50000,34,688,1,30000,2,Married,Bachelor,Own,0
22368,49,Female,6900,29,46404,47,487,4,27094,9,Married,Master,Own,0
22369,49,Male,3449,4,23353,31,596,3,25350,2,Single,Bachelor,Rent,0
22370,40,Female,15000,16,50000,12,605,3,30000,2,Married,High School,Own,0
22371,32,Female,4136,7,12619,17,662,6,11029,3,Married,High School,Own,0
22372,49,Female,7467,2,50000,14,568,4,26576,3,Married,Bachelor,Own,0
22373,48,Male,5379,20,44476,15,756,4,18978,0,Married,High School,Rent,1
22374,31,Female,2402,11,14081,12,787,6,10446,3,Married,Bachelor,Rent,1
22375,38,Male,3858,12,25859,34,841,4,13500,3,Married,Bachelor,Own,0
22376,32,Male,5331,4,26653,47,717,3,20460,2,Single,Bachelor,Own,0
22377,25,Female,6515,6,31880,22,524,4,23296,6,Single,Bachelor,Rent,0
22378,35,Female,5848,6,25094,29,654,3,18645,7,Married,Bachelor,Rent,0
22379,34,Male,2562,6,17539,17,649,1,19549,2,Married,Bachelor,Rent,0
22380,29,Female,4089,10,27876,20,681,3,9671,1,Married,High School,Rent,1
22381,34,Female,2744,12,23083,29,799,4,10444,1,Single,Bachelor,Rent,0
22382,22,Female,6006,1,50000,13,697,1,16396,5,Married,Bachelor,Own,1
22383,47,Male,8107,2,39851,34,744,5,30000,0,Married,Bachelor,Rent,1
22384,27,Female,6368,2,31467,47,583,5,16024,4,Married,Bachelor,Own,0
22385,42,Male,7145,19,43949,37,592,3,27182,4,Single,High School,Rent,0
22386,29,Male,6364,2,50000,20,578,2,15886,4,Married,Bachelor,Rent,0
22387,49,Male,3963,3,24506,17,812,7,18773,1,Married,Bachelor,Own,1
22388,53,Male,3204,21,17067,13,613,3,8382,6,Divorced,High School,Rent,1
22389,31,Male,8624,5,50000,41,707,7,23516,3,Married,Bachelor,Own,0
22390,31,Female,3540,7,20379,59,686,3,12254,0,Married,High School,Rent,1
22391,42,Female,3415,22,28230,42,666,3,14001,0,Married,High School,Own,1
22392,29,Female,4319,8,24793,59,699,6,18033,2,Married,Master,Own,0
22393,45,Male,3676,12,23624,36,850,2,12662,0,Married,Bachelor,Own,0
22394,39,Female,2502,0,27106,56,806,4,13349,1,Single,Bachelor,Rent,0
22395,33,Female,6281,0,44473,16,752,4,20515,2,Single,High School,Rent,1
22396,29,Female,7966,1,50000,42,609,3,27513,4,Married,Bachelor,Own,1
22397,47,Male,2408,18,2526,58,669,5,7282,3,Single,PhD,Own,0
22398,23,Male,4418,0,23691,32,674,4,16573,3,Married,High School,Rent,1
22399,45,Female,3661,12,29445,17,709,7,13209,2,Single,Bachelor,Rent,0
22400,23,Male,6507,2,47827,50,783,2,27027,3,Married,High School,Rent,0
22401,18,Female,4008,0,31636,52,679,6,7051,1,Married,Master,Rent,0
22402,28,Male,6266,0,24432,20,665,6,30000,2,Single,High School,Rent,0
22403,37,Female,5192,18,24225,20,850,5,23053,0,Single,Bachelor,Rent,0
22404,54,Male,3282,22,22613,48,633,7,6036,5,Married,Bachelor,Rent,0
22405,30,Male,4787,9,15253,33,811,5,19687,2,Married,Bachelor,Rent,0
22406,26,Male,4348,7,22987,36,675,3,8607,2,Married,Master,Rent,0
22407,20,Male,2936,2,7297,40,779,6,14452,2,Single,Master,Own,0
22408,44,Male,4535,2,14772,41,720,3,15954,3,Married,Bachelor,Rent,0
22409,34,Female,5673,2,27397,25,592,2,29705,4,Single,Bachelor,Rent,0
22410,35,Male,11053,3,50000,48,510,3,30000,4,Single,Bachelor,Own,0
22411,49,Male,2778,20,30222,14,758,6,10311,4,Married,Master,Rent,1
22412,36,Male,4381,14,25752,47,588,4,16736,6,Single,High School,Rent,0
22413,47,Male,3357,3,21293,41,680,3,17816,4,Single,High School,Rent,1
22414,40,Male,6921,10,42038,44,758,2,23226,1,Single,High School,Rent,0
22415,26,Female,2895,6,11867,58,743,3,14038,2,Single,High School,Own,1
22416,39,Male,6448,5,41696,31,617,2,27290,4,Married,Bachelor,Rent,0
22417,23,Female,6750,0,37655,18,633,6,23865,3,Married,Bachelor,Rent,1
22418,34,Female,6907,16,35851,59,705,2,29667,0,Divorced,Bachelor,Rent,0
22419,28,Female,2000,10,15843,52,777,2,8308,2,Married,Bachelor,Rent,0
22420,18,Female,11043,0,50000,16,792,4,30000,2,Single,Bachelor,Own,0
22421,50,Male,8406,11,39274,20,775,2,30000,1,Single,High School,Rent,0
22422,39,Male,4459,11,33826,28,561,3,15041,7,Single,High School,Rent,0
22423,41,Female,6016,12,42564,14,780,7,23050,1,Single,Bachelor,Rent,1
22424,45,Male,10423,6,50000,49,716,3,30000,1,Single,PhD,Own,1
22425,36,Male,3936,13,10387,47,689,4,11496,3,Divorced,Bachelor,Rent,1
22426,29,Female,2549,5,35486,54,506,5,0,1,Married,Bachelor,Rent,0
22427,32,Male,11847,1,50000,42,690,5,30000,1,Married,Bachelor,Rent,0
22428,46,Male,2745,7,13785,18,697,3,11261,3,Single,Bachelor,Rent,0
22429,39,Male,3980,9,16745,15,649,4,18035,2,Married,High School,Rent,0
22430,24,Female,7325,1,50000,58,522,8,26783,8,Married,Bachelor,Own,0
22431,30,Female,6885,11,50000,55,647,3,30000,0,Single,High School,Rent,1
22432,51,Male,2000,3,11966,44,772,3,9500,0,Married,Bachelor,Rent,0
22433,36,Male,2623,11,20579,15,785,5,11188,1,Married,Master,Rent,0
22434,19,Female,4753,0,39751,29,814,5,22070,0,Married,High School,Rent,1
22435,25,Female,5473,2,19191,33,631,4,20129,2,Single,High School,Rent,1
22436,29,Female,3217,3,9177,41,672,4,18602,0,Married,Master,Rent,0
22437,29,Female,5266,2,29322,25,834,5,22100,0,Single,High School,Rent,0
22438,42,Female,4617,10,14938,19,729,5,22534,2,Married,Bachelor,Rent,0
22439,19,Male,4466,0,16789,44,747,3,16430,0,Married,Bachelor,Rent,0
22440,37,Male,4558,12,28155,15,768,2,8477,2,Single,Master,Rent,0
22441,45,Male,4473,21,35656,42,494,3,16002,3,Divorced,Bachelor,Rent,0
22442,58,Male,7114,31,50000,49,689,2,30000,1,Married,Bachelor,Own,0
22443,22,Female,4045,1,24510,17,518,4,11880,2,Single,Master,Own,0
22444,31,Female,2696,10,27328,45,757,4,7072,1,Single,Bachelor,Rent,0
22445,50,Male,10043,30,39106,42,640,1,30000,3,Single,Bachelor,Rent,0
22446,48,Male,2571,29,9843,40,586,7,9724,3,Single,Bachelor,Rent,0
22447,31,Male,9801,7,50000,22,811,3,28241,1,Single,High School,Own,1
22448,37,Female,5338,19,42035,43,644,5,19976,4,Single,High School,Rent,0
22449,40,Female,4973,12,24284,15,623,4,21937,4,Married,High School,Rent,0
22450,50,Female,6901,19,50000,17,850,7,25603,0,Married,High School,Own,0
22451,36,Male,4555,16,5953,14,686,5,24075,1,Single,Bachelor,Own,1
22452,29,Male,4124,6,22254,43,647,8,17766,0,Married,Bachelor,Rent,0
22453,25,Male,2966,6,20142,46,706,5,17506,4,Single,High School,Rent,0
22454,42,Male,5449,12,17284,54,610,4,30000,5,Single,Bachelor,Rent,0
22455,46,Male,2191,24,21849,21,790,2,11699,2,Married,Master,Rent,1
22456,32,Male,7641,7,33780,30,575,5,25428,3,Divorced,High School,Rent,1
22457,50,Female,2008,25,22363,46,697,4,1380,2,Married,Bachelor,Rent,0
22458,32,Male,2540,3,19234,36,457,4,11671,7,Single,Master,Rent,0
22459,27,Male,4401,7,23232,37,697,3,20829,1,Single,High School,Rent,1
22460,55,Male,3723,13,36554,35,614,6,17641,3,Single,Bachelor,Rent,0
22461,32,Female,8115,6,44590,17,709,5,29995,2,Married,PhD,Rent,0
22462,47,Male,3898,24,20255,42,850,5,10016,2,Married,Bachelor,Rent,0
22463,31,Male,7554,7,50000,28,850,4,26070,3,Married,Master,Rent,1
22464,29,Male,3633,5,21829,47,757,6,7687,3,Married,Bachelor,Rent,0
22465,26,Male,2000,8,32878,32,758,4,11101,1,Married,High School,Rent,1
22466,32,Male,6694,13,50000,29,618,4,28874,5,Married,Bachelor,Rent,0
22467,26,Male,2587,0,1000,36,722,2,7031,4,Married,High School,Rent,1
22468,49,Female,5040,9,31410,33,684,3,20159,5,Single,Master,Rent,0
22469,49,Female,7880,25,50000,42,755,4,30000,0,Single,High School,Rent,0
22470,31,Female,5007,11,30155,25,793,5,12871,0,Single,High School,Own,0
22471,38,Male,2451,7,11296,39,788,7,8137,2,Married,High School,Own,0
22472,38,Male,7776,10,29687,15,658,4,27901,4,Single,High School,Rent,0
22473,47,Female,4202,26,28696,38,597,2,11753,3,Married,Master,Rent,0
22474,45,Male,9632,21,50000,21,850,2,30000,1,Married,Bachelor,Own,0
22475,40,Male,3112,18,31786,49,659,2,16496,3,Single,Bachelor,Rent,1
22476,36,Female,5342,18,28301,13,680,2,12149,1,Divorced,High School,Rent,0
22477,35,Male,9630,3,50000,43,850,5,30000,1,Married,High School,Own,1
22478,25,Female,2697,6,24142,42,653,4,17338,1,Married,High School,Rent,0
22479,18,Female,6903,0,25645,25,787,4,28782,1,Single,Bachelor,Rent,0
22480,39,Male,7623,5,50000,27,632,4,24848,4,Married,High School,Rent,0
22481,45,Female,2000,8,16140,34,850,2,7508,2,Single,Master,Rent,0
22482,38,Female,2725,11,1000,16,749,2,8509,4,Married,Bachelor,Rent,0
22483,47,Male,4201,5,17063,44,836,3,17773,2,Divorced,High School,Rent,0
22484,39,Male,3796,11,28893,31,743,4,6289,3,Single,High School,Rent,0
22485,44,Female,3710,4,26858,13,678,1,17521,4,Single,High School,Rent,0
22486,38,Female,5035,13,23795,41,583,7,17216,5,Married,High School,Rent,0
22487,35,Male,3377,11,30868,39,850,4,12321,0,Married,Bachelor,Rent,1
22488,42,Male,7647,24,40621,23,615,8,30000,2,Married,PhD,Rent,0
22489,43,Female,8220,15,44923,40,710,6,25478,2,Married,Bachelor,Own,0
22490,18,Male,6848,0,41562,50,697,4,26299,4,Single,Bachelor,Rent,0
22491,54,Male,5429,14,31774,46,620,3,24423,3,Married,High School,Rent,0
22492,20,Male,2107,2,1000,45,601,3,13421,3,Married,Bachelor,Rent,0
22493,37,Male,5179,11,43203,38,850,3,18637,0,Divorced,Bachelor,Own,0
22494,41,Male,7526,8,46975,14,667,8,30000,2,Married,High School,Rent,0
22495,27,Female,5531,8,40034,13,845,5,14735,1,Married,Bachelor,Own,0
22496,22,Male,10544,0,50000,22,662,4,30000,4,Married,High School,Own,0
22497,30,Male,3969,7,18573,49,488,5,15258,5,Single,High School,Own,0
22498,31,Female,2428,9,16343,32,456,5,2716,6,Single,High School,Rent,0
22499,47,Male,11252,10,50000,53,627,4,30000,2,Single,High School,Own,0
22500,44,Female,6183,21,50000,50,673,5,17390,5,Single,High School,Own,0
22501,33,Male,2000,6,9915,30,797,3,5921,0,Married,Master,Rent,0
22502,36,Female,3874,4,10359,18,635,2,13798,3,Married,High School,Rent,0
22503,27,Male,3061,8,30029,33,705,6,3484,3,Single,Bachelor,Rent,0
22504,32,Female,3035,4,23377,35,668,3,19902,6,Married,Master,Rent,0
22505,45,Female,5573,4,31093,27,715,4,15275,2,Married,High School,Rent,0
22506,37,Female,8261,14,46519,25,482,5,30000,5,Single,Master,Own,0
22507,32,Male,5753,6,14126,45,568,3,18986,1,Married,High School,Rent,1
22508,43,Male,3270,6,31335,17,770,3,14493,1,Single,High School,Rent,0
22509,52,Female,2718,8,3455,37,570,3,16855,4,Single,Master,Rent,0
22510,30,Male,9992,0,50000,12,850,7,30000,2,Single,Bachelor,Own,0
22511,45,Male,4826,17,27740,12,594,2,17022,2,Single,High School,Own,0
22512,37,Female,10745,6,50000,54,826,4,30000,0,Married,Master,Rent,0
22513,39,Male,9074,9,50000,28,757,3,30000,0,Single,Master,Own,1
22514,55,Male,3494,10,9546,14,823,7,19063,1,Single,Bachelor,Own,0
22515,29,Female,5839,3,40647,58,717,4,22343,3,Married,High School,Rent,0
22516,25,Male,3852,1,24455,26,744,8,19422,2,Married,Bachelor,Rent,0
22517,26,Male,6418,1,24331,36,612,5,22102,3,Married,Master,Rent,1
22518,39,Male,3581,16,28249,46,771,6,18593,0,Married,High School,Rent,1
22519,33,Female,5292,13,40826,48,850,3,19553,1,Married,Bachelor,Rent,0
22520,30,Female,5630,4,27917,57,656,3,22201,4,Married,Master,Rent,1
22521,54,Female,2111,2,16578,32,617,5,3506,0,Single,Bachelor,Rent,0
22522,37,Male,3480,1,7670,24,689,4,18270,1,Married,Bachelor,Rent,0
22523,18,Male,4227,0,25713,22,727,5,17181,3,Single,Bachelor,Rent,0
22524,28,Female,8362,8,49841,39,782,2,30000,1,Married,Master,Own,1
22525,31,Male,13590,11,50000,23,542,3,30000,8,Married,Bachelor,Own,1
22526,32,Male,6724,2,50000,28,650,3,28539,1,Married,Master,Rent,1
22527,18,Male,10403,0,50000,22,798,7,29108,1,Married,PhD,Own,0
22528,38,Female,4137,8,11555,45,729,4,16834,5,Single,Bachelor,Own,1
22529,32,Female,2554,10,9851,58,534,5,9507,7,Single,High School,Rent,0
22530,31,Female,2448,6,22616,48,707,1,12215,3,Married,High School,Own,0
22531,37,Male,4555,4,22487,53,697,7,17491,1,Married,High School,Own,0
22532,47,Female,4462,10,16882,18,583,5,23079,4,Single,High School,Rent,0
